,GQAOA
0,361.9999999997874
1,373.9999999998872
2,369.9999999998451
3,373.9999999401552
4,373.9999999997118
5,375.999999985101
6,363.9999999995648
7,367.9999999998893
8,363.9999999951191
9,361.99999999986204
