,GQAOA
0,325.99999999991064
1,326.99999999993986
2,329.9999999999104
3,331.99999999990195
4,332.99999999988125
5,322.9999999999459
6,330.9999999999056
7,317.99999999990393
8,330.99999999986545
9,333.99999999992923
