,GQAOA
0,162.9999999998538
1,160.99999999973252
2,165.9999999998646
3,159.99999999990425
4,163.99999999987315
5,162.99999999990766
6,164.99999999967096
7,162.99999999977476
8,167.99999999980184
9,163.9999999999154
