,GQAOA
0,285.99999999775486
1,293.9999999998756
2,291.999999989932
3,287.9999999997537
4,281.9999999982241
5,289.99999998529137
6,283.99999999980747
7,287.9999999996087
8,283.99999997702184
9,289.9999999999198
