path,p_1,p_1_angles,p_2,p_2_angles,p_3,p_3_angles,p_4,p_4_angles,p_5,p_5_angles,p_6,p_6_angles,p_7,p_7_angles,p_8,p_8_angles,p_9,p_9_angles,p_10,p_10_angles
graphs/new/nodes_11/depth_3//0.gml,0.7733486889522566,[-2.93132968  1.26697814],0.7733486889522566,[-2.93132968  1.26697814  0.          0.        ],0.7733486889522566,[-2.93132968  1.26697814  0.          0.          0.          0.        ],0.8162258548516068,[ 0.24790783 -1.03317646  1.26373571 -3.31937582  3.08049672  0.14986922 -4.41498163  2.24598512],0.8592463698418957,[-1.35563782 -1.73711636 -3.05579733 -3.02957548  1.10547449 -1.0899052   2.82887005 -1.35012348  0.54338163 -0.16010304],0.8599963594109792,[-2.8854439   1.98609438  1.45022207  2.71266164  0.04258737 -4.25960124  3.32772698  1.49010447 -1.72553514 -0.89698729  0.43208909  2.90918143],0.8742726303748011,[-0.17234378 -2.98363418 -1.17282791 -1.7160435   2.79411753  1.51155027  1.90258567  2.78771317  1.55879175 -1.44612915  1.90511156 -0.22616263  2.5488012   0.12295688],0.8917449183054706,[-0.15040758  0.51154136  2.14352625 -0.01151028 -0.71672104  0.49507509 -0.04712211 -3.51146683  0.14720542 -0.09073838 -1.82125331 -2.72664192  2.77469761 -2.11937089  3.19792611 -2.31933842],0.8917449183054706,[-0.15040758  0.51154136  2.14352625 -0.01151028 -0.71672104  0.49507509 -0.04712211 -3.51146683  0.14720542 -0.09073838 -1.82125331 -2.72664192  2.77469761 -2.11937089  3.19792611 -2.31933842  0.          0.        ],0.8917449183054706,[-0.15040758  0.51154136  2.14352625 -0.01151028 -0.71672104  0.49507509 -0.04712211 -3.51146683  0.14720542 -0.09073838 -1.82125331 -2.72664192  2.77469761 -2.11937089  3.19792611 -2.31933842  0.          0.          0.          0.        ]
graphs/new/nodes_11/depth_3//1.gml,0.7512346658736374,[1.80319907 0.52350455],0.8470275314062424,[ 1.6079433   0.76258923 -1.75953988 -1.28174953],0.894229415598553,[-1.5335211   0.78694655 -1.71883057  0.39334773 -0.32664422  0.23268368],0.9085773259359924,[-1.25695952 -0.00262329  1.09444956  1.70606625  0.37432685 -0.29027896  0.32070565 -0.20814266],0.9085773259359924,[-1.25695952 -0.00262329  1.09444956  1.70606625  0.37432685 -0.29027896  0.32070565 -0.20814266  0.          0.        ],0.920070686693029,[-0.32484369  1.56170649  2.04953916  0.01254729 -1.5646159   1.46017429  2.7992316  -2.83610777 -0.34104106 -0.55890869 -3.10147756 -2.34078839],0.920070686693029,[-0.32484369  1.56170649  2.04953916  0.01254729 -1.5646159   1.46017429  2.7992316  -2.83610777 -0.34104106 -0.55890869 -3.10147756 -2.34078839  0.          0.        ],0.932943964853282,[ 0.15364447 -0.11655579  1.80256592  1.57704645 -2.12493423  1.89215391  2.88275831 -1.28351722  2.81603974  0.15932011 -2.06661279 -1.62829241 -0.48996459 -0.06481693 -0.42916793 -3.18770689],0.932943964853282,[ 0.15364447 -0.11655579  1.80256592  1.57704645 -2.12493423  1.89215391  2.88275831 -1.28351722  2.81603974  0.15932011 -2.06661279 -1.62829241 -0.48996459 -0.06481693 -0.42916793 -3.18770689  0.          0.        ],0.932943964853282,[ 0.15364447 -0.11655579  1.80256592  1.57704645 -2.12493423  1.89215391  2.88275831 -1.28351722  2.81603974  0.15932011 -2.06661279 -1.62829241 -0.48996459 -0.06481693 -0.42916793 -3.18770689  0.          0.          0.          0.        ]
graphs/new/nodes_11/depth_3//2.gml,0.7625093602634448,[ 1.37141482 -2.15246553],0.764399749607793,[-1.36899053 -2.56138487 -2.44809067 -1.68016388],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463  0.          0.        ],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463  0.          0.          0.          0.        ],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463  0.          0.          0.          0.          0.          0.        ],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463  0.          0.          0.          0.          0.          0.          0.          0.        ],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463  0.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463  0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ],0.8458504679479874,[-0.20460033  2.60954273  3.18088842  0.85289063 -1.62462033 -1.54023463  0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ]
graphs/new/nodes_11/depth_3//3.gml,0.7387645970871209,[-1.32277537 -1.09118786],0.8384081308483419,[-2.95324395 -0.29094751  1.68550654  0.05938136],0.8384081308483419,[-2.95324395 -0.29094751  1.68550654  0.05938136  0.          0.        ],0.8508730386908158,[ 1.74747474 -2.89740232 -0.27127231  2.28714113 -3.22910406  2.71453169 -1.59869971  1.87307054],0.8796199480089939,[-2.89448866 -1.12082222 -1.58868689 -2.23620938  3.09116335  3.82058182 -2.79035239 -1.5516712  -1.96509464 -0.79595923],0.9013854788190272,[-1.51832649 -2.53006156  3.4488994  -0.08840863  1.44227385  3.73687316 -0.04406898 -0.87133635  1.68512426 -1.44593939  0.97717058  0.18454535],0.9013854788190272,[-1.51832649 -2.53006156  3.4488994  -0.08840863  1.44227385  3.73687316 -0.04406898 -0.87133635  1.68512426 -1.44593939  0.97717058  0.18454535  0.          0.        ],0.9013854788190272,[-1.51832649 -2.53006156  3.4488994  -0.08840863  1.44227385  3.73687316 -0.04406898 -0.87133635  1.68512426 -1.44593939  0.97717058  0.18454535  0.          0.          0.          0.        ],0.9281334424140562,[-0.15722672 -1.44390476  0.34315595 -1.96049444 -1.3060923   3.81508805  1.60110351 -1.75536717  1.39880779  3.0473265   0.14334342 -0.90588554 -3.09504352  0.33174156 -2.07786208  0.13654832 -0.95265895 -3.14534574],0.9281334424140562,[-0.15722672 -1.44390476  0.34315595 -1.96049444 -1.3060923   3.81508805  1.60110351 -1.75536717  1.39880779  3.0473265   0.14334342 -0.90588554 -3.09504352  0.33174156 -2.07786208  0.13654832 -0.95265895 -3.14534574  0.          0.        ]
graphs/new/nodes_11/depth_3//4.gml,0.7294461699098496,[-0.92881588 -0.32878341],0.8752312175620531,[-0.1619081   3.31369153  0.46763149 -0.22003541],0.8752312175620531,[-0.1619081   3.31369153  0.46763149 -0.22003541  0.          0.        ],0.8752312175620531,[-0.1619081   3.31369153  0.46763149 -0.22003541  0.          0.          0.          0.        ],0.8752312175620531,[-0.1619081   3.31369153  0.46763149 -0.22003541  0.          0.          0.          0.          0.          0.        ],0.9390654644340524,[-2.9851446   1.46924451  2.81067728  3.54904514 -0.26163919  0.1322518  -2.74282072 -0.22489475 -2.68609045 -0.92007208 -3.17400632  0.76058657],0.9390654644340524,[-2.9851446   1.46924451  2.81067728  3.54904514 -0.26163919  0.1322518  -2.74282072 -0.22489475 -2.68609045 -0.92007208 -3.17400632  0.76058657  0.          0.        ],0.9390654644340524,[-2.9851446   1.46924451  2.81067728  3.54904514 -0.26163919  0.1322518  -2.74282072 -0.22489475 -2.68609045 -0.92007208 -3.17400632  0.76058657  0.          0.          0.          0.        ],0.9390654644340524,[-2.9851446   1.46924451  2.81067728  3.54904514 -0.26163919  0.1322518  -2.74282072 -0.22489475 -2.68609045 -0.92007208 -3.17400632  0.76058657  0.          0.          0.          0.          0.          0.        ],0.9390654644340524,[-2.9851446   1.46924451  2.81067728  3.54904514 -0.26163919  0.1322518  -2.74282072 -0.22489475 -2.68609045 -0.92007208 -3.17400632  0.76058657  0.          0.          0.          0.          0.          0.          0.          0.        ]
graphs/new/nodes_11/depth_3//5.gml,0.6739130434782569,[-0.78539832  2.79424224],0.8055030903085779,[-1.2140164  -1.66366133  1.41984332 -1.92999745],0.8216147833407927,[ 1.83584861 -0.24097094 -0.14722203 -1.22841627  1.65646086  2.82946324],0.8698064783857172,[ 2.98375168  0.44216359  0.45921153  1.58789762  3.87248476 -3.10674835 -1.47475256  0.30961423],0.8698064783857172,[ 2.98375168  0.44216359  0.45921153  1.58789762  3.87248476 -3.10674835 -1.47475256  0.30961423  0.          0.        ],0.9150133492672148,[-0.10964317  0.448805   -1.69980426 -0.0462799   1.40486033  1.05062076  1.5977319  -1.53616325  1.59452171 -0.62712884  2.76622602 -1.38724383],0.9150133492672148,[-0.10964317  0.448805   -1.69980426 -0.0462799   1.40486033  1.05062076  1.5977319  -1.53616325  1.59452171 -0.62712884  2.76622602 -1.38724383  0.          0.        ],0.9150133492672148,[-0.10964317  0.448805   -1.69980426 -0.0462799   1.40486033  1.05062076  1.5977319  -1.53616325  1.59452171 -0.62712884  2.76622602 -1.38724383  0.          0.          0.          0.        ],0.9151585149849428,[-1.60663644 -0.28008292  1.45496004  0.4604279   2.89938468 -2.76228323 -1.4518092   1.54893428 -0.35532539  1.33731126 -1.66133222  0.25098947 -1.5008933  -1.30875016  0.3677671   3.23139203  0.4095075  -1.50325017],0.9151585149849428,[-1.60663644 -0.28008292  1.45496004  0.4604279   2.89938468 -2.76228323 -1.4518092   1.54893428 -0.35532539  1.33731126 -1.66133222  0.25098947 -1.5008933  -1.30875016  0.3677671   3.23139203  0.4095075  -1.50325017  0.          0.        ]
graphs/new/nodes_11/depth_3//6.gml,0.8471924534869124,[-3.33034536  0.28822925],0.8471924534869124,[-3.33034536  0.28822925  0.          0.        ],0.9006612096649558,[-1.61809931  1.21011219 -1.71392279 -1.21341355 -0.32866401  1.80677952],0.9006612096649558,[-1.61809931  1.21011219 -1.71392279 -1.21341355 -0.32866401  1.80677952  0.          0.        ],0.914997468886877,[-1.44036167 -0.34929698 -3.25617916 -2.12297381 -1.32903564 -1.92619599 -2.83968226 -1.75818148  1.1207329  -1.7056963 ],0.932135085038195,[ 2.98070522 -3.01102219  1.79690177  1.78947541 -1.40599864 -0.41611994 -1.30859618 -2.96687318  1.17925371  0.23446206 -0.45963866  3.29072244],0.932135085038195,[ 2.98070522 -3.01102219  1.79690177  1.78947541 -1.40599864 -0.41611994 -1.30859618 -2.96687318  1.17925371  0.23446206 -0.45963866  3.29072244  0.          0.        ],0.932135085038195,[ 2.98070522 -3.01102219  1.79690177  1.78947541 -1.40599864 -0.41611994 -1.30859618 -2.96687318  1.17925371  0.23446206 -0.45963866  3.29072244  0.          0.          0.          0.        ],0.932135085038195,[ 2.98070522 -3.01102219  1.79690177  1.78947541 -1.40599864 -0.41611994 -1.30859618 -2.96687318  1.17925371  0.23446206 -0.45963866  3.29072244  0.          0.          0.          0.          0.          0.        ],0.932135085038195,[ 2.98070522 -3.01102219  1.79690177  1.78947541 -1.40599864 -0.41611994 -1.30859618 -2.96687318  1.17925371  0.23446206 -0.45963866  3.29072244  0.          0.          0.          0.          0.          0.          0.          0.        ]
graphs/new/nodes_11/depth_3//7.gml,0.824819842737198,[2.95624848 0.29204585],0.824819842737198,[2.95624848 0.29204585 0.         0.        ],0.8286818429147521,[-1.684702   -1.86316135  3.00082115  1.75126681 -1.53971092 -1.27483179],0.8649764068732853,[ 2.14299743e+00  2.77711444e-03  1.57921266e+00 -1.89323791e-03  2.81114060e+00  4.19936684e-01 -3.20350504e+00  2.38206306e+00],0.8649764068732853,[ 2.14299743e+00  2.77711444e-03  1.57921266e+00 -1.89323791e-03  2.81114060e+00  4.19936684e-01 -3.20350504e+00  2.38206306e+00  0.00000000e+00  0.00000000e+00],0.8649764068732853,[ 2.14299743e+00  2.77711444e-03  1.57921266e+00 -1.89323791e-03  2.81114060e+00  4.19936684e-01 -3.20350504e+00  2.38206306e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00],0.8649764068732853,[ 2.14299743e+00  2.77711444e-03  1.57921266e+00 -1.89323791e-03  2.81114060e+00  4.19936684e-01 -3.20350504e+00  2.38206306e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00],0.9099276124228692,[ 1.45987267  1.45874054  1.86353784  1.81394336 -3.26613989 -0.72171101  2.9747842   0.2653385  -0.70817669  1.60610129 -2.1441252   1.46622274  1.37486758 -1.62368396 -2.01153911 -1.42499448],0.9148983720856716,[-0.14166319  0.14041943 -2.64296815 -2.6508401   1.50563451 -2.29700076  0.02668858 -3.9907938   1.67419673 -0.28991737 -0.25720683  3.7577895   2.857941   -3.22261235  0.19784742 -2.39971149  3.25329931  2.83906262],0.9148983720856716,[-0.14166319  0.14041943 -2.64296815 -2.6508401   1.50563451 -2.29700076  0.02668858 -3.9907938   1.67419673 -0.28991737 -0.25720683  3.7577895   2.857941   -3.22261235  0.19784742 -2.39971149  3.25329931  2.83906262  0.          0.        ]
graphs/new/nodes_11/depth_3//8.gml,0.8137402422626834,[-1.38348022  3.46138612],0.8447852350180391,[ 1.39757433 -0.18974687 -2.70278765  0.24935146],0.8447852350180391,[ 1.39757433 -0.18974687 -2.70278765  0.24935146  0.          0.        ],0.909704076504063,[ 2.97978603  0.14116757  0.4904924   0.23336584  2.95982955 -0.73853758  2.96536843 -2.84410003],0.909704076504063,[ 2.97978603  0.14116757  0.4904924   0.23336584  2.95982955 -0.73853758  2.96536843 -2.84410003  0.          0.        ],0.909704076504063,[ 2.97978603  0.14116757  0.4904924   0.23336584  2.95982955 -0.73853758  2.96536843 -2.84410003  0.          0.          0.          0.        ],0.909704076504063,[ 2.97978603  0.14116757  0.4904924   0.23336584  2.95982955 -0.73853758  2.96536843 -2.84410003  0.          0.          0.          0.          0.          0.        ],0.909704076504063,[ 2.97978603  0.14116757  0.4904924   0.23336584  2.95982955 -0.73853758  2.96536843 -2.84410003  0.          0.          0.          0.          0.          0.          0.          0.        ],0.909704076504063,[ 2.97978603  0.14116757  0.4904924   0.23336584  2.95982955 -0.73853758  2.96536843 -2.84410003  0.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ],0.909704076504063,[ 2.97978603  0.14116757  0.4904924   0.23336584  2.95982955 -0.73853758  2.96536843 -2.84410003  0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ]
graphs/new/nodes_11/depth_3//9.gml,0.8474168163014215,[-0.18933755  1.85869373],0.8789541493603202,[ 0.16378575 -0.18310402  2.66412669 -2.93705166],0.8789541493603202,[ 0.16378575 -0.18310402  2.66412669 -2.93705166  0.          0.        ],0.8811267261123173,[-1.56520656 -3.53253184  0.2243597  -3.10613768  1.09671429 -2.03251308  3.19696481  0.78841179],0.9143734214392976,[-1.35009274  0.01018588 -2.00915566 -0.29658878 -3.08618848 -0.7763083  -0.36435459  1.7287746  -2.58844068 -0.11180105],0.9143734214392976,[-1.35009274  0.01018588 -2.00915566 -0.29658878 -3.08618848 -0.7763083  -0.36435459  1.7287746  -2.58844068 -0.11180105  0.          0.        ],0.9143734214392976,[-1.35009274  0.01018588 -2.00915566 -0.29658878 -3.08618848 -0.7763083  -0.36435459  1.7287746  -2.58844068 -0.11180105  0.          0.          0.          0.        ],0.9143734214392976,[-1.35009274  0.01018588 -2.00915566 -0.29658878 -3.08618848 -0.7763083  -0.36435459  1.7287746  -2.58844068 -0.11180105  0.          0.          0.          0.          0.          0.        ],0.9143734214392976,[-1.35009274  0.01018588 -2.00915566 -0.29658878 -3.08618848 -0.7763083  -0.36435459  1.7287746  -2.58844068 -0.11180105  0.          0.          0.          0.          0.          0.          0.          0.        ],0.9294498383192088,[ 1.04084217 -3.14425712  1.91452471 -2.03645614 -1.54069056 -0.73979682 -1.87028613  0.00484121 -1.25219271  2.3118412   0.39096037 -1.57402887  1.20109619  2.53318072 -0.32195709  0.23280653  2.77554163 -3.00971308  0.76258775 -1.65150825]
