path,r_1,r_1_angles
graphs/new/nodes_10/depth_3//0.gml,0.9455378658195499,[ 0.10629147 -0.51354461 -2.92876753  2.75161606  1.92516938 -3.00860817  1.47679109  1.2410157  -1.25300903 -1.48338834  2.94992963 -1.74153629 -1.37316919  1.34495773 -2.78169284  3.02313179 -1.5359043   0.01437652]
graphs/new/nodes_10/depth_3//1.gml,0.7639347493349806,[-2.27471254  2.47681563 -2.64400344 -0.62412456  0.3118485  -0.31472545 -1.83082121 -2.84191379 -2.32358089  0.04809508 -2.30455383 -0.96040794 -2.55140286  2.44804977  1.22494822 -1.79863818  2.70304012 -1.25218106]
graphs/new/nodes_10/depth_3//2.gml,0.9305834318440287,[-1.74245303  1.41476836  2.552528    0.00846791  0.75288181  2.0757597   1.4682838   1.93427337  2.27527011 -3.16817183 -1.24328842  3.11051791 -1.29956203 -1.32468348  2.81071337 -2.97436877 -1.35122833 -3.09853717]
graphs/new/nodes_10/depth_3//3.gml,0.9504146097018784,[-3.32905233 -1.96252662 -1.31789209  1.56065359  1.39332472 -3.69613296 -0.42274503 -0.59232935  0.03513321 -0.80793798  0.57386898  2.38021304  3.09308289 -2.59205234 -0.20933541 -1.62197198 -2.43036896 -0.14412615]
graphs/new/nodes_10/depth_3//4.gml,0.9218307247522269,[ 1.57294743 -1.67591017 -3.13899131 -1.74273171  2.74276358 -1.59863862  2.15851194 -0.13580121 -0.5089565   1.07258136 -2.877214    1.64065112 -2.06257638 -1.53378492 -1.25189863 -0.80353224 -1.06051448  3.06412387]
graphs/new/nodes_10/depth_3//5.gml,0.9654177597009654,[-0.14052346  0.11886388 -4.33168012  1.4122872   3.02953165 -1.24474237  1.65215441 -0.34803666  0.28074289 -3.52070549 -1.26629928 -3.00397349 -1.95853357 -1.33839798 -1.5920957  -1.51205948 -2.06942327  0.10833019]
graphs/new/nodes_10/depth_3//6.gml,0.91550713038428,[-1.72458875 -1.83384108 -0.21599282 -3.30592544  1.68012057  1.14905357 -1.52461121  2.18874426  0.05797568  1.2990497  -1.48481975 -0.44109398 -3.59567936  1.80683914  0.49027827  1.36767615 -2.30087502  1.61859084]
graphs/new/nodes_10/depth_3//7.gml,0.947623187603993,[-1.83349927 -0.04566397  0.45048689 -1.85585923  3.11244379  1.22135384 -3.15608754 -0.75869848 -1.95043845 -0.60923864 -1.56075025 -1.42995544 -1.52664463 -1.99520178  2.8066637   0.16969869 -2.77531145 -0.16292192]
graphs/new/nodes_10/depth_3//8.gml,0.6777216333926029,[-1.80424036  2.34578015  0.54411739  0.6159309  -2.89776052  2.74808024  0.36899835 -0.11526219 -1.87337369 -1.18199148  2.82183596  1.87145271 -1.82518437  0.8898234  -2.17221781 -2.61220071 -2.40379021  2.13120092]
graphs/new/nodes_10/depth_3//9.gml,0.9406869626866374,[-1.16827342 -1.56729331 -2.14671118  0.13456658  1.67137877 -3.05817846 -2.79020317  2.44644655  1.55442614  0.53411938  1.6001313  -0.86388017  1.51286816 -4.05703169  0.44080348  2.93941896  0.43472611 -0.13731302]
graphs/new/nodes_10/depth_3//10.gml,0.6770618633699638,[ 1.48980582 -0.14156245 -0.69847009  0.8591141   2.53626984 -2.62828396  1.50947095 -1.01965659  0.60041011  3.07408183 -1.87290572  3.47585927 -1.30025142 -0.22392269  0.88144144  3.41693885  2.27279334  0.52662617]
graphs/new/nodes_10/depth_3//11.gml,0.8939630097295576,[ 1.38616954 -0.12273252  1.9208864  -0.41071524  0.25285875  2.79298255  1.67457513  0.69278284 -3.12454598  0.9049732   2.34950651  2.55686048 -2.91986751 -1.57594949 -0.21756962  0.55264477  2.59555988 -3.37048002]
graphs/new/nodes_10/depth_3//12.gml,0.9341801215619446,[-1.16456386e-01  3.59014885e+00 -2.32247592e-01 -1.20765007e+00 -2.46030533e-01  2.92475515e-01 -4.50289710e-01 -2.50198588e-01 -1.15296421e+00  2.96248625e-03  1.36961326e+00  3.95110367e+00 -3.08780567e+00 -3.78179294e+00 -1.56507918e-01 -1.24355129e+00 -1.01038232e+00  1.52844674e+00]
graphs/new/nodes_10/depth_3//13.gml,0.9190897032240446,[-1.72030249 -0.85680231  2.89833506 -1.44176545 -2.85188796 -0.40501545 -2.83614016 -0.93086743  3.07306238  3.64168184 -2.72963581  0.38831067 -0.20457867 -1.67628404 -2.98625342 -0.53865063  2.70027095 -3.02460817]
graphs/new/nodes_10/depth_3//14.gml,0.9139620518681395,[ 0.1302885  -2.01435339 -2.88972264 -1.90473949 -1.26744933 -1.37205926 -0.72134341  2.37010653  1.57780353 -0.76142849 -0.77038608 -0.60113749  1.60689622  2.53895947  0.50144013  1.52622071 -2.19772768  3.15046938]
graphs/new/nodes_10/depth_3//15.gml,0.9278217895246915,[ 0.13687527 -2.10810597  1.73866574 -3.23146808 -1.46469607 -0.49841669  0.31375333  1.42324793 -2.24206634  0.01141586  0.30175059  0.71762222  0.00862931  2.47540553 -1.60973621  0.21673659  2.72179278  1.69585482]
graphs/new/nodes_10/depth_3//16.gml,0.7354974402246285,[-0.16181264  2.37644162 -2.43961374 -0.47380464 -2.39108946 -0.51964292  2.44545912 -2.55904775 -0.53457671 -1.15267644  0.87966772 -0.23858256 -1.40901713  2.34319865  1.83222399 -3.41130053 -0.31202043 -2.04608592]
graphs/new/nodes_10/depth_3//17.gml,0.9330775813621689,[ 0.13193187  2.63643431  1.9864847   1.51918826  1.41263046  1.22355189 -2.78876457  0.34109352  1.44826448  1.78870151 -2.98291686 -0.19466261  1.43684884  3.99469248  1.75923163  3.02577746 -1.97588824 -2.89123209]
graphs/new/nodes_10/depth_3//18.gml,0.7233990762655881,[ 2.44853669  1.36495405 -3.51399895 -0.16977325  1.7791582  -0.7554808   1.98936555  2.37519062  1.22669415 -2.86293314  1.74823656 -0.22716025 -2.01261266 -0.59826906 -2.23263275  0.78912422  2.81385242  1.03411774]
graphs/new/nodes_10/depth_3//19.gml,0.7696012045222143,[-2.16670235 -0.8415724   0.94919966  3.59397607 -1.31733141  2.16073971 -1.7577963  -0.14841551  2.12775132  0.19795334  0.47449753  3.22228091 -1.7229526   2.57960439  1.02728168  0.71046805  0.96319896 -2.19338423]
graphs/new/nodes_10/depth_3//20.gml,0.9769527244968865,[-3.32817977  1.24271675 -1.30619627 -1.57942183  1.3709148  -0.65269019  2.85476255  3.48558066  2.87881694  1.84003758 -0.29296555 -2.90264887 -0.35738789  1.74425504  0.66411887  1.51360963 -1.09202267  0.11578067]
graphs/new/nodes_10/depth_3//21.gml,0.6713338730805851,[-2.20226353  0.55182714 -2.55379875  1.00509386 -1.81551655 -0.95920381 -1.70765195  0.17277948  0.61962172  2.83499557  2.17158351  2.74290106  2.36332796 -1.30417669  1.87138074 -2.5434995   2.21633881  2.48979033]
