,r_1,r_1_angles,r_1_nfev,r_2,r_2_angles,r_2_nfev,r_3,r_3_angles,r_3_nfev,r_4,r_4_angles,r_4_nfev,r_5,r_5_angles,r_5_nfev,r_6,r_6_angles,r_6_nfev,r_7,r_7_angles,r_7_nfev,r_8,r_8_angles,r_8_nfev,r_9,r_9_angles,r_9_nfev,r_10,r_10_angles,r_10_nfev
graphs/new/nodes_12/depth_6//0.gml,0.6042352386562576,[ 1.90368765 -0.39282029],41.0,0.7331890976638512,[0.38093451 1.17809723],66,0.7331890976638645,[0.38093445 2.74889363],51,0.7331890976638741,[2.76065828 1.96349539],36,0.7331890976638741,[2.76065828 1.96349539],42,0.7331890976638755,[ 0.38093439 -3.53429174],45,0.7331890976638755,[ 0.38093439 -3.53429174],27,0.7331890976638755,[ 0.38093439 -3.53429174],33,0.7331890976638755,[ 0.38093439 -3.53429174],36,0.7331890976638755,[ 0.38093439 -3.53429174],27
graphs/new/nodes_12/depth_6//1.gml,0.7692219300588365,[ 0.34880331 -0.36863156],39.0,0.7692219700123466,[0.34894556 1.20213756],27,0.7692219700123466,[0.34894556 1.20213756],33,0.7692219700123466,[0.34894556 1.20213756],48,0.7692219700123466,[0.34894556 1.20213756],33,0.7692219700123466,[0.34894556 1.20213756],57,0.7692219700123466,[0.34894556 1.20213756],33,0.7692219700123466,[0.34894556 1.20213756],30,0.769221970012349,[-0.34894555  0.36865879],30,0.769221970012349,[-0.34894555  0.36865879],36
graphs/new/nodes_12/depth_6//2.gml,0.7463260630359275,[-0.40465667 -2.74898801],43.0,0.7463260630359275,[-0.40465667 -2.74898801],30,0.7463260863014384,[-2.73687539  2.74889354],36,0.7463260863014384,[-2.73687539  2.74889354],57,0.7463260863014384,[-2.73687539  2.74889354],39,0.7463260863014384,[-2.73687539  2.74889354],36,0.7463260863014384,[-2.73687539  2.74889354],30,0.7463260863014384,[-2.73687539  2.74889354],27,0.7463260863014384,[-2.73687539  2.74889354],39,0.7463260863014384,[-2.73687539  2.74889354],30
graphs/new/nodes_12/depth_6//3.gml,0.8077544065481148,[-0.38456336  0.39267762],41.0,0.8077544065481148,[-0.38456336  0.39267762],30,0.8077544065481148,[-0.38456336  0.39267762],27,0.8077544065481148,[-0.38456336  0.39267762],42,0.8077544473780744,[-2.75688867  1.17809725],48,0.8077544473780744,[-2.75688867  1.17809725],30,0.807754447378094,[ 0.38470389 -0.39269911],30,0.8077544473780954,[-0.38470389  1.96349539],39,0.8077544473780954,[-0.38470389  1.96349539],27,0.8077544473780954,[-0.38470389  1.96349539],30
graphs/new/nodes_12/depth_6//4.gml,0.7490103322387044,[2.73938942 1.96353739],42.0,0.7490103357642736,[ 2.73938658 -1.17809726],27,0.7490103357642756,[-0.40220613 -1.17809725],30,0.7490103357642756,[-0.40220613 -1.17809725],30,0.7490103357642756,[-0.40220613 -1.17809725],30,0.7490103357642759,[-0.40220615  0.39269907],33,0.7490103357642759,[-0.40220615  0.39269907],51,0.7490103357642759,[-0.40220615  0.39269907],39,0.7490103357642777,[0.4022061  1.17809724],30,0.7490103357642777,[0.4022061  1.17809724],42
graphs/new/nodes_12/depth_6//5.gml,0.8016474538309185,[-0.32067126 -1.21624404],39.0,0.8016474794607742,[-3.46218205 -1.21615088],69,0.8016474794607742,[-3.46218205 -1.21615088],60,0.8016474794607742,[-3.46218205 -1.21615088],27,0.8016474794607742,[-3.46218205 -1.21615088],33,0.8016474794607742,[-3.46218205 -1.21615088],69,0.8016474794607742,[-3.46218205 -1.21615088],72,0.8016474794607742,[-3.46218205 -1.21615088],30,0.8016474794607742,[-3.46218205 -1.21615088],30,0.8016474794607742,[-3.46218205 -1.21615088],33
graphs/new/nodes_12/depth_6//6.gml,0.776325812277858,[-0.37220698  1.94928272],39.0,0.7763258497629788,[2.76953854 0.37844974],48,0.7763258497629788,[2.76953854 0.37844974],42,0.7763258497629788,[2.76953854 0.37844974],30,0.7763258497629788,[2.76953854 0.37844974],36,0.7763258497629788,[2.76953854 0.37844974],24,0.7763258497629788,[2.76953854 0.37844974],51,0.7763258497629788,[2.76953854 0.37844974],48,0.7763258497629788,[2.76953854 0.37844974],54,0.7763258497629788,[2.76953854 0.37844974],57
graphs/new/nodes_12/depth_6//7.gml,0.7409011175993595,[-0.39996193 -2.74884609],37.0,0.7409011239697644,[2.74159355 0.39269908],24,0.7409011239697644,[2.74159355 0.39269908],36,0.7409011239697644,[2.74159355 0.39269908],30,0.7409011239697644,[2.74159355 0.39269908],30,0.7409011239697644,[2.74159355 0.39269908],30,0.7409011239697644,[2.74159355 0.39269908],33,0.7409011239697644,[2.74159355 0.39269908],27,0.7409011239697656,[ 2.74159352 -2.74889358],30,0.7409011239697656,[ 2.74159352 -2.74889358],30
graphs/new/nodes_12/depth_6//8.gml,0.7436200831503122,[ 0.39769351 -0.39263092],137.0,0.7436200928523935,[-3.5393063  -1.17809724],63,0.7436200928523935,[-3.5393063  -1.17809724],78,0.7436200928523949,[0.39771368 1.17809725],36,0.7436200928523949,[0.39771368 1.17809725],90,0.7436200928523949,[0.39771368 1.17809725],48,0.7436200928523949,[0.39771368 1.17809725],57,0.7436200928523949,[0.39771368 1.17809725],30,0.7436200928523949,[0.39771368 1.17809725],42,0.7436200928523949,[0.39771368 1.17809725],30
graphs/new/nodes_12/depth_6//9.gml,0.6473927521839602,[1.17808692 2.7489663 ],42.0,0.7383018494145113,[0.3926991  2.74889355],45,0.7383018494145113,[0.3926991  2.74889355],36,0.7383018494145113,[0.3926991  2.74889355],36,0.7383018494145113,[0.3926991  2.74889355],54,0.7383018494145113,[0.3926991  2.74889355],48,0.7383018494145113,[0.3926991  2.74889355],48,0.7383018494145113,[0.3926991  2.74889355],30,0.7383018494145113,[0.3926991  2.74889355],30,0.7383018494145113,[0.3926991  2.74889355],36
