path,r_1,r_1_angles,r_2,r_2_angles,r_2_nfev,r_3,r_3_angles,r_3_nfev,r_4,r_4_angles,r_4_nfev,r_5,r_5_angles,r_5_nfev,r_6,r_6_angles,r_6_nfev,r_7,r_7_angles,r_7_nfev,r_8,r_8_angles,r_8_nfev,r_9,r_9_angles,r_9_nfev,r_10,r_10_angles,r_10_nfev
graphs/new/nodes_9/depth_3//0.gml,0.8325352247548491,[ 2.96257129  3.41291309  1.7403517  -1.59043338  3.50558751 -3.16804755],0.8603290590723242,[-2.9152883   0.52447365 -1.81824657 -3.14578903  1.7723919   0.72661324],476,0.8603290590723242,[-2.9152883   0.52447365 -1.81824657 -3.14578903  1.7723919   0.72661324],231,0.8603290590723242,[-2.9152883   0.52447365 -1.81824657 -3.14578903  1.7723919   0.72661324],147,0.8626870507713159,[ 0.67606541 -0.03764055  2.31597817 -2.96419701 -2.66459174  1.37140473],322,0.8626870507713159,[ 0.67606541 -0.03764055  2.31597817 -2.96419701 -2.66459174  1.37140473],231,0.8626870507713159,[ 0.67606541 -0.03764055  2.31597817 -2.96419701 -2.66459174  1.37140473],441,0.8626870507713159,[ 0.67606541 -0.03764055  2.31597817 -2.96419701 -2.66459174  1.37140473],147,0.8626870507713159,[ 0.67606541 -0.03764055  2.31597817 -2.96419701 -2.66459174  1.37140473],210,0.8626870507713159,[ 0.67606541 -0.03764055  2.31597817 -2.96419701 -2.66459174  1.37140473],301
graphs/new/nodes_9/depth_3//1.gml,0.9034257699290236,[-0.22968221  2.51963378  0.30263934  1.64401694 -0.23182508 -2.18992703],0.9101456385158108,[ 2.92657831  0.9943061  -3.09916128  0.84106978 -2.55445284 -0.1446768 ],301,0.9101456385158108,[ 2.92657831  0.9943061  -3.09916128  0.84106978 -2.55445284 -0.1446768 ],252,0.9101456385158108,[ 2.92657831  0.9943061  -3.09916128  0.84106978 -2.55445284 -0.1446768 ],469,0.9101456385158108,[ 2.92657831  0.9943061  -3.09916128  0.84106978 -2.55445284 -0.1446768 ],140,0.9101456385158108,[ 2.92657831  0.9943061  -3.09916128  0.84106978 -2.55445284 -0.1446768 ],364,0.9101456385158108,[ 2.92657831  0.9943061  -3.09916128  0.84106978 -2.55445284 -0.1446768 ],245,0.9101456385158108,[ 2.92657831  0.9943061  -3.09916128  0.84106978 -2.55445284 -0.1446768 ],364,0.9166011933946776,[ 3.32485106 -0.15653842 -0.55805042  1.05698277  0.05555663 -0.82037013],203,0.9166011933946776,[ 3.32485106 -0.15653842 -0.55805042  1.05698277  0.05555663 -0.82037013],245
graphs/new/nodes_9/depth_3//2.gml,0.8589055401084401,[-1.20958039  1.71781034  2.92030348 -1.94705827  1.70649475  1.29203087],0.8589055401084401,[-1.20958039  1.71781034  2.92030348 -1.94705827  1.70649475  1.29203087],392,0.8695964402776267,[ 1.11990516  1.42973948  1.81685268 -2.81910718 -1.7210156   3.36583345],203,0.8885625229139666,[ 3.38735956 -0.15477246  2.60127209  1.85646783 -1.97600606  0.11875299],399,0.8885625229139666,[ 3.38735956 -0.15477246  2.60127209  1.85646783 -1.97600606  0.11875299],343,0.8885625229139666,[ 3.38735956 -0.15477246  2.60127209  1.85646783 -1.97600606  0.11875299],175,0.8885625229139666,[ 3.38735956 -0.15477246  2.60127209  1.85646783 -1.97600606  0.11875299],252,0.8885625229139666,[ 3.38735956 -0.15477246  2.60127209  1.85646783 -1.97600606  0.11875299],329,0.8912474201395731,[ 0.34143603 -1.23532788 -1.82065861 -1.62378468  1.70955056  2.47424588],434,0.8912474201395731,[ 0.34143603 -1.23532788 -1.82065861 -1.62378468  1.70955056  2.47424588],273
graphs/new/nodes_9/depth_3//3.gml,0.7890323870355958,[ 2.00320512  1.5922199  -1.8052129   1.26852666  1.27132534 -1.50299738],0.7890323870355958,[ 2.00320512  1.5922199  -1.8052129   1.26852666  1.27132534 -1.50299738],238,0.7890323870367646,[ 1.13837063 -0.02142285 -1.33636286 -1.26852686 -1.27132754  3.07379291],357,0.8415721865350686,[ 2.91356552 -1.4581353   0.45582969  1.35868049 -3.56430392 -1.43150511],595,0.8415721865350686,[ 2.91356552 -1.4581353   0.45582969  1.35868049 -3.56430392 -1.43150511],224,0.8415721865350686,[ 2.91356552 -1.4581353   0.45582969  1.35868049 -3.56430392 -1.43150511],280,0.8415721865350686,[ 2.91356552 -1.4581353   0.45582969  1.35868049 -3.56430392 -1.43150511],217,0.8415721865350686,[ 2.91356552 -1.4581353   0.45582969  1.35868049 -3.56430392 -1.43150511],364,0.8415721865350686,[ 2.91356552 -1.4581353   0.45582969  1.35868049 -3.56430392 -1.43150511],364,0.8650368219617841,[ 0.17832754  1.1101635  -1.99964425 -1.56938996 -0.83411327  1.25118126],427
graphs/new/nodes_9/depth_3//4.gml,0.8800610954423899,[-0.18592301  0.23082633 -1.08973272  1.7744833  -1.14946353 -1.76510399],0.8802097664727143,[-1.39903184  0.21159924  1.05220889  1.77578849 -2.17356865  2.96029874],224,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],329,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],280,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],560,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],196,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],259,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],273,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],224,0.8896298611401017,[ 3.40321751 -1.12776206 -0.06276476  2.29880139 -2.56876243  1.3672424 ],245
graphs/new/nodes_9/depth_3//5.gml,0.8470315741361313,[ 1.52279702  2.9960449   1.42077329 -2.68469905  2.78748951 -2.85457232],0.8470315741361313,[ 1.52279702  2.9960449   1.42077329 -2.68469905  2.78748951 -2.85457232],308,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],280,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],168,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],168,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],343,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],364,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],301,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],427,0.8512685585740789,[-0.23603057  1.06609227  0.07952     0.82763928  0.49772657 -1.76936003],252
graphs/new/nodes_9/depth_3//6.gml,0.8085993754480826,[ 1.35987382  3.63169714  0.49575625 -1.57687693 -0.90220334 -4.47478483],0.8907011205957033,[ 0.27323072 -1.68456861 -0.54684411  1.79299535 -2.61275149  1.43316853],343,0.8907011205957033,[ 0.27323072 -1.68456861 -0.54684411  1.79299535 -2.61275149  1.43316853],217,0.8907011205957033,[ 0.27323072 -1.68456861 -0.54684411  1.79299535 -2.61275149  1.43316853],259,0.92614504474016,[-2.87587041  3.5243843  -0.08090013  2.26554747  0.42231813 -1.80844106],224,0.92614504474016,[-2.87587041  3.5243843  -0.08090013  2.26554747  0.42231813 -1.80844106],210,0.92614504474016,[-2.87587041  3.5243843  -0.08090013  2.26554747  0.42231813 -1.80844106],203,0.92614504474016,[-2.87587041  3.5243843  -0.08090013  2.26554747  0.42231813 -1.80844106],161,0.92614504474016,[-2.87587041  3.5243843  -0.08090013  2.26554747  0.42231813 -1.80844106],336,0.92614504474016,[-2.87587041  3.5243843  -0.08090013  2.26554747  0.42231813 -1.80844106],364
graphs/new/nodes_9/depth_3//7.gml,0.841820517848499,[-1.6708614  -3.07682407 -1.7565103   2.69082452 -3.06904552 -2.35142984],0.841820517848499,[-1.6708614  -3.07682407 -1.7565103   2.69082452 -3.06904552 -2.35142984],175,0.841820517848499,[-1.6708614  -3.07682407 -1.7565103   2.69082452 -3.06904552 -2.35142984],287,0.841820517848499,[-1.6708614  -3.07682407 -1.7565103   2.69082452 -3.06904552 -2.35142984],434,0.841820517848499,[-1.6708614  -3.07682407 -1.7565103   2.69082452 -3.06904552 -2.35142984],371,0.841820517848499,[-1.6708614  -3.07682407 -1.7565103   2.69082452 -3.06904552 -2.35142984],217,0.8429064057540478,[ 0.19594684 -1.76658457 -1.98002284 -1.49667542 -1.70653953 -2.92540604],378,0.8429064057540478,[ 0.19594684 -1.76658457 -1.98002284 -1.49667542 -1.70653953 -2.92540604],231,0.8429064057540478,[ 0.19594684 -1.76658457 -1.98002284 -1.49667542 -1.70653953 -2.92540604],259,0.8429064057540478,[ 0.19594684 -1.76658457 -1.98002284 -1.49667542 -1.70653953 -2.92540604],322
graphs/new/nodes_9/depth_3//8.gml,0.8040361900867312,[ 1.19197486 -1.45841201  1.73519871  1.95413358 -1.32372779 -1.48131808],0.8132301444071561,[ 1.37212023  3.7345809   0.06012794 -0.81232071 -4.24739663  1.29080934],644,0.8132301444071561,[ 1.37212023  3.7345809   0.06012794 -0.81232071 -4.24739663  1.29080934],238,0.8844054612476766,[ 3.3552173   1.43855608  2.69578208  0.36894123  2.81944091 -1.3164901 ],357,0.8844054612476766,[ 3.3552173   1.43855608  2.69578208  0.36894123  2.81944091 -1.3164901 ],350,0.8844054612476766,[ 3.3552173   1.43855608  2.69578208  0.36894123  2.81944091 -1.3164901 ],518,0.8844054612476766,[ 3.3552173   1.43855608  2.69578208  0.36894123  2.81944091 -1.3164901 ],301,0.8844054612476766,[ 3.3552173   1.43855608  2.69578208  0.36894123  2.81944091 -1.3164901 ],273,0.8844054612476766,[ 3.3552173   1.43855608  2.69578208  0.36894123  2.81944091 -1.3164901 ],476,0.8844054612476766,[ 3.3552173   1.43855608  2.69578208  0.36894123  2.81944091 -1.3164901 ],371
graphs/new/nodes_9/depth_3//9.gml,0.8230287543588706,[-0.24624474  1.7703322  -1.8678899  -1.59564078  2.45198699 -3.38314054],0.8230287543588706,[-0.24624474  1.7703322  -1.8678899  -1.59564078  2.45198699 -3.38314054],245,0.8389229315202958,[-3.33464836  0.44869875 -1.97490068  3.16773821 -4.69737569  1.82189044],490,0.8389229315202958,[-3.33464836  0.44869875 -1.97490068  3.16773821 -4.69737569  1.82189044],315,0.8389229315202958,[-3.33464836  0.44869875 -1.97490068  3.16773821 -4.69737569  1.82189044],175,0.8389229315202958,[-3.33464836  0.44869875 -1.97490068  3.16773821 -4.69737569  1.82189044],441,0.8389229315202958,[-3.33464836  0.44869875 -1.97490068  3.16773821 -4.69737569  1.82189044],350,0.8389229315202958,[-3.33464836  0.44869875 -1.97490068  3.16773821 -4.69737569  1.82189044],294,0.8420788413661321,[ 1.61948553 -2.30745457  1.7551581  -0.45237792  0.38774513  1.31593703],266,0.8420788413661321,[ 1.61948553 -2.30745457  1.7551581  -0.45237792  0.38774513  1.31593703],343
