path,r_1,r_1_angles
graphs/new/nodes_12/depth_5//0.gml,0.926232256125755,[-0.32368515  0.18052945  0.62714362  2.41241404  1.12205955 -3.20786211 -1.87738677 -3.16001535  0.91433985 -0.50164144 -1.94140428 -0.09481954  3.45899676  1.66535183  1.51624954  3.64056937 -0.26201283  1.9201625  -2.48013321 -1.74258961]
graphs/new/nodes_12/depth_5//1.gml,0.9612968350255359,[ 1.49814409 -1.74646616 -1.83137677 -1.49476353  0.60325053 -1.10527631  2.9627714  -2.7368022  -2.63210766  0.41510301 -0.13253859  0.90466335  2.73475604  1.9369791   2.68497516  1.8462779   2.64790334  1.79219766 -0.47323899  0.11658876]
graphs/new/nodes_12/depth_5//2.gml,0.9163682626114181,[-1.53035199  2.72100607 -2.82362357  2.01473517 -1.50512396 -3.27518157  1.49571952 -0.40698183  2.6417681  -1.68804107 -1.76132346  1.06796443  3.28016917  2.36813531  1.25451844  2.6015062   3.19865056 -2.72897854  2.48660029 -1.77887409]
graphs/new/nodes_12/depth_5//3.gml,0.8651289490468326,[-2.80299226  1.37001342  2.26554731 -0.6314985  -0.21665168  2.50865238 -1.49211862  0.20324113  1.52058792  0.77472161 -1.6276713   2.98530809  0.41545466  2.37953992 -2.99930724  3.02996595 -0.93381716  0.81129576 -1.54458854 -0.83009261]
graphs/new/nodes_12/depth_5//4.gml,0.9272167341378518,[-1.38388014 -0.22913877 -0.50907389  1.30951569 -1.57565473 -1.79657831 -3.05810499 -1.98134978 -3.07861974 -1.87966875 -0.64466961  1.80381768  0.83799418 -0.1459309   1.64681151 -1.41919079  2.13672425  0.75047329 -0.01949069 -0.87219034]
graphs/new/nodes_12/depth_5//5.gml,0.9710674746860442,[ 2.04663512  1.69928911  1.24288506 -0.51804841  1.35532946  1.65540524  2.17615271 -2.56174353 -3.24305988 -0.78940097 -0.95817913  0.27295933 -1.15211592  0.05061823 -0.55359994 -2.01674316 -0.18484526  0.24282918  1.72218102  0.05731682]
graphs/new/nodes_12/depth_5//6.gml,0.9360708827361149,[-2.41352288  1.62986642  1.82394874 -1.46715583  0.84375928  2.62087845 -2.72883389 -0.68480253  2.70631493 -0.13065261  0.2195492   0.29501135 -0.9027778   3.30934868 -0.11193557 -1.63204238 -1.16336026 -0.17251136  2.25078918  0.18430297]
graphs/new/nodes_12/depth_5//7.gml,0.9653529541705842,[-3.53818892 -3.06438356  0.62446306 -2.11246306 -1.31643028  3.36265391 -4.56787924 -0.99528796  1.52585446  1.22817541  1.53122184  0.77458754 -1.47967627 -2.96896207  0.99865908 -2.84824783 -3.67199594  1.74848527 -0.47671158  1.68476677]
graphs/new/nodes_12/depth_5//8.gml,0.9259993854233072,[-2.72474459  0.64907331 -3.07357608 -3.55209575  2.87811205  0.73713079  2.03583975  1.51718195  1.64676471  0.72535282  0.12021157  1.28263113 -1.64407815  0.12161292 -1.88051252 -0.20335783  0.21205853  2.57616383 -0.83621617 -3.0299018 ]
graphs/new/nodes_12/depth_5//9.gml,0.9582278395916866,[ 0.3254645   2.08162615 -0.13658887  1.95868753 -2.43672148  1.42538579 -0.73964043  1.94297345 -2.34266086  2.82893026 -2.29044762 -0.05332444  2.20895389  1.85128458  1.54646577 -0.6148719   3.22468889  0.77846765  0.99554026 -1.72477983]
graphs/new/nodes_12/depth_5//10.gml,0.9192278597748823,[-1.561155    3.73751923  1.69151012  1.04831749  0.59404576 -0.13110373  2.15208272 -1.8683531   0.25709294 -1.90688438  0.84853971 -1.61831389  2.51510998  0.27976854 -0.8177471   0.04355426 -2.55853592  2.19129772  0.61950133  2.98430247]
graphs/new/nodes_12/depth_5//11.gml,0.9525973830553299,[-1.55891675 -2.11201055  1.80890899  2.07920567 -0.05625501  2.41648863  1.14432351 -1.62926342  1.46735766  0.97296967  3.24340187  1.03706865  1.61330769  0.03507897  1.10351965 -2.8317812  -0.46230799 -1.40983878  0.71635044 -1.69573993]
graphs/new/nodes_12/depth_5//12.gml,0.9353265761437584,[ 2.83178849  0.11696452  0.53250868 -2.12724016  0.39859545 -3.77800868 -2.59275254  1.43187335  2.53057375 -1.13504623  1.76879389  3.19245886 -0.32698722 -1.63702306  1.0845085  -1.39712056  1.38537583 -1.64595524  2.53659906 -0.14689543]
graphs/new/nodes_12/depth_5//13.gml,0.9612303566751965,[-0.20350296  0.53684582 -2.03100695  1.07843878  0.86914763 -1.66130427  2.20840429  2.03563777 -1.43496359  1.89763771  1.33981848 -1.75958011 -1.90287723  1.73744606  0.94290726 -0.9498007   3.10161569 -2.37433761  0.59127425  2.99070036]
graphs/new/nodes_12/depth_5//14.gml,0.8544092100927044,[ 1.43751125  2.05577266  2.69185439  1.23681055  3.1666201  -2.74703538 -2.47250874 -0.63190979 -2.15565539 -2.92174213 -3.05083836 -0.81720637  3.10067773  2.02885516 -1.22241409  2.07107288 -0.58058865 -0.51149013 -1.58588403  0.46976788]
graphs/new/nodes_12/depth_5//15.gml,0.8534539376552192,[-0.23648827  3.30032014  2.11156931  2.34901678  2.67502282 -1.42831088 -0.02161927  3.00905288  2.059337   -1.11181684 -3.01609994  1.60923838 -2.69062075 -1.63415667 -1.4121426  -2.43405702  1.56882011 -0.6527132  -1.96953192 -1.71849172]
graphs/new/nodes_12/depth_5//16.gml,0.8909912713070034,[-1.47229152 -0.278672   -3.03973123  2.86164817  0.16131446 -0.21809926  2.37361706  1.75709693 -0.60527999 -0.73878355 -1.49827861  3.52702423  0.09514816 -3.0174394   2.90518363  1.79624826 -2.68325705  2.79912892  1.98007295 -3.34161695]
