path,p_1,p_1_angles,p_3,p_3_angles,start,p_2,p_2_angles
graphs/nodes_8/1025.gml,0.7469170170198765,[ 0.30581622 -0.37546006],0.844304775959005,[-0.24740478 -1.06226638 -0.42274435  0.30780705 -1.7111882  -0.02987699],[0.65],0.8434026903356819,[ 0.24371649 -0.50797319  0.41765716 -0.30722065]
graphs/nodes_8/1026.gml,0.757364189312533,[ 0.41563807 -0.39269915],0.8462078314509375,[-0.34083567 -1.05266454 -1.4102681   0.06365843 -2.34175563  0.28369836],[0.65],0.8193671328389642,[-0.57893855 -0.33066424  0.26813614 -0.86965609]
graphs/nodes_8/1027.gml,0.7879885293644092,[ 0.28991116 -0.35077253],0.8584604916592171,[ 0.22178624  1.08219484  0.4100244  -0.24282515  1.0454706   0.08947284],[0.65],0.8517977446709478,[ 0.21425581 -0.46498887  0.428714   -0.25332825]
graphs/nodes_8/1028.gml,0.8448330818157787,[ 0.31685665 -0.35099424],0.5625,[-0.78539816 -1.57079633 -1.57079633 -0.78539816 -2.35619449  0.        ],[0.65],0.8781585818681243,[-0.3065105  -1.37756375  0.68512757 -0.21696001]
graphs/nodes_8/1029.gml,0.7428076913792557,[ 0.38682297 -0.39269909],0.499999999999999,[-8.15829507e-09 -1.63165901e-08 -1.63165901e-08 -8.15829507e-09 -2.44748852e-08  0.00000000e+00],[0.65],0.8503437303791781,[-0.59728871 -0.34277986  0.29460811 -0.85503893]
graphs/nodes_8/103.gml,0.7354407187180527,[ 0.30299761 -0.36063699],0.8019518955868647,[-0.30346466  1.77972859  1.37535999  1.51887077  2.43420081 -0.2914559 ],[0.65],0.8356655431418629,[ 0.24456368 -0.50508592  0.42282909 -0.31957857]
graphs/nodes_8/1030.gml,0.7486274827371961,[ 0.40953819 -0.3926994 ],0.8484647789678469,[-1.52676936 -3.57970032 -1.9403142  -1.07381491 -3.72013011  0.27238616],[0.65],0.7980615599467461,[-0.50871278 -0.34188427  0.21169722 -0.83879931]
graphs/nodes_8/1031.gml,0.7486274827371767,[ 0.4095382  -0.39269942],0.8780768706483008,[ 0.48596593 -0.15382156 -0.86831251  0.41201533 -0.59508765  0.25364084],[0.65],0.7980615599467452,[-0.50871278 -0.34188428  0.21169721 -0.83879931]
graphs/nodes_8/1032.gml,0.7867021465819347,[ 0.28927252 -0.35192498],0.8756461253139814,[ 0.26738021  1.99853762 -0.11543202  0.79283853  1.06220099 -1.37369057],[0.65],0.870559143449032,[ 0.22249309 -0.48121447  0.41360709 -0.28935282]
graphs/nodes_8/1033.gml,0.8252808181475824,[ 0.23968239 -0.32331732],0.7472290182282194,[-1.1699561  -1.2702622  -0.90362109 -0.37211099 -2.1943671   0.34483203],[0.65],0.8967372225843205,[ 0.1931955  -0.45283081  0.36465101 -0.27723353]
graphs/nodes_8/1034.gml,0.7486463127279057,[ 0.30931909 -0.37756106],0.8527972144723028,[ 1.56372945  2.89010863  1.82163253  1.05065101  3.56036005 -0.31989554],[0.65],0.8527535350490896,[ 0.24543484 -0.51981676  0.41861318 -0.31993122]
graphs/nodes_8/1035.gml,0.7103233707291491,[ 0.28080894 -0.35474185],0.5454545454545427,[-9.37415135e-09 -1.87483027e-08 -1.87483027e-08 -9.37415135e-09 -2.81224541e-08  0.00000000e+00],[0.65],0.823912298202197,[ 0.23281851 -0.52398258  0.38381574 -0.35164043]
graphs/nodes_8/1036.gml,0.8712595942924684,[-0.28086272  0.34652588],0.8440678699454048,[1.28930203 1.76085366 0.64630478 0.49149701 2.98490983 0.77182092],[0.65],0.9467110201696484,[ 0.22563743 -0.46755     0.43225204 -0.26262369]
graphs/nodes_8/1037.gml,0.7216790612418644,[ 0.35621932 -0.39269908],0.8040945051553605,[ 0.3974873   1.38769669  1.13167928 -0.15723608  1.23650005  0.35072331],[0.65],0.8523556303874523,[-0.28505053 -0.98782064 -0.4766188  -1.20504855]
graphs/nodes_8/1038.gml,0.8114387591584838,[-0.25873264 -1.2570574 ],0.8587830240855305,[-0.31277769 -2.04133999 -1.36487114 -0.05511407 -1.69138317  0.82860188],[0.65],0.8715547449817802,[ 0.19071948 -0.42424433  0.43999652 -0.24159955]
graphs/nodes_8/1039.gml,0.7995204367813494,[ 0.29141717 -0.34470649],0.8632541385044566,[-0.22849057 -1.12969996 -1.40010259 -0.10126729 -2.18328985  0.24359087],[0.65],0.8609296019912234,[ 0.23405111 -0.43782143  0.45904358 -0.23290535]
graphs/nodes_8/104.gml,0.7741148338303016,[ 0.24650127 -0.32075075],0.8516697698379732,[ 0.19654286  1.10486788  0.37530335 -0.25313707  0.99983275  0.10339742],[0.65],0.8439781257244685,[ 0.1968613  -0.44411303  0.38966949 -0.27389547]
graphs/nodes_8/1040.gml,0.8555360983851609,[ 0.32284121 -0.37326797],0.9114450351715684,[-0.30086635 -1.36096401 -0.87198277 -0.03640418 -1.60717033 -0.26381668],[0.65],0.9102170612651508,[-0.30631404 -1.35018228  0.66557007 -0.25059292]
graphs/nodes_8/1041.gml,0.7799243345363084,[ 0.33785471 -0.36894655],0.8672615554504675,[-0.27523701 -1.09818891 -1.16257939 -1.48704396 -2.45458649  0.26762877],[0.65],0.8386605694963034,[-0.4667917  -0.33700556  0.1897622  -0.85831314]
graphs/nodes_8/1042.gml,0.7132953487699837,[ 0.28507629 -0.35242616],0.7970004262538791,[ 0.3848512   1.93011134  1.20643292  0.07935706  1.77902286 -0.72658013],[0.65],0.812665810435623,[ 0.23064074 -0.52685717  0.40280508 -0.34035127]
graphs/nodes_8/1043.gml,0.7273344816518207,[ 0.29841801 -0.34198074],0.7681801539009061,[ 1.40190994  1.93260386 -0.38809078 -1.80470113  1.60658864 -1.20471408],[0.65],0.7273344816518207,[ 0.29841801 -0.34198074]
graphs/nodes_8/1044.gml,0.7357621707305451,[ 0.38021967 -0.3926991 ],0.8396332504808923,[-1.31136122 -1.60454433 -1.52222372 -0.55947139 -2.60093073 -0.32521845],[0.65],0.8227767655667966,[-0.53937648 -0.34576157  0.26089241 -0.83942517]
graphs/nodes_8/1045.gml,0.8487867063671178,[ 0.28001772 -0.35676675],0.6499999999999957,[-1.33260651e-08 -2.66521301e-08 -2.66521301e-08 -1.33260651e-08 -3.99781952e-08  0.00000000e+00],[0.65],0.9397605185011682,[ 0.21080196 -0.48797113  0.38509827 -0.29371212]
graphs/nodes_8/1046.gml,0.7594040221321413,[ 0.31514982 -0.3714695 ],0.8557709135482687,[1.52363563 1.16132448 1.30918961 0.46628766 2.68540096 0.28714509],[0.65],0.8529161422279604,[ 0.2749012  -0.48109894  0.46856171 -0.28643248]
graphs/nodes_8/1047.gml,0.7698536837095236,[ 0.27643598 -0.35455164],0.5909090909090691,[0.78539824 1.57079649 1.57079649 0.78539824 2.35619473 0.        ],[0.65],0.8603860646448279,[ 0.22876444 -0.48371586  0.39087434 -0.30168681]
graphs/nodes_8/1048.gml,0.7819065360047706,[ 0.33092156 -0.3621778 ],0.8383495243471841,[-0.36411602 -1.36704101 -1.57435654 -0.07932543 -0.80845094 -0.26863379],[0.65],0.8593438084047937,[-0.52590504 -0.33391097  0.24713394 -0.86769398]
graphs/nodes_8/1049.gml,0.8164567491007243,[ 0.30467783 -0.36197068],0.8879293839642132,[-1.34012515 -3.00250095 -2.18324343  0.2439184  -2.33543367 -0.21092348],[0.65],0.8930528754815228,[ 0.23237455 -0.45439294  0.43993873 -0.25623427]
graphs/nodes_8/105.gml,0.7729410156787327,[ 0.33248412 -0.36754921],0.5624999999999992,[-5.93968943e-09 -1.18793789e-08 -1.18793789e-08 -5.93968943e-09 -1.78190683e-08  0.00000000e+00],[0.65],0.8300014761646811,[-0.48922561 -0.31467777  0.2104486  -0.88637471]
graphs/nodes_8/1050.gml,0.7857875313960386,[ 0.34632996 -0.36916934],0.8717850668297578,[-0.21606324 -2.64242781 -0.60077887  1.125869   -3.00980541  0.7065961 ],[0.65],0.8406159828016306,[-0.52836101 -0.31846872  0.22018437 -0.90332779]
graphs/nodes_8/1051.gml,0.8301888595256676,[ 0.27281797 -0.33318736],0.8941824825483533,[ 0.20861418  1.14257267  1.59717016  0.00544678  1.97199812 -0.24084319],[0.65],0.8941718119044367,[ 0.20877183 -0.42816552  0.42789901 -0.24042956]
graphs/nodes_8/1052.gml,0.8026713073466964,[ 0.36495519 -0.36631681],0.5714285714285705,[-5.66248466e-09 -1.13249693e-08 -1.13249693e-08 -5.66248466e-09 -1.69874540e-08  0.00000000e+00],[0.65],0.8564223157997372,[-0.51194476 -0.34359589  0.20888015 -0.86986388]
graphs/nodes_8/1053.gml,0.8252816230436788,[ 0.30833598 -0.33847629],0.881720714847718,[ 0.4157668   1.9645039   1.23014075  0.00879608  1.76595361 -0.74734872],[0.65],0.8941000783907856,[-0.31162474 -1.31914584  0.80951167 -0.22890372]
graphs/nodes_8/1054.gml,0.7469170170198783,[ 0.30581621 -0.37546007],0.8495903200949677,[-0.25000655 -1.05353321 -1.77517908  0.04009292 -1.7896328   0.31440407],[0.65],0.8485885505725378,[ 0.25014431 -0.51682251  0.42000064 -0.31661706]
graphs/nodes_8/1055.gml,0.8375983209105827,[ 0.27280713 -0.34302284],0.8664219211006051,[-0.19576637  1.22940473  1.70444646 -0.78361057  1.27862181  0.35797892],[0.65],0.914698661838326,[ 0.21465369 -0.47313124  0.40750251 -0.27637495]
graphs/nodes_8/1056.gml,0.7358235479069604,[ 0.40734726 -0.39269881],0.8730907798625575,[ 0.32382315  1.1953104   2.25365636  0.17841366  1.5182763  -0.2177189 ],[0.65],0.8408783780287126,[ 0.34559534 -0.43234128  0.53461881 -0.26325424]
graphs/nodes_8/1057.gml,0.7127524867840814,[ 0.34815666 -0.39269903],0.4999999999999992,[-7.08441143e-09 -1.41688229e-08 -1.41688229e-08 -7.08441143e-09 -2.12532343e-08  0.00000000e+00],[0.65],0.7883591465448743,[-0.46369122 -0.3433881   0.21166737 -0.82429721]
graphs/nodes_8/1058.gml,0.8178173320315063,[ 0.25788165 -0.31817462],0.7174443269327354,[-1.34916731 -2.32052454 -2.74473309 -0.66024957 -4.10523152  0.25827593],[0.65],0.8659257963866747,[ 0.20851742 -0.4078802   0.46071327 -0.20829374]
graphs/nodes_8/1059.gml,0.7486274827371847,[ 0.40953819 -0.39269941],0.8484647789681083,[-1.52676971 -3.57970523 -1.94031376 -1.07381511 -3.72013001  0.2723861 ],[0.65],0.7980615599467462,[-0.50871278 -0.34188429  0.21169721 -0.83879929]
graphs/nodes_8/106.gml,0.8080284172860202,[ 0.35540151 -0.39269906],0.8005700777460704,[ 0.00470086 -0.00761695  0.14087398 -0.13694236  0.15278338 -0.38334879],[0.65],0.9010146410926164,[-0.27158622 -1.04671438 -0.47781283 -1.27718779]
graphs/nodes_8/1060.gml,0.8358891214423296,[ 0.26716639 -0.33907902],0.8871936223551138,[-0.27150827 -1.3535679  -1.17604957  0.07200653 -1.29293544 -0.22837362],[0.65],0.904712144695336,[ 0.21950066 -0.45898328  0.42205966 -0.25892367]
graphs/nodes_8/1061.gml,0.7727599609951115,[ 0.27633742 -0.3369131 ],0.6000000000000001,[-3.54914141e-10 -7.09828282e-10 -7.09828282e-10 -3.54914141e-10 -1.06474242e-09  0.00000000e+00],[0.65],0.8425334867807823,[ 0.22803862 -0.45757541  0.43802024 -0.26783626]
graphs/nodes_8/1062.gml,0.7594040221321567,[ 0.31514984 -0.37146949],0.5555555555556981,[ 4.74374359e-08 -6.48948782e-08 -6.07982180e-08  4.43649407e-08 -1.34212260e-07  1.94591362e-07],[0.65],0.8529161422279682,[ 0.27490118 -0.48109891  0.46856173 -0.28643249]
graphs/nodes_8/1063.gml,0.7990242335813815,[ 0.29272592 -0.34809684],0.8594401957934813,[-0.38542045 -1.92610244 -1.24175574 -0.06613808 -1.76632404  0.70563141],[0.65],0.8848024091699354,[ 0.23362564 -0.44266066  0.43774523 -0.27144812]
graphs/nodes_8/1064.gml,0.81535809482354,[ 0.30150322 -0.33993087],0.8879544060396876,[ 0.25537025  1.23357351  2.30655947  0.13762604  1.40891562 -0.17511498],[0.65],0.8720818874070863,[ 0.22960599 -0.41188562  0.47508138 -0.21327423]
graphs/nodes_8/1065.gml,0.7560531669071019,[ 0.3112476  -0.37106426],0.5555555555555544,[5.42146022e-09 1.08429204e-08 1.08429204e-08 5.42146022e-09 1.62643807e-08 0.00000000e+00],[0.65],0.8170865374568729,[ 0.30948228 -1.80084555 -0.66382473  0.27168259]
graphs/nodes_8/1066.gml,0.7871650438766101,[ 0.29062948 -0.35170898],0.8376434270158993,[-0.28732684 -1.36389402 -1.33227688  0.03428807 -1.15645343 -0.25260572],[0.65],0.8539360247622316,[ 0.21979605 -0.46008718  0.42941999 -0.25572361]
graphs/nodes_8/1067.gml,0.790080601602861,[ 0.3496528  -0.36994805],0.8586496662326003,[-0.43752836 -1.33104578 -1.20905945 -0.11467219 -1.01290505 -0.28413874],[0.65],0.8549669437224909,[-0.50334217 -0.35850416  0.22194138 -0.85854607]
graphs/nodes_8/1068.gml,0.7273726486675055,[ 0.36267113 -0.39269911],0.4999999999999878,[2.48969155e-08 4.97938310e-08 4.97938310e-08 2.48969155e-08 7.46907464e-08 0.00000000e+00],[0.65],0.8220365707814853,[ 0.289144   -0.58233455  0.52257071 -0.33032333]
graphs/nodes_8/1069.gml,0.8713384695700878,[ 0.24899642 -0.3188259 ],0.8932316161685472,[-0.74673849 -1.58280048 -0.56394849 -0.23100842 -2.13075371  0.26690533],[0.65],0.8930871048021249,[ 1.31037962 -1.33171126 -1.01134404 -0.26311843]
graphs/nodes_8/107.gml,0.7738607097750084,[ 0.34040292 -0.37457639],0.8612642154317521,[0.29198948 1.26618478 2.03126158 0.12386942 0.44546472 0.2029412 ],[0.65],0.8692184679606761,[ 0.26955567 -0.43968546  0.46934494 -0.26978391]
graphs/nodes_8/1070.gml,0.7474876118967724,[ 0.32101821 -0.35706687],0.8077440864709085,[-0.32630556 -1.36001084 -1.16179057  0.03886827 -1.2570118  -0.27107568],[0.65],0.8072651989007399,[-0.32393752 -1.35601052  0.71691209 -0.26377995]
graphs/nodes_8/1071.gml,0.8190678038929275,[ 0.30254901 -0.34274155],0.8948784277783379,[1.16551164 1.5672378  1.7421671  0.41306398 2.66060305 0.23686871],[0.65],0.8799505283009097,[-0.27196057 -1.33760381  0.68986498 -0.22993011]
graphs/nodes_8/1072.gml,0.7972742977994413,[ 0.34231454 -0.3578776 ],0.8934968573998948,[ 1.72510667  0.32691378  1.90137957 -0.27173808  2.16398266  0.23495756],[0.65],0.7972742977994413,[ 0.34231454 -0.3578776 ]
graphs/nodes_8/1073.gml,0.7972742977994391,[ 0.34231453 -0.35787762],0.57142857142851,[-5.21273089e-08 -1.04254618e-07 -1.04254618e-07 -5.21273089e-08 -1.56381927e-07  0.00000000e+00],[0.65],0.7972742977994391,[ 0.34231453 -0.35787762]
graphs/nodes_8/1074.gml,0.7839108942444228,[ 0.28677877 -0.35420585],0.8786190976281624,[1.55902933 2.39652115 1.34791362 0.46956366 2.73821788 0.29885148],[0.65],0.8784461973052172,[ 0.22759311 -0.46925981  0.40405959 -0.29807395]
graphs/nodes_8/1075.gml,0.8871150649145382,[ 0.28108551 -0.32639453],0.6874999999999999,[-3.97357146e-09 -7.94714293e-09 -7.94714293e-09 -3.97357146e-09 -1.19207144e-08  0.00000000e+00],[0.65],0.9420111600157364,[ 0.22655941 -0.41185822  0.49481753 -0.20270447]
graphs/nodes_8/1076.gml,0.7689067436907079,[ 0.32463548 -0.36869907],0.8227199888277146,[0.38050002 1.38349419 0.63906466 0.0401921  1.73662165 0.29198003],[0.65],0.851853869784121,[ 0.27197391 -2.10697231  0.49580203 -0.29823439]
graphs/nodes_8/1077.gml,0.7799243345363167,[ 0.33785472 -0.36894655],0.8648026485685404,[-1.20903975 -1.68052063 -2.2016431  -1.12009125 -3.61099899  0.25829088],[0.65],0.838660569496305,[-0.46679167 -0.33700558  0.18976218 -0.8583131 ]
graphs/nodes_8/1078.gml,0.7440621151541489,[ 0.30242622 -0.37514664],0.8549241031825192,[ 0.24792597  1.03562113  0.39711021 -0.35539077  1.45677968  0.03292082],[0.65],0.8541087936888971,[ 0.25011022 -0.53731127  0.4044459  -0.338467  ]
graphs/nodes_8/1079.gml,0.7880730753226132,[ 0.29099241 -0.33470468],0.8558525819515252,[-0.21469758 -1.11446048 -2.08215244 -1.53509929 -1.51222578  0.26536693],[0.65],0.8552967289292368,[ 0.22419489 -0.44507695  0.45277597 -0.2551932 ]
graphs/nodes_8/108.gml,0.773944520417382,[ 0.27964784 -0.33823006],0.8683003678476439,[0.26704155 1.4150548  2.56615904 0.33586352 2.69585274 0.21532272],[0.65],0.8432857747222062,[ 0.23476603 -0.42228513  0.46206174 -0.24519505]
graphs/nodes_8/1080.gml,0.7216790612418641,[ 0.35621933 -0.39269907],0.8216175067335235,[-0.50913865  1.21850189  1.74123389  0.04311906  1.64937312 -0.81859088],[0.65],0.8281435944352816,[-0.27411627 -0.99898609 -0.48732695 -1.2313267 ]
graphs/nodes_8/1081.gml,0.7462267445213477,[ 0.32258966 -0.35898884],0.8351884825914333,[-1.13100055 -1.70918358 -2.26058678 -1.15614106 -3.60788502  0.25083033],[0.65],0.809613249383139,[ 0.22638579 -0.45564189  0.44807498 -0.25257543]
graphs/nodes_8/1082.gml,0.7573641893125325,[ 0.41563808 -0.39269915],0.5000000000000003,[-2.47682377e-09 -4.95364754e-09 -4.95364754e-09 -2.47682377e-09 -7.43047131e-09  0.00000000e+00],[0.65],0.8210700753312182,[-0.57638633 -0.33796521  0.2703238  -0.85968234]
graphs/nodes_8/1083.gml,0.7663832172325307,[ 0.32720495 -0.37427289],0.5555555555555496,[1.81715911e-08 3.63431821e-08 3.63431821e-08 1.81715911e-08 5.45147732e-08 0.00000000e+00],[0.65],0.827244663497316,[-0.32430455 -1.3624197   0.69378783 -0.28049984]
graphs/nodes_8/1084.gml,0.7743261016165104,[ 0.32922107 -0.36879009],0.8067384700671564,[ 0.97622783  1.70131388  1.89851037  0.35681778  1.367281   -0.2444033 ],[0.65],0.8409390963260455,[-0.34821795 -1.29993715  0.77403599 -0.24067937]
graphs/nodes_8/1085.gml,0.7457586791491955,[ 0.31543376 -0.35777648],0.5555555555555557,[-3.93748972e-10 -7.87497944e-10 -7.87497944e-10 -3.93748972e-10 -1.18124692e-09  0.00000000e+00],[0.65],0.8336752304947187,[ 0.25491378 -0.4493469   0.47297878 -0.27507045]
graphs/nodes_8/1086.gml,0.8151223376079392,[ 0.29818761 -0.35847329],0.6111111111111118,[-4.78547438e-09 -9.57094877e-09 -9.57094877e-09 -4.78547438e-09 -1.43564232e-08  0.00000000e+00],[0.65],0.8845117891409551,[ 0.2309558  -0.48005937  0.43834241 -0.25728005]
graphs/nodes_8/1087.gml,0.749373602714493,[-0.25863034 -1.24039475],0.7983905505852502,[ 1.38602459  0.44540503  1.358216    0.3869861   1.70875212 -0.27380952],[0.65],0.8283538300877744,[ 0.23442356 -0.48633133  0.41009078 -0.30459199]
