path,p_2,p_2_angles
graphs/nodes_8/1764.gml,0.8443273480588122,[-0.28201972  0.22033562  0.66710391 -0.2891774 ]
graphs/nodes_8/1765.gml,0.8984465829975493,[-0.25962345  0.24488942  0.75552721 -0.21491945]
graphs/nodes_8/1766.gml,0.8540497324656603,[-1.35696724  0.20491555  1.06542321  0.26592956]
graphs/nodes_8/1767.gml,0.784147408780334,[-1.03817044 -0.13989867  1.3749725  -0.44406092]
graphs/nodes_8/1768.gml,0.7938250094494288,[-1.10719733 -0.05449227  1.4609515  -0.37030039]
graphs/nodes_8/1769.gml,0.8080626458165285,[-0.29867122  0.20893077  0.63822565 -0.2914838 ]
graphs/nodes_8/177.gml,0.8829519232783827,[-0.20662265  0.46556831  2.75235284 -1.27892086]
graphs/nodes_8/1770.gml,0.8318535211288185,[-0.22018495  0.20533941  0.5962563  -0.22331018]
graphs/nodes_8/1771.gml,0.813493421399585,[-1.70235395 -0.09452044  2.05533929 -0.39097536]
graphs/nodes_8/1772.gml,0.8323118948940031,[-0.29268505  0.21902462  0.69730472 -0.25146298]
graphs/nodes_8/1773.gml,0.818383377127228,[-0.25873359  0.1936573   0.59509405 -0.28586727]
graphs/nodes_8/1774.gml,0.921881413268399,[ 0.25001834  1.1529979   0.48743762 -0.21387043]
graphs/nodes_8/1775.gml,0.8238350715510592,[-0.32082015  0.22593079  0.75597224 -0.23867552]
graphs/nodes_8/1776.gml,0.885077740504499,[-0.1837078   1.96595458  2.73061848 -1.35990397]
graphs/nodes_8/1777.gml,0.8954241994996155,[-0.28180083  0.22057961  0.66111519 -0.23618271]
graphs/nodes_8/1778.gml,0.8016288454399814,[-0.51473585  1.22076157  0.22291471 -0.83023716]
graphs/nodes_8/1779.gml,0.8814911144170003,[-0.31138589  0.22775879  0.74227706 -0.23370004]
graphs/nodes_8/178.gml,0.8816097596241059,[-0.32559784  0.24117206  0.74098271 -0.25495577]
graphs/nodes_8/1780.gml,0.9329416696997972,[-0.28686884  0.22266267  0.71820481 -0.19435808]
graphs/nodes_8/1781.gml,0.7810318613406318,[-0.2498765   0.32733097  1.61370919  0.01515465]
graphs/nodes_8/1782.gml,0.8192771131572893,[-0.44087838  0.35969035  1.79701638 -0.82933906]
graphs/nodes_8/1783.gml,0.7692100321385686,[-1.0608239  -1.67111302  1.39171988 -0.39728573]
graphs/nodes_8/1784.gml,0.8810866500097008,[-0.29070783  0.22121294  0.71388216 -0.2270886 ]
graphs/nodes_8/1785.gml,0.8367555586738673,[-0.28117229  0.20249558  0.64615652 -0.24444711]
graphs/nodes_8/1786.gml,0.8201927823285307,[-0.25001972  0.21121238  0.64713699 -0.23931553]
graphs/nodes_8/1787.gml,0.8965233203609763,[-0.26328701  0.23799874  0.74012893 -0.20137037]
graphs/nodes_8/1788.gml,0.7432360581660984,[-0.26349199  0.33349164  1.51004899 -0.0557091 ]
graphs/nodes_8/1789.gml,0.8734056388577033,[-0.32526481  0.21282832  0.69769007 -0.26537971]
graphs/nodes_8/179.gml,0.8627063492300493,[-0.20298492  0.43885581  2.7271679  -1.32325556]
graphs/nodes_8/1790.gml,0.7866949587647448,[-0.28273376  0.29046152  0.62683186 -0.26422504]
graphs/nodes_8/1791.gml,0.8353398430303794,[-0.26538032  0.21912735  0.63528816 -0.25186575]
graphs/nodes_8/1792.gml,0.8470723277187717,[ 0.34931248  2.65568665  0.57955962 -0.2700778 ]
graphs/nodes_8/1793.gml,0.7860643833119008,[-0.2876665  -1.21523328  1.53604458 -1.61313841]
graphs/nodes_8/1794.gml,0.8776413721562768,[-0.25606489  0.219123    0.62206804 -0.22672502]
graphs/nodes_8/1795.gml,0.7307547752193089,[ 0.31226192 -1.95931007  7.41503167 -1.44130325]
graphs/nodes_8/1796.gml,0.7491782878556386,[-1.18485175  0.28665037  2.38199342 -0.27147094]
graphs/nodes_8/1797.gml,0.8244572830229351,[-1.30598562 -0.15376887  1.69153588 -0.35166763]
graphs/nodes_8/1798.gml,0.8136960570579598,[-0.24284967  0.20062617  0.59802927 -0.22348434]
graphs/nodes_8/1799.gml,0.8688679641778343,[-0.97065065 -0.03996127  1.28204198 -0.35928351]
graphs/nodes_8/18.gml,0.838976854124809,[-0.27945761  0.23596459  0.70478824 -0.21932519]
graphs/nodes_8/180.gml,0.8027477778355728,[-0.26004509  0.33185239  1.20634209  0.02509671]
graphs/nodes_8/1800.gml,0.8516270758376586,[-0.31040687  0.2472591   0.79269962 -0.22252397]
graphs/nodes_8/1801.gml,0.8600126782200243,[-1.93869671  0.14271818 -1.44955243  0.38322346]
graphs/nodes_8/1802.gml,0.8830920985869749,[-0.18101868  0.4317089   2.77296494  0.24408912]
graphs/nodes_8/1803.gml,0.8391782328960715,[-0.26422441  0.2112192   0.61599382 -0.26070545]
graphs/nodes_8/1804.gml,0.8280678470019576,[-0.27528717  0.20603665  0.64120895 -0.26112329]
graphs/nodes_8/1805.gml,0.8785439037437133,[-0.25310185  0.1938247   0.61480097 -0.24492042]
graphs/nodes_8/1806.gml,0.8806450335838024,[-0.30982604  0.20797704  0.68471165 -0.2598149 ]
graphs/nodes_8/1807.gml,0.8421056855729616,[ 2.75917856 -6.69128565  9.55309157 -3.9491273 ]
graphs/nodes_8/1808.gml,0.8597617083307452,[-1.01316007  0.19275405  1.36856515 -0.44771812]
graphs/nodes_8/1809.gml,0.8795559528322354,[-0.31261526  0.5018943   2.55301912 -1.30696793]
graphs/nodes_8/181.gml,0.8869614348277791,[-0.26769224  0.20215922  0.62213712 -0.24343537]
graphs/nodes_8/1810.gml,0.7731384092446142,[-0.28147334  0.20047238  0.6184422  -0.29706414]
graphs/nodes_8/1811.gml,0.8908103835104738,[-0.26697964  0.21330494  0.66758893 -0.20244036]
graphs/nodes_8/1812.gml,0.7832377764162094,[-1.32039434 -1.80763153  8.85679474  0.23321569]
graphs/nodes_8/1813.gml,0.9001082742017995,[-0.31722016  0.22071451  0.71978109 -0.23773219]
graphs/nodes_8/1814.gml,0.8090871118280144,[-0.25904837  0.33643881  1.41964603  0.02036549]
graphs/nodes_8/1815.gml,0.8772999476737176,[-0.32533429  0.20578572  0.69705538 -0.26778491]
graphs/nodes_8/1816.gml,0.8409647913975754,[-1.55496607  1.75001606  1.93719666 -0.39287185]
graphs/nodes_8/1817.gml,0.7907093728792296,[-0.32650923  0.25864291  0.69604339 -0.26774728]
graphs/nodes_8/1818.gml,0.8192771131572676,[-0.44087837  0.35969037  1.79701636 -0.82933874]
graphs/nodes_8/1819.gml,0.8061309394239089,[-1.4722179   0.21609634  1.85529583 -0.32834496]
graphs/nodes_8/182.gml,0.8754156115531002,[-0.28710449  0.21236846  0.64943069 -0.25915873]
graphs/nodes_8/1820.gml,0.7876127136275901,[-0.27951523  0.24278653  0.67933267 -0.25335354]
graphs/nodes_8/1821.gml,0.849970779548646,[-0.24936703  0.24752308  0.66359523 -0.22750651]
graphs/nodes_8/1822.gml,0.8769041437441247,[-0.40545001  0.39674258  1.61287342 -1.14313073]
graphs/nodes_8/1823.gml,0.8478691116403299,[-0.29299579  0.18694975  0.62062423 -0.28254489]
graphs/nodes_8/1824.gml,0.8670921026837286,[-0.24878803  0.2139483   0.6387835  -0.22365631]
graphs/nodes_8/1825.gml,0.86681241542762,[-0.34681334  0.24388968  0.78530032 -0.2356826 ]
graphs/nodes_8/1826.gml,0.8442423581487433,[-0.22895073 -1.14815763  2.68700715 -1.31995434]
graphs/nodes_8/1827.gml,0.8617556424575645,[-0.2860078   0.21193396  0.67772583 -0.24498028]
graphs/nodes_8/1828.gml,0.8307590262129978,[-0.24420087  0.42998131  2.66684695  0.25371943]
graphs/nodes_8/1829.gml,0.799081761906599,[-0.29699313 -1.19669392  1.63518276 -1.51811081]
graphs/nodes_8/183.gml,0.9199333119836477,[-0.2754582   0.19848549  0.62694264 -0.24169119]
graphs/nodes_8/1830.gml,0.8593831041022664,[-0.26289817  0.44509642  2.69641135  0.26808663]
graphs/nodes_8/1831.gml,0.7723219052681295,[-0.33638836  0.37586281  1.50043117 -1.49347458]
graphs/nodes_8/1832.gml,0.7880058745005045,[-1.29540875 -0.58536641  1.73034607 -0.40209086]
graphs/nodes_8/1833.gml,0.8714564445263263,[-0.36382041  0.45998647  1.53189977 -1.75186613]
graphs/nodes_8/1834.gml,0.8493995046457732,[-0.27823975 -1.21659443  1.55019024 -1.60327121]
graphs/nodes_8/1835.gml,0.8498516361778536,[ 0.20547475 -0.37019188  1.92860281  0.20131108]
graphs/nodes_8/1836.gml,0.9361764048982189,[-0.27437734  0.23009017  2.16800179 -0.26076848]
graphs/nodes_8/1837.gml,0.7325604099651668,[-1.76917198 -0.19918645  2.11530357 -0.40177702]
graphs/nodes_8/1838.gml,0.8025845445351223,[-0.29825508  0.24534767  0.6940729  -0.24710646]
graphs/nodes_8/1839.gml,0.8231729868596029,[-0.30847664  0.21455568  0.66406988 -0.28001186]
graphs/nodes_8/184.gml,0.8608558357986614,[ 0.26125907 -0.19704165  2.54182728 -1.32738379]
graphs/nodes_8/1840.gml,0.8862512238395658,[-1.00849682  0.21512874  1.36609644 -0.5000792 ]
graphs/nodes_8/1841.gml,0.8538751341327653,[-0.34207673  0.27147687  0.76500814 -0.25321889]
graphs/nodes_8/1842.gml,0.8558118557397212,[-0.28811998  0.20707512  0.6703165  -0.24245051]
graphs/nodes_8/1843.gml,0.8804849766503755,[-0.25748332  0.20640685  0.63386366 -0.24371119]
graphs/nodes_8/1844.gml,0.8518641099761108,[-0.29212612  0.21394345  0.68334217 -0.23247168]
graphs/nodes_8/1845.gml,0.851098268180682,[-0.28864167  0.25666222  0.71119623 -0.22069468]
graphs/nodes_8/1846.gml,0.7812748585805314,[-0.32033611  0.21716916  0.66182328 -0.30841012]
graphs/nodes_8/1847.gml,0.8179171095520652,[-0.30859012  0.22572448  0.66246387 -0.27551842]
graphs/nodes_8/1848.gml,0.817062157766667,[-0.57509485  1.24606794  0.26129746 -0.87594204]
graphs/nodes_8/1849.gml,0.7880058745005911,[-1.29540867 -0.58536673  1.73034611 -0.40209082]
graphs/nodes_8/185.gml,0.793825009449335,[-1.10719663 -0.05449226  1.46095078 -0.3703004 ]
graphs/nodes_8/1850.gml,0.851362617953141,[-0.32262993  0.2429635   0.7747335  -0.24874411]
graphs/nodes_8/1851.gml,0.7000214385766669,[-0.57246298  1.18540181  1.87775167 -0.78781281]
graphs/nodes_8/1852.gml,0.7880058745004611,[-1.29540872 -0.58536621  1.73034601 -0.40209089]
graphs/nodes_8/1853.gml,0.8170621577658869,[-0.57509527  1.24606748  0.2612979  -0.87594181]
graphs/nodes_8/1854.gml,0.8286550800074302,[ 0.31172093  2.68093116  0.52598707 -0.25824983]
graphs/nodes_8/1855.gml,0.7330727951640774,[-1.25155892  0.28425997  2.51231113 -0.24596545]
graphs/nodes_8/1856.gml,0.8671241497811136,[-0.34781611  0.24212337  0.7871497  -0.23791882]
graphs/nodes_8/1857.gml,0.8430591946994725,[-1.16887265  1.51223056  1.55307781 -0.39309895]
graphs/nodes_8/1858.gml,0.863168156183714,[-0.350103    0.20025813  0.73274657 -0.2837292 ]
graphs/nodes_8/1859.gml,0.8222069350363274,[-0.23750771  0.36220055  1.15022609  0.13153556]
graphs/nodes_8/186.gml,0.8206701358382201,[-0.30424658  0.21578709  0.65408533 -0.28028337]
graphs/nodes_8/1860.gml,0.8776638284253959,[-0.29293173  0.21412342  0.66561657 -0.2228189 ]
graphs/nodes_8/1861.gml,0.8345112375918489,[-0.3417319   0.24037572  0.74896283 -0.23498947]
graphs/nodes_8/1862.gml,0.8138227285009182,[-1.07535546 -0.03992487  1.43354732 -0.39374875]
graphs/nodes_8/1863.gml,0.8781585818680868,[-0.30651043  0.19323254  0.68512743 -0.21696011]
graphs/nodes_8/1864.gml,0.8248955429585889,[-1.14169259  0.37342096  2.29141385 -0.22874725]
graphs/nodes_8/1865.gml,0.7664833253234118,[-0.32406707  0.20630446  0.65633205 -0.31107904]
graphs/nodes_8/1866.gml,0.8599977054097327,[-0.26331502  0.4846095   2.65566223 -1.30064412]
graphs/nodes_8/1867.gml,0.8058714135699491,[-0.32082302  0.21176363  0.67235687 -0.28345483]
graphs/nodes_8/1868.gml,0.8493873667018395,[-0.27817171 -1.21646872  1.56566059 -1.60321425]
graphs/nodes_8/1869.gml,0.7409498566971495,[-0.39482857  0.50987508  1.60397445 -0.15182617]
graphs/nodes_8/187.gml,0.7361428150161538,[-0.38026847  0.39204766  1.477751    0.02009994]
graphs/nodes_8/1870.gml,0.8783589628766987,[-0.30081017  0.20951     0.66027883 -0.27443254]
graphs/nodes_8/1871.gml,0.8340227615734064,[-0.34050081  0.20741654  0.73406504 -0.25048681]
graphs/nodes_8/1872.gml,0.8222097612484247,[-0.27575952  0.19508708  0.60168387 -0.28076062]
graphs/nodes_8/1873.gml,0.7491782878572459,[-1.18485003  0.28665028  2.3819915  -0.27147142]
graphs/nodes_8/1874.gml,0.8650749141522703,[-0.3122185   0.21873414  0.66346935 -0.27743465]
graphs/nodes_8/1875.gml,0.7938666749549981,[-1.11487009 -0.05653443  1.46873464 -0.37032032]
graphs/nodes_8/1876.gml,0.7887128173801854,[-1.64433782 -0.88578326  1.90843767 -0.37301698]
graphs/nodes_8/1877.gml,0.8134934213994163,[-1.70235615 -0.09451926  2.05534153 -0.39097537]
graphs/nodes_8/1878.gml,0.8567815331503358,[-0.24611363  0.19886523  0.58456034 -0.24668338]
graphs/nodes_8/1879.gml,0.8869454003312593,[-0.25306111  0.19427185  0.6006168  -0.24495417]
graphs/nodes_8/188.gml,0.9302329972317078,[-0.28599079  0.22031718  0.69579544 -0.19804463]
graphs/nodes_8/1880.gml,0.9529864496876554,[-1.07750845 -0.0650642   1.34827269 -0.3194356 ]
graphs/nodes_8/1881.gml,0.8062271221396808,[-0.3193295   0.21545807  0.71338937 -0.25587121]
graphs/nodes_8/1882.gml,0.7889812957626113,[-1.27584514  2.38241109  0.34624919  0.13005526]
graphs/nodes_8/1883.gml,0.9001082742018004,[-0.31722022  0.22071447  0.71978116 -0.23773222]
graphs/nodes_8/1884.gml,0.9166562228756244,[-0.34039128  0.22799959  0.78031093 -0.20137505]
graphs/nodes_8/1885.gml,0.8744362063305353,[-0.26469274  0.20184664  0.61167216 -0.22649512]
graphs/nodes_8/1886.gml,0.800372004622466,[-0.2939315  -1.20634727  2.11128777 -1.59141579]
graphs/nodes_8/1887.gml,0.9342558703163177,[-0.26712955  0.21446154  0.66461044 -0.21387933]
graphs/nodes_8/1888.gml,0.8814819099083266,[-0.34399368  0.26531067  0.80431959 -0.22818954]
graphs/nodes_8/1889.gml,0.7707283093631028,[-0.26433714  0.28348627  0.57854101 -0.29035844]
graphs/nodes_8/189.gml,0.7541495170779694,[-1.17680927  0.31212456  2.35867786 -0.28251634]
graphs/nodes_8/1890.gml,0.8546146361307332,[-0.27491106  0.21941527  0.64731412 -0.24794903]
graphs/nodes_8/1891.gml,0.883252965697653,[-0.34652877  0.24511027  0.78613193 -0.24794416]
graphs/nodes_8/1892.gml,0.821070075331219,[-0.57638635  1.23283114  0.27032381 -0.85968236]
graphs/nodes_8/1893.gml,0.8334128342277538,[-0.27069091  0.23715523  0.69033411 -0.21718757]
graphs/nodes_8/1894.gml,0.9187671854101982,[-0.3713182   0.23970349  0.86628916 -0.20221489]
graphs/nodes_8/1895.gml,0.7319092537062003,[-1.18915375  1.14672816  2.90517824 -0.71182092]
graphs/nodes_8/1896.gml,0.8515748854422467,[-1.02150617 -0.04280079  1.28941244 -0.32324529]
graphs/nodes_8/1897.gml,0.6581548179955461,[-0.50789022  1.18488946  1.79969261 -0.78710396]
graphs/nodes_8/1898.gml,0.791674421446498,[-0.23347528  0.20043995  0.59805041 -0.24323631]
graphs/nodes_8/1899.gml,0.8016288454399805,[-0.51473579  1.22076153  0.22291466 -0.8302371 ]
graphs/nodes_8/19.gml,0.8812940869835011,[ 0.24316593 -0.21103813  2.50039831  0.21110065]
graphs/nodes_8/190.gml,0.8779053268416387,[-0.30443092  0.20653172  0.66795769 -0.27008038]
graphs/nodes_8/1900.gml,0.786420816146658,[-0.28937715 -1.21328904  1.94681834 -1.6146687 ]
graphs/nodes_8/1901.gml,0.8446690426481025,[-0.287244    0.21211635  0.6562447  -0.25995204]
graphs/nodes_8/1902.gml,0.8633591680979968,[-0.29444965  0.20687216  0.65735567 -0.23735553]
graphs/nodes_8/1903.gml,0.8332935689742014,[-0.26475057  0.19988767  0.61581938 -0.24522953]
graphs/nodes_8/1904.gml,0.8167221704440899,[-1.63831189 -0.45047164  1.24826493  0.39058898]
graphs/nodes_8/1905.gml,0.8094066049737949,[-0.30023036  0.24971753  0.70913912 -0.25680251]
graphs/nodes_8/1906.gml,0.9246080790229764,[-0.25504473  0.20408483  0.59840919 -0.24844478]
graphs/nodes_8/1907.gml,0.8647766708202902,[-0.2687657   0.21596202  0.65590691 -0.20246992]
graphs/nodes_8/1908.gml,0.7838910833805048,[-0.36491514  0.21816353  0.72771299 -0.30436251]
graphs/nodes_8/1909.gml,0.8899196560206796,[-0.23863605  0.21895971  0.65009618 -0.21941121]
graphs/nodes_8/191.gml,0.8077993747750248,[-1.4275536   0.50660701  1.94149918 -0.34546972]
graphs/nodes_8/1910.gml,0.8286550800074703,[ 0.31172092  2.68093117  0.52598712 -0.25824988]
graphs/nodes_8/1911.gml,0.7486020128060257,[-0.22805076  0.39190266  1.81474515 -0.18436896]
graphs/nodes_8/1912.gml,0.8008186225453575,[-0.32372266  0.18292251  0.65052239 -0.31650753]
graphs/nodes_8/1913.gml,0.8238183253433758,[-0.34102582  0.21255586  0.71026792 -0.28204355]
graphs/nodes_8/1914.gml,0.7332795636422719,[-1.31688583  1.12467001 -0.44968839  0.29024708]
graphs/nodes_8/1915.gml,0.7491782878572465,[-1.18485002  0.28665028  2.38199152 -0.27147141]
graphs/nodes_8/1916.gml,0.88507812856971,[-0.21424238  0.40854411  1.20085249 -0.25212811]
graphs/nodes_8/1917.gml,0.8295879768393097,[-3.35212441  1.77489078  3.70374556 -0.20304107]
graphs/nodes_8/1918.gml,0.7685888699432762,[-0.35963544  0.18803773  0.70573698 -0.31641728]
graphs/nodes_8/1919.gml,0.8892771167572714,[-0.24898706  0.22540921  0.67763715 -0.19959956]
graphs/nodes_8/192.gml,0.9227280361283802,[-0.29271067  0.2306033   0.71034448 -0.2345913 ]
graphs/nodes_8/1920.gml,0.7845053140345137,[ 0.46295645  1.91607785  2.94889255 -2.31987269]
graphs/nodes_8/1921.gml,0.8765351069776554,[-0.25861308  0.19795153  0.61497003 -0.24910017]
graphs/nodes_8/1922.gml,0.899900433425349,[-0.25434324  0.19284535  0.60097681 -0.27415699]
graphs/nodes_8/1923.gml,0.8210700753312106,[-0.57638642  1.23283121  0.27032384 -0.85968245]
graphs/nodes_8/1924.gml,0.895401205240902,[-0.27901182  0.22205893  0.6851785  -0.2225339 ]
graphs/nodes_8/1925.gml,0.7972452663472955,[ 0.26151694 -0.1972933   2.5228576  -1.28445648]
graphs/nodes_8/1926.gml,0.8724050800757315,[-0.21715552  0.20698996  0.58507491 -0.18997727]
graphs/nodes_8/1927.gml,0.8647117580798573,[-0.30301118  0.21673896  0.69866049 -0.25855735]
graphs/nodes_8/1928.gml,0.7501041511684089,[-1.09966446  0.41002014  2.25232175 -0.28285499]
graphs/nodes_8/1929.gml,0.8061309394236081,[-1.47221804  0.21609662  1.855296   -0.32834496]
graphs/nodes_8/193.gml,0.7926749710116492,[-1.45936502  0.52629826  1.96545714 -0.34124238]
graphs/nodes_8/1930.gml,0.8521839838732415,[-0.2487814   0.22083587  0.7192811  -0.20724693]
graphs/nodes_8/1931.gml,0.8495952390527612,[-0.22216734  0.20957269  0.60246001 -0.20466853]
graphs/nodes_8/1932.gml,0.8674407167800122,[-0.23476917 -1.09366981  2.72031169 -1.28373911]
graphs/nodes_8/1933.gml,0.8511708956600726,[-0.29949823  0.25599519  0.78074407 -0.22787676]
graphs/nodes_8/1934.gml,0.7434781268512084,[-0.26176364  0.33848761  1.47511794 -0.03954814]
graphs/nodes_8/1935.gml,0.7877840703196995,[-0.51253707  1.23670588  0.20402784 -0.84454165]
graphs/nodes_8/1936.gml,0.8648921582883787,[-0.21611271 -1.1601461   2.67368758  0.2431347 ]
graphs/nodes_8/1937.gml,0.9027988791155472,[-0.19698677  0.40408306  1.16686822 -0.21651453]
graphs/nodes_8/1938.gml,0.8180208129398477,[-0.26484461  0.19901011  0.61010446 -0.28046424]
graphs/nodes_8/1939.gml,0.8503367303990517,[-0.27650749  0.38646522  2.60642412  0.25553497]
graphs/nodes_8/194.gml,0.8550337406667028,[-0.26575476  0.21372188  0.63772384 -0.24208659]
graphs/nodes_8/1940.gml,0.7284249774111652,[-1.23950095 -0.03823749  1.60560665 -0.37856989]
graphs/nodes_8/1941.gml,0.8478596074987377,[-0.33889709  0.18651656  0.67665335 -0.31117451]
graphs/nodes_8/1942.gml,0.8328152823630547,[-0.22089824 -1.09258021  2.71341598 -1.29090394]
graphs/nodes_8/1943.gml,0.8055321432793673,[-0.31629773  0.2137549   0.70780832 -0.25487509]
graphs/nodes_8/1944.gml,0.8509273632170558,[-0.28621345  0.2132537   0.67580243 -0.22602162]
graphs/nodes_8/1945.gml,0.8867252366573751,[-0.34157821  2.01280078  2.52824082 -1.31956802]
graphs/nodes_8/1946.gml,0.8188631319128268,[-0.4342191   1.23807489  3.30757811 -0.85949222]
graphs/nodes_8/1947.gml,0.8536388964564795,[-0.28805275  0.20855728  0.63489498 -0.26130668]
graphs/nodes_8/1948.gml,0.7822361010230844,[-0.27762945  0.22090451  0.6430744  -0.28001052]
graphs/nodes_8/1949.gml,0.8267277212488711,[-0.28890202  0.20102765  0.60249564 -0.3080681 ]
graphs/nodes_8/195.gml,0.8459323468504161,[-0.27406729  0.22324075  0.65065003 -0.22212371]
graphs/nodes_8/1950.gml,0.8143730205023179,[-0.23393899  1.87894227  2.03672412  0.04496329]
graphs/nodes_8/1951.gml,0.9335109775989465,[-0.28348066  0.207192    0.65872964 -0.18976653]
graphs/nodes_8/1952.gml,0.8670162075940359,[-0.35016065  0.24386561  0.78828888 -0.23565247]
graphs/nodes_8/1953.gml,0.7850738456082723,[-0.24834568  0.33354431  1.93120088 -0.03263129]
graphs/nodes_8/1954.gml,0.8130974980400977,[-1.46388372  0.68540713  1.21101743 -1.20976166]
graphs/nodes_8/1955.gml,0.8846853688453353,[-0.34124845  0.21812777  0.78579493 -0.23650125]
graphs/nodes_8/1956.gml,0.7823896506205683,[-1.62720796  0.73790261  1.90439987 -0.37214563]
graphs/nodes_8/1957.gml,0.7722042435505577,[-0.27818352 -1.21600856  1.6036547  -1.60532972]
graphs/nodes_8/1958.gml,0.8558118557396736,[-0.28811993  0.20707511  0.67031643 -0.24245055]
graphs/nodes_8/1959.gml,0.8045839161325601,[-1.49654294 -0.2323847   1.85859815 -0.39039618]
graphs/nodes_8/196.gml,0.778776496831594,[-0.27617843  0.198347    0.63713411 -0.26698431]
graphs/nodes_8/1960.gml,0.8326491687417168,[-0.34058875  0.41622833  1.59071581 -0.31928652]
graphs/nodes_8/1961.gml,0.9011095064417011,[-0.32192126  0.22217704  0.72754564 -0.23831867]
graphs/nodes_8/1962.gml,0.8793760479475303,[-0.24256525  0.23162658  0.69691515 -0.2383849 ]
graphs/nodes_8/1963.gml,0.802378614278151,[-0.29729977  0.23689392  0.68735587 -0.24718192]
graphs/nodes_8/1964.gml,0.8874126836394318,[-0.26614826  0.20403438  0.62803941 -0.23567431]
graphs/nodes_8/1965.gml,0.8873163764958494,[-0.40894035 -6.65054107  3.28346228  0.73484673]
graphs/nodes_8/1966.gml,0.8671241497811237,[-0.34781605  0.24212339  0.78714962 -0.2379188 ]
graphs/nodes_8/1967.gml,0.7959173214554705,[-0.28017192  0.19469117  0.62748927 -0.27105149]
graphs/nodes_8/1968.gml,0.88113585710015,[-0.30447048  0.22986998  0.69322197 -0.21583389]
graphs/nodes_8/1969.gml,0.8509604020453325,[-0.32895556  0.23323303  0.72858529 -0.26315367]
graphs/nodes_8/197.gml,0.9004280496775192,[-0.32690869  0.21897404  0.7293936  -0.24613992]
graphs/nodes_8/1970.gml,0.8786834108987358,[-0.31874236  0.21949902  0.71460638 -0.26288492]
graphs/nodes_8/1971.gml,0.8246181001018356,[-0.32471589  0.19833984  0.68842522 -0.29247606]
graphs/nodes_8/1972.gml,0.8470723277186062,[ 0.34931269  2.65568663  0.57955948 -0.27007771]
graphs/nodes_8/1973.gml,0.7952693498159068,[-0.25764808  0.34386333  1.51893987 -0.0290543 ]
graphs/nodes_8/1974.gml,0.8129968787864259,[-0.36960931  0.35958187  1.57101675  0.09848423]
graphs/nodes_8/1975.gml,0.8253209743320014,[-0.27670372  0.22588761  0.70393389 -0.24336876]
graphs/nodes_8/1976.gml,0.873274149345526,[-0.17400132  0.38724864  2.74301683  0.22138727]
graphs/nodes_8/1977.gml,0.8334545863767107,[-0.33584363  0.25907626  0.75397206 -0.22685802]
graphs/nodes_8/1978.gml,0.8170621577659336,[-0.57509523  1.24606747  0.26129786 -0.87594177]
graphs/nodes_8/1979.gml,0.8106993891760096,[-0.28991554  0.22556985  0.6774716  -0.26504149]
graphs/nodes_8/198.gml,0.8161745620384413,[-0.3223347   0.21555183  0.68872557 -0.2691228 ]
graphs/nodes_8/1980.gml,0.8280957318526947,[-0.31758783  0.27107511  0.77671961 -0.24818009]
graphs/nodes_8/1981.gml,0.7926749710116203,[-1.45936498  0.52629829  1.96545716 -0.34124239]
graphs/nodes_8/1982.gml,0.8199218635886059,[-0.25701801  0.21918808  0.66186108 -0.2420056 ]
graphs/nodes_8/1983.gml,0.788740098156598,[-0.29836719  0.21498196  0.70085127 -0.2527182 ]
graphs/nodes_8/1984.gml,0.7858069171409894,[-0.29833673  0.18689521  0.63791483 -0.29702304]
graphs/nodes_8/1985.gml,0.8515590141596037,[-0.25583748  0.21376545  0.62147719 -0.21963107]
graphs/nodes_8/1986.gml,0.9165397873563468,[-0.26683153  0.47133416  2.64255863 -1.30685979]
graphs/nodes_8/1987.gml,0.8739990047613975,[-0.32182053  0.231423    0.74832041 -0.26067964]
graphs/nodes_8/1988.gml,0.9213420828223187,[-0.23851494  0.20220539  0.61496999 -0.21907132]
graphs/nodes_8/1989.gml,0.7372150418493277,[-0.37868614  0.39821109  1.87439848 -0.06044546]
graphs/nodes_8/199.gml,0.8053455116600254,[-0.21865476  0.38958454  1.81710264 -0.15839805]
graphs/nodes_8/1990.gml,0.8200379554414431,[-0.2929154   0.23844761  0.63834571 -0.27463214]
graphs/nodes_8/1991.gml,0.8733895003497018,[-0.31748933  0.24201978  0.7589052  -0.22096788]
graphs/nodes_8/1992.gml,0.845870407502338,[-0.27848852  0.19639684  0.60920591 -0.26922689]
graphs/nodes_8/1993.gml,0.8103678633299058,[-0.32887588  0.18487335  0.66065378 -0.31428102]
graphs/nodes_8/1994.gml,0.7768501646536994,[-0.3318744   0.36358444  1.66833212 -1.5498911 ]
graphs/nodes_8/1995.gml,0.6329576187558354,[-0.60874679 -0.37237925  1.56941617  0.72044938]
graphs/nodes_8/1996.gml,0.8113351866284864,[-1.28066995  1.52460249  1.64904391 -0.36174188]
graphs/nodes_8/1997.gml,0.8684300708241053,[-0.25982061  0.18293134  0.5824234  -0.27312723]
graphs/nodes_8/1998.gml,0.8601414707292524,[-0.26599189  0.22037545  0.60344291 -0.24920959]
graphs/nodes_8/1999.gml,0.864151873504114,[-0.28839831  0.33691784  2.08099923 -0.10899346]
graphs/nodes_8/2.gml,0.9366407672138143,[-0.32177879  0.20115914  0.69816119 -0.23537919]
graphs/nodes_8/20.gml,0.7852838326183167,[-0.35251741  0.1994049   0.70453732 -0.31920421]
