path,p_2,p_2_angles
graphs/nodes_8/1162.gml,0.8042415014049628,[ 0.27147962 -0.20777443  2.48067433 -1.30133545]
graphs/nodes_8/1163.gml,0.8694074252453786,[-0.28376934  0.32873888  0.93657181 -0.23408921]
graphs/nodes_8/1164.gml,0.7595972561955903,[-0.27074715 -1.22429977  1.46622023 -1.60033084]
graphs/nodes_8/1165.gml,0.8392506057158702,[-0.27051928  0.20653608  0.65656819 -0.234217  ]
graphs/nodes_8/1166.gml,0.8129968787864053,[-0.3696093   0.35958188  1.5710168   0.09848412]
graphs/nodes_8/1167.gml,0.8932237832175909,[-0.30209479  0.20925268  0.64446494 -0.28280514]
graphs/nodes_8/1168.gml,0.7273364466244425,[-0.22788213  0.43670608  1.2594584  -0.23110411]
graphs/nodes_8/1169.gml,0.7959789193693615,[-0.29507923  0.21173813  0.65734871 -0.27778512]
graphs/nodes_8/117.gml,0.8125293791791173,[-0.21639725  0.24117442  2.1067796  -1.79722071]
graphs/nodes_8/1170.gml,0.8592088798383639,[-0.27165331  0.22925223  0.66270797 -0.24122856]
graphs/nodes_8/1171.gml,0.7679603617442747,[-0.2069239   0.44909936  1.22509625  0.297244  ]
graphs/nodes_8/1172.gml,0.7830636651071012,[-0.31222464  0.30926111  2.15811984 -0.11602006]
graphs/nodes_8/1173.gml,0.7654260606992502,[-0.30667864  0.18824537  0.6111773  -0.34949909]
graphs/nodes_8/1174.gml,0.8254094044662672,[-0.34455873 -1.08962865  1.57248115 -0.18351694]
graphs/nodes_8/1175.gml,0.8197197673307671,[ 0.3270379   0.38190171  3.03520824 -0.75516206]
graphs/nodes_8/1176.gml,0.7495773865628729,[-0.26749845  0.35731421  1.62044162  0.04958949]
graphs/nodes_8/1177.gml,0.7950819354762129,[-0.29490426  0.22175345  0.65499407 -0.27266576]
graphs/nodes_8/1178.gml,0.8840505591239406,[-0.27022502  0.20185676  0.61937574 -0.24817077]
graphs/nodes_8/1179.gml,0.8445368431828526,[-0.24566467  0.31927349  1.49038536 -0.05492638]
graphs/nodes_8/118.gml,0.8113351866284908,[-1.28066998  1.52460261  1.64904388 -0.3617417 ]
graphs/nodes_8/1180.gml,0.9194003505812892,[ 0.24020252 -0.20077332  2.55166886 -1.3535724 ]
graphs/nodes_8/1181.gml,0.7983261948885971,[ 0.2504801  -0.17164631  2.6022776   0.32043257]
graphs/nodes_8/1182.gml,0.75681429708573,[-0.21225375  0.35323196  1.91697726 -0.18623683]
graphs/nodes_8/1183.gml,0.8629489672393591,[-0.30103258  0.22865044  0.69765763 -0.26184685]
graphs/nodes_8/1184.gml,0.8471700322261597,[-0.66458388  1.24315534  0.33397906 -0.91173808]
graphs/nodes_8/1185.gml,0.8295292127694655,[-0.24792786  0.33047093  1.52352732 -0.06220378]
graphs/nodes_8/1186.gml,0.8761374348584783,[-0.30440454  0.2364916   0.69607759 -0.25715797]
graphs/nodes_8/1187.gml,0.8565191959555539,[-0.26711238  0.21673293  0.63758885 -0.25387362]
graphs/nodes_8/1188.gml,0.8618335029001963,[-0.28498097 -1.22229381  1.59052777 -1.65478146]
graphs/nodes_8/1189.gml,0.6740101976842148,[-0.57169208 -0.26439267  2.11315187 -0.75022268]
graphs/nodes_8/119.gml,0.8759205003711854,[-0.25837456  0.20840716  0.62913521 -0.24008858]
graphs/nodes_8/1190.gml,0.819946921132721,[-0.33788633  0.19930997  0.70846505 -0.2745305 ]
graphs/nodes_8/1191.gml,0.8799505283011447,[-0.27196045  0.23319269  0.68986449 -0.22993027]
graphs/nodes_8/1192.gml,0.8020442976604976,[-0.30080997  0.21682544  0.66323829 -0.28627203]
graphs/nodes_8/1193.gml,0.9064768759349242,[-0.25777489  0.45926461  2.64605458 -1.32689393]
graphs/nodes_8/1194.gml,0.9021922526690596,[-0.21937683  0.22548991  0.64677293 -0.18573644]
graphs/nodes_8/1195.gml,0.7958424527241216,[-0.31246355  0.21607252  0.68235368 -0.27447817]
graphs/nodes_8/1196.gml,0.8761280377357774,[-0.34515895  0.22978549  0.79870849 -0.21780532]
graphs/nodes_8/1197.gml,0.8595205611320292,[-0.23315202  0.22583414  0.6536349  -0.2176379 ]
graphs/nodes_8/1198.gml,0.7708027255434633,[-0.27786157 -1.2140994   1.67328691 -1.55423412]
graphs/nodes_8/1199.gml,0.7541495170779713,[-1.17680931  0.31212455  2.35867801 -0.28251627]
graphs/nodes_8/12.gml,0.8381190188645762,[-0.25973576  0.21859348  0.61465362 -0.25694097]
graphs/nodes_8/120.gml,0.83072330393755,[-0.27563645  0.2098147   0.62959412 -0.2457637 ]
graphs/nodes_8/1200.gml,0.8605438773237072,[-0.26557931  0.20285462  0.62494581 -0.24973014]
graphs/nodes_8/1201.gml,0.737383129287421,[-1.71852166  1.35481747  0.69745904 -0.43096552]
graphs/nodes_8/1202.gml,0.8679621544743312,[-0.24812748  0.21287506  0.64562779 -0.21126492]
graphs/nodes_8/1203.gml,0.792075756155574,[-0.26222376 -1.16556987  1.76076607 -1.44675568]
graphs/nodes_8/1204.gml,0.758292215570179,[-0.33838803  0.44086482  1.90048169 -0.14620886]
graphs/nodes_8/1205.gml,0.7964534994709084,[-0.30017708  0.19141345  0.62465387 -0.30656238]
graphs/nodes_8/1206.gml,0.8633591680979997,[-0.29444967  0.20687223  0.65735572 -0.2373555 ]
graphs/nodes_8/1207.gml,0.8532783426894515,[-0.23902036  0.20507173  0.63374317 -0.21275945]
graphs/nodes_8/1208.gml,0.7907093728792207,[-0.32650926  0.25864287  0.69604345 -0.26774733]
graphs/nodes_8/1209.gml,0.8349173431876247,[-0.31471879  0.17923625  0.63156138 -0.33250168]
graphs/nodes_8/121.gml,0.7361428150161711,[-0.38026848  0.39204765  1.47775172  0.02009996]
graphs/nodes_8/1210.gml,0.8954241994996166,[-0.28180082  0.2205796   0.66111517 -0.23618273]
graphs/nodes_8/1211.gml,0.7984061199506182,[-0.2641771   0.33121462  2.0207276  -1.63709784]
graphs/nodes_8/1212.gml,0.9147683708021159,[-0.32911384  0.21774859  0.70094431 -0.25273744]
graphs/nodes_8/1213.gml,0.8241987822009628,[-0.29127641 -1.36205863  0.64665234 -1.8385075 ]
graphs/nodes_8/1214.gml,0.8735666159540455,[-0.32796945  0.23106417  0.79044461 -0.21204572]
graphs/nodes_8/1215.gml,0.8521355538388332,[ 0.33963162  0.39508123  3.02714888 -0.77357989]
graphs/nodes_8/1216.gml,0.8895682661328392,[-0.24589768  0.20971197  0.62863615 -0.20609645]
graphs/nodes_8/1217.gml,0.8174302394893077,[-0.2912031   0.19907462  0.65455708 -0.24652233]
graphs/nodes_8/1218.gml,0.87173274190921,[-0.32200587  0.20799178  0.70683707 -0.25630734]
graphs/nodes_8/1219.gml,0.6817725409181027,[-0.40384027  1.19309213  1.73403676 -0.81611239]
graphs/nodes_8/122.gml,0.7009735401194452,[-1.02110705 -9.08367166  2.78236159 -0.85057866]
graphs/nodes_8/1220.gml,0.6581548179955411,[-0.50789025  1.18488947  1.79969261 -0.78710397]
graphs/nodes_8/1221.gml,0.8621159155882232,[-1.28356098  1.52056195  1.51118063 -0.30796878]
graphs/nodes_8/1222.gml,0.8352796537627176,[-0.27100627  0.21619908  0.63244621 -0.24597574]
graphs/nodes_8/1223.gml,0.8668371772593035,[-0.33214857  0.24514964  0.68850598 -0.26671309]
graphs/nodes_8/1224.gml,0.7672055079193517,[-0.24064521  0.32926281  1.53656857  0.00947607]
graphs/nodes_8/1225.gml,0.8601638153579411,[-0.29920088  0.2426224   0.77284466 -0.2544934 ]
graphs/nodes_8/1226.gml,0.8372349785705389,[-0.31099963  0.25324767  0.69501496 -0.24619047]
graphs/nodes_8/1227.gml,0.8683956903846384,[-0.33050266  0.2236227   0.76758362 -0.20460794]
graphs/nodes_8/1228.gml,0.9014186602975343,[-0.33593751  0.25446391  0.77496505 -0.23493334]
graphs/nodes_8/1229.gml,0.8278563195322757,[-0.29886268  0.28988133  0.79378695 -0.22890191]
graphs/nodes_8/123.gml,0.7768501646537189,[-0.33187432  0.36358439  1.66832955 -1.54989119]
graphs/nodes_8/1230.gml,0.8477761426123298,[-0.31762157  0.20002797  0.67589268 -0.26530098]
graphs/nodes_8/1231.gml,0.8662325982570843,[ 0.23079307 -0.31620991  1.61301939 -1.53185487]
graphs/nodes_8/1232.gml,0.7849140008300906,[-1.03904282 -0.14708769  1.3764306  -0.44859776]
