,r_1,r_1_angles,r_1_nfev,r_2,r_2_angles,r_2_nfev,r_3,r_3_angles,r_3_nfev,r_4,r_4_angles,r_4_nfev,r_5,r_5_angles,r_5_nfev,r_6,r_6_angles,r_6_nfev,r_7,r_7_angles,r_7_nfev,r_8,r_8_angles,r_8_nfev,r_9,r_9_angles,r_9_nfev,r_10,r_10_angles,r_10_nfev
graphs/new/nodes_10/depth_3//0.gml,0.8259995161449243,[2.944727   0.29970044],40.0,0.8259995161449243,[2.944727   0.29970044],39,0.8259995161449243,[2.944727   0.29970044],27,0.8259995161449243,[2.944727   0.29970044],30,0.8259995161449243,[2.944727   0.29970044],42,0.8259995161449243,[2.944727   0.29970044],36,0.8259995161449243,[2.944727   0.29970044],78,0.8259995168721733,[2.94472275 3.44127139],87,0.8259995168721733,[2.94472275 3.44127139],69,0.8259995168721754,[ 2.94472277 -1.2711176 ],51
graphs/new/nodes_10/depth_3//1.gml,0.8511496061646833,[-2.93988189  1.27783235],39.0,0.8511496061646833,[-2.93988189  1.27783235],42,0.8511496061646833,[-2.93988189  1.27783235],30,0.8511496188393645,[0.20170083 1.27774429],81,0.8511496188393645,[0.20170083 1.27774429],27,0.8511496188393645,[0.20170083 1.27774429],42,0.8511496188393645,[0.20170083 1.27774429],12,0.8511496188393645,[0.20170083 1.27774429],39,0.8511496188393645,[0.20170083 1.27774429],27,0.8511496188393645,[0.20170083 1.27774429],27
graphs/new/nodes_10/depth_3//2.gml,0.7982060387152464,[-1.81654972  2.07099321],36.0,0.7982060531781262,[-1.32513882  1.07062602],33,0.8556259078543552,[-2.95243153 -1.85136583],42,0.8556259078543552,[-2.95243153 -1.85136583],30,0.8556259078543552,[-2.95243153 -1.85136583],33,0.8556259078543552,[-2.95243153 -1.85136583],30,0.8556259078543552,[-2.95243153 -1.85136583],27,0.8556259078543552,[-2.95243153 -1.85136583],84,0.8556259078543552,[-2.95243153 -1.85136583],66,0.8556259078543552,[-2.95243153 -1.85136583],30
graphs/new/nodes_10/depth_3//3.gml,0.8259572315909111,[-0.19645644 -2.84253951],38.0,0.8259572631444566,[-0.19655307  1.86990527],39,0.8259572631444572,[ 0.19655312 -0.29910893],75,0.8259572631444572,[ 0.19655312 -0.29910893],18,0.8259572631444572,[ 0.19655312 -0.29910893],51,0.8259572631444572,[ 0.19655312 -0.29910893],33,0.8259572631444572,[ 0.19655312 -0.29910893],60,0.8259572631444572,[ 0.19655312 -0.29910893],33,0.8259572631444572,[ 0.19655312 -0.29910893],33,0.8259572631444572,[ 0.19655312 -0.29910893],87
graphs/new/nodes_10/depth_3//4.gml,0.7959493989240677,[-1.36720588 -0.34037195],38.0,0.7959494204818854,[ 1.36729976 -2.80125505],18,0.831157689872273,[-3.350612   -1.26296626],45,0.831157689872273,[-3.350612   -1.26296626],24,0.831157689872273,[-3.350612   -1.26296626],42,0.831157689872273,[-3.350612   -1.26296626],33,0.831157689872273,[-3.350612   -1.26296626],60,0.831157689872273,[-3.350612   -1.26296626],54,0.8311576898722748,[ 2.93257331 -1.26296621],36,0.8311576898722748,[ 2.93257331 -1.26296621],36
graphs/new/nodes_10/depth_3//5.gml,0.8366928296839726,[ 1.37763613 -0.33146313],32.0,0.8366928511282754,[ 4.51933254 -1.90223643],30,0.8645708095299017,[0.18114595 2.8654777 ],45,0.8645708095299017,[0.18114595 2.8654777 ],33,0.8645708095299071,[ 3.32273872 -1.84691125],48,0.8645708095299071,[ 3.32273872 -1.84691125],33,0.8645708095299112,[-6.10203929  1.29468137],72,0.8645708095299112,[-6.10203929  1.29468137],27,0.8645708095299112,[-6.10203929  1.29468137],72,0.8645708095299112,[-6.10203929  1.29468137],24
graphs/new/nodes_10/depth_3//6.gml,0.7237482058466801,[ 2.88421332 -1.2034765 ],37.0,0.7237482336447428,[-2.88431832 -1.93814913],36,0.7237482336447428,[-2.88431832 -1.93814913],30,0.7237482336447428,[-2.88431832 -1.93814913],30,0.7237482336447428,[-2.88431832 -1.93814913],36,0.723748233644747,[ 2.8843183  -1.20344352],48,0.723748233644747,[ 2.8843183  -1.20344352],30,0.723748233644747,[ 2.8843183  -1.20344352],66,0.723748233644747,[ 2.8843183  -1.20344352],24,0.723748233644747,[ 2.8843183  -1.20344352],27
graphs/new/nodes_10/depth_3//7.gml,0.7846790468764766,[ 1.76121504 -1.18135856],36.0,0.7846790468764766,[ 1.76121504 -1.18135856],48,0.7846790468764766,[ 1.76121504 -1.18135856],27,0.8645539552413886,[-2.94836648  1.27806337],33,0.8645539552413886,[-2.94836648  1.27806337],33,0.8645539552413886,[-2.94836648  1.27806337],42,0.8645539552413886,[-2.94836648  1.27806337],33,0.8645539552413886,[-2.94836648  1.27806337],27,0.8645539552413886,[-2.94836648  1.27806337],45,0.8645539552413886,[-2.94836648  1.27806337],36
graphs/new/nodes_10/depth_3//8.gml,0.6916765854799125,[1.29275922 2.05692019],38.0,0.7865041345678889,[-0.22960218  1.90490323],30,0.7865041345678981,[-2.91199056 -0.33410698],78,0.7865041345678981,[-2.91199056 -0.33410698],15,0.7865041345678981,[-2.91199056 -0.33410698],33,0.7865041345678981,[-2.91199056 -0.33410698],30,0.7865041345678981,[-2.91199056 -0.33410698],45,0.7865041345679001,[ 0.22960212 -0.33410699],87,0.7865041345679001,[ 0.22960212 -0.33410699],36,0.7865041345679001,[ 0.22960212 -0.33410699],75
graphs/new/nodes_10/depth_3//9.gml,0.8430165026484149,[ 2.92948742 -2.84044673],37.0,0.8430165202603309,[ 0.21204509 -3.4428248 ],54,0.8430165202603309,[ 0.21204509 -3.4428248 ],39,0.8430165202603309,[ 0.21204509 -3.4428248 ],39,0.8430165202603309,[ 0.21204509 -3.4428248 ],33,0.8430165202603309,[ 0.21204509 -3.4428248 ],45,0.8430165202603339,[ 0.21204509 -0.30123215],54,0.8430165202603339,[ 0.21204509 -0.30123215],33,0.8430165202603339,[ 0.21204509 -0.30123215],42,0.8430165202603339,[ 0.21204509 -0.30123215],42
