path,p_1,p_1_angles,p_1_nfev,p_2,p_2_angles,p_2_nfev
graphs/main/nodes_9/depth_3//59.gml,0.7869697343423101,[ 0.2 -0.2],24,0.8670380174938418,[ 0.15408511 -0.3417785   0.35328272 -0.20197876],68
graphs/main/nodes_9/depth_3//60.gml,0.8018985668271167,[ 0.2 -0.2],21,0.865221793276175,[-0.2119741   0.36802919 -0.36935429  0.1960828 ],62
graphs/main/nodes_9/depth_3//61.gml,0.7639111545183297,[ 0.22464784 -0.24391231],24,0.8284315270340366,[-0.21592367  0.39359456 -0.3380658   0.23835714],56
graphs/main/nodes_9/depth_3//62.gml,0.8293925041548619,[ 0.21854979 -0.2839325 ],24,0.909432691842809,[ 0.16015652 -0.38700191  0.41196565 -0.27937234],63
graphs/main/nodes_9/depth_3//63.gml,0.8544759064483219,[ 0.28033173 -0.33991047],21,0.9015724649033295,[ 0.10398263 -0.33160706  0.28908959 -0.28282646],57
graphs/main/nodes_9/depth_3//64.gml,0.7495387766477982,[ 0.20233411 -0.32150223],21,0.8085458635634293,[ 0.17942027 -0.45655671  0.29897975 -0.29872096],61
graphs/main/nodes_9/depth_3//65.gml,0.7898513646631289,[ 0.18840669 -0.21211485],18,0.850673706903188,[ 0.18597626 -0.31560237  0.32325615 -0.17654801],62
graphs/main/nodes_9/depth_3//66.gml,0.8389191102146802,[ 0.22826604 -0.34490134],19,0.8908073988461653,[ 0.1463316  -0.41536455  0.41247728 -0.25352992],72
graphs/main/nodes_9/depth_3//67.gml,0.841044344470357,[ 0.2 -0.2],18,0.8537527256284447,[ 0.20225402 -0.22533541  0.18340773 -0.16775005],68
graphs/main/nodes_9/depth_3//68.gml,0.8369879414461264,[ 0.27182132 -0.29911865],22,0.881373659616055,[ 0.12716889 -0.33165809  0.32461117 -0.15054767],58
graphs/main/nodes_9/depth_3//69.gml,0.8151811309559326,[ 0.27888676 -0.3120281 ],24,0.8644302188858591,[ 0.11905022 -0.42429125  0.37441961 -0.2139796 ],61
graphs/main/nodes_9/depth_3//70.gml,0.8493119883044334,[ 0.24738846 -0.29949927],21,0.8906771523329917,[ 0.1178329  -0.31426396  0.34958756 -0.2549416 ],63
graphs/main/nodes_9/depth_3//71.gml,0.8396054045425194,[ 0.24994062 -0.23873047],18,0.881318353448143,[ 0.1005937  -0.32684665  0.35733126 -0.20836069],69
graphs/main/nodes_9/depth_3//72.gml,0.8146963030097061,[ 0.2 -0.2],18,0.8731278976423569,[ 0.16854941 -0.40969701  0.39197477 -0.21308657],70
graphs/main/nodes_9/depth_3//73.gml,0.8759742383263739,[-0.18035018  0.33879477],19,0.8933807045664162,[-0.25032211 -1.25720611 -1.3704168  -1.00671195],64
graphs/main/nodes_9/depth_3//74.gml,0.8015064380168694,[ 0.2799651  -0.36604023],27,0.8658589939185491,[ 0.18024956 -0.37652177  0.40207213 -0.23123083],63
graphs/main/nodes_9/depth_3//75.gml,0.8276169652238902,[ 0.2 -0.2],18,0.8525399993091786,[ 0.09227409 -0.46821516  0.42321367 -0.18235789],57
graphs/main/nodes_9/depth_3//76.gml,0.7889002487344182,[ 0.23043772 -0.34990741],22,0.842069785443822,[ 0.21869718 -0.41970514  0.32067704 -0.22088462],57
graphs/main/nodes_9/depth_3//77.gml,0.7704478764179247,[ 0.30136967 -0.34167134],27,0.8524917689701313,[ 0.20247697 -0.42769959  0.31429309 -0.2812031 ],69
graphs/main/nodes_9/depth_3//78.gml,0.872663706877402,[ 0.2 -0.2],21,0.8967014763304969,[ 0.22173153 -0.27232124  0.46014306 -0.11875616],58
graphs/main/nodes_9/depth_3//79.gml,0.7809507876280594,[ 0.29893316 -0.28515816],24,0.8530512566962175,[ 0.22351644 -0.45089373  0.44671088 -0.299412  ],60
graphs/main/nodes_9/depth_3//80.gml,0.8233100798352532,[ 0.20931804 -0.20403763],21,0.8922694228063089,[ 0.18051081 -0.33482898  0.33199518 -0.17342043],56
graphs/main/nodes_9/depth_3//81.gml,0.842665613899733,[ 0.2 -0.2],23,0.8746852408519691,[ 0.16772161 -0.31649256  0.27628212 -0.10858931],57
graphs/main/nodes_9/depth_3//82.gml,0.8263576690168338,[ 0.16866328 -0.26909384],21,0.8683723268191682,[ 0.19009855 -0.36545974  0.44083052 -0.14221357],68
graphs/main/nodes_9/depth_3//83.gml,0.7835478144242048,[ 0.2 -0.2],18,0.8444645643562709,[ 0.18983003 -0.32357685  0.35557593 -0.18850632],68
graphs/main/nodes_9/depth_3//84.gml,0.8318439982022967,[ 0.25566369 -0.22307623],18,0.8732133559227401,[ 0.1177199  -0.36550558  0.41251215 -0.14528675],69
graphs/main/nodes_9/depth_3//85.gml,0.8209394895997619,[ 0.2 -0.2],21,0.8870919231991446,[ 0.16247567 -0.34725821  0.30341769 -0.29326093],61
graphs/main/nodes_9/depth_3//86.gml,0.8528758224307356,[ 0.2 -0.2],20,0.8835887806024106,[ 0.16664903 -0.27149988  0.46036379 -0.25291671],72
graphs/main/nodes_9/depth_3//87.gml,0.7845580249238072,[ 0.20214837 -0.31962262],27,0.8727905305167999,[ 0.17067745 -0.49739309  0.35846739 -0.30136593],72
graphs/main/nodes_9/depth_3//88.gml,0.8375195554144701,[ 0.14127936 -0.32755704],18,0.8813220191252166,[-0.18218305  0.48171385 -0.37902134  0.18451025],67
graphs/main/nodes_9/depth_3//89.gml,0.7382537747241228,[ 0.26559179 -0.34330226],24,0.8206846930388141,[ 0.18263323 -0.424712    0.29549377 -0.19740405],60
graphs/main/nodes_9/depth_3//90.gml,0.7553754201348883,[ 0.28225574 -0.26517303],22,0.8121616595032505,[ 0.15420533 -0.32331811  0.35182612 -0.22697661],62
graphs/main/nodes_9/depth_3//91.gml,0.8456706000607811,[ 0.18270904 -0.34526357],18,0.8564525868199392,[ 0.2 -0.2  0.2 -0.2],68
graphs/main/nodes_9/depth_3//92.gml,0.8261646967136047,[ 0.2 -0.2],23,0.8362800251146125,[ 0.20876963 -0.21066557  0.62451253 -0.08607518],62
graphs/main/nodes_9/depth_3//93.gml,0.8602569532390831,[ 0.20891046 -0.21348425],21,0.8980118936950594,[ 0.2658539  -0.42409963  0.36232512 -0.22893921],64
graphs/main/nodes_9/depth_3//94.gml,0.8175161765835378,[ 0.2 -0.2],21,0.8723107836116284,[ 0.20503739 -0.29859716  0.40075537 -0.16176695],62
graphs/main/nodes_9/depth_3//95.gml,0.8589794291118972,[ 0.19808288 -0.3514692 ],18,0.906659967860826,[ 0.12416287 -0.43001461  0.39193647 -0.2104936 ],75
graphs/main/nodes_9/depth_3//96.gml,0.7952651440600972,[ 0.30018643 -0.34510854],24,0.8303721656910105,[ 0.21670531 -0.25452551  0.20310717 -0.21979986],64
graphs/main/nodes_9/depth_3//97.gml,0.8178638476647091,[ 0.24244593 -0.33454125],21,0.8783049055340645,[ 0.14553191 -0.3698923   0.30575445 -0.29261468],62
graphs/main/nodes_9/depth_3//98.gml,0.8497405965006909,[-0.23990681 -1.31910376],21,0.9100143398235749,[ 0.140025   -0.38855482  0.32490131 -0.23242852],60
graphs/main/nodes_9/depth_3//99.gml,0.7958629149001928,[ 0.2437273  -0.37351076],27,0.8522978501575348,[ 0.14209487 -0.29666371  0.33390091 -0.25411018],58
graphs/main/nodes_9/depth_3//100.gml,0.8492046301481313,[-0.23776297  0.31898167],18,0.9071126324223371,[ 0.18770084 -0.36938628  0.31553477 -0.20733676],56
graphs/main/nodes_9/depth_3//101.gml,0.8435908567897437,[ 0.2 -0.2],24,0.9132974078932021,[ 0.16021814 -0.43127928  0.2657339  -0.29533156],56
graphs/main/nodes_9/depth_3//102.gml,0.8188888278652866,[ 0.2 -0.2],21,0.8740736843948782,[ 0.23283238 -0.33667817  0.32920871 -0.11785236],62
graphs/main/nodes_9/depth_3//103.gml,0.8026773698525914,[ 0.2 -0.2],24,0.8859608470606458,[ 0.17344642 -0.50875491  0.37295563  1.29672544],56
graphs/main/nodes_9/depth_3//104.gml,0.8177077096001836,[ 0.2 -0.2],21,0.8714650728210068,[ 0.1700702  -0.29439005  0.35866978 -0.24180886],173
graphs/main/nodes_9/depth_3//105.gml,0.8362109798493156,[-0.17923473 -1.26588593],19,0.8507652127064138,[-0.24592611  0.13962952  0.65714418 -0.26474041],68
graphs/main/nodes_9/depth_3//106.gml,0.8273561817821897,[ 0.20083317 -0.3455156 ],21,0.8678491693655298,[ 0.19895251 -0.30403928  0.39665903 -0.26092186],55
graphs/main/nodes_9/depth_3//107.gml,0.8648687783968253,[ 0.18055502 -0.36314657],21,0.9112433933825643,[ 0.12924717 -0.34118687  0.40435893 -0.18167351],61
graphs/main/nodes_9/depth_3//108.gml,0.7729498045012825,[0.23927822 1.23844252],21,0.8334140225962824,[ 0.22730911 -0.45705211  0.31344552  1.30684326],62
graphs/main/nodes_9/depth_3//109.gml,0.8175103126858213,[0.27032884 1.23619581],24,0.8380170026853967,[ 0.2 -0.2  0.2 -0.2],63
graphs/main/nodes_9/depth_3//110.gml,0.8392654983820932,[-0.14109456  0.27155459],21,0.8975614781364206,[ 0.15491852 -0.37170443  0.36573258 -0.14842357],62
graphs/main/nodes_9/depth_3//111.gml,0.758699198570464,[ 0.27544561 -0.40630024],24,0.8281856304612231,[ 0.2125256  -0.41859867  0.38686245 -0.20120263],62
graphs/main/nodes_9/depth_3//112.gml,0.7140067637071759,[ 0.29164613 -0.32522035],25,0.7978073834517724,[ 0.18614901 -0.51902339  0.42765586 -0.37904749],75
graphs/main/nodes_9/depth_3//113.gml,0.7569353508661121,[ 0.24318188 -0.26786133],21,0.8230441530024285,[ 0.21261512 -0.50535847  0.33639448 -0.29929935],75
graphs/main/nodes_9/depth_3//114.gml,0.845129672818001,[-0.20736975  0.28259466],24,0.8813814209883243,[ 0.22140394 -0.45431077  0.32033177 -0.34047351],64
graphs/main/nodes_9/depth_3//115.gml,0.8262651876718717,[ 0.24026785 -0.32414847],21,0.8696821185786775,[ 0.1751739  -0.53535988  0.38621023 -0.31155106],73
graphs/main/nodes_9/depth_3//116.gml,0.802759975959122,[ 0.16952492 -0.38189823],18,0.8287408754631972,[ 0.2 -0.2  0.2 -0.2],57
graphs/main/nodes_9/depth_3//117.gml,0.8115907646121059,[ 0.21023381 -0.33549345],23,0.8438052396498484,[ 0.17119846 -0.27332639  0.34122871 -0.2751937 ],74
graphs/main/nodes_9/depth_3//118.gml,0.841991816160647,[ 0.2349393  -0.34918936],18,0.8952616349093937,[ 0.14642902 -0.41138276  0.41354896 -0.26082413],70
graphs/main/nodes_9/depth_3//119.gml,0.8218241544736478,[ 0.2 -0.2],20,0.8240296405938019,[ 0.2 -0.2  0.2 -0.2],62
graphs/main/nodes_9/depth_3//120.gml,0.7645870182206089,[ 0.24543679 -0.36999401],24,0.8197871083312175,[ 0.26363888 -0.37489817  0.36523004 -0.25818433],61
graphs/main/nodes_9/depth_3//121.gml,0.819163623984703,[ 0.20104454 -0.33060513],21,0.8724301076213068,[ 0.20534081 -0.37913848  0.35125196 -0.23578977],62
graphs/main/nodes_9/depth_3//122.gml,0.7397819628378863,[ 0.17788188 -0.38857448],24,0.8282038199856925,[ 0.14343332 -0.46942784  0.30344299 -0.33680229],80
graphs/main/nodes_9/depth_3//123.gml,0.8188915626361545,[ 0.13895549 -0.29570186],21,0.8783157121003176,[ 0.17469066 -0.33888693  0.40790534 -0.17978263],63
graphs/main/nodes_9/depth_3//124.gml,0.7644883019559756,[ 0.23971526 -0.32585037],24,0.8433145294921326,[ 0.1727451  -0.47114164  0.33294328 -0.34160048],79
graphs/main/nodes_9/depth_3//125.gml,0.8139608817615656,[0.21892855 1.22288022],21,0.865193587938781,[ 0.20677441 -0.44756791  0.41046493 -0.23226277],68
graphs/main/nodes_9/depth_3//126.gml,0.8010993649833619,[ 0.19086461 -0.33569408],21,0.8538386665549387,[ 0.14512913 -0.50149129  0.3551484  -0.33422022],56
graphs/main/nodes_9/depth_3//127.gml,0.8724015232734851,[ 0.1986738 -0.3265397],24,0.9158025851074374,[ 0.12421176 -0.46735346  0.34232437 -0.25919036],70
graphs/main/nodes_9/depth_3//128.gml,0.8150627704641058,[ 0.24058199 -0.32200373],21,0.8438757061982025,[ 0.24522636 -0.31895993  0.32070132 -0.27899677],56
graphs/main/nodes_9/depth_3//129.gml,0.8022147461385216,[ 0.21966689 -0.212902  ],18,0.8305173201236794,[ 0.11567023 -0.29749011  0.46773656 -0.27038846],60
graphs/main/nodes_9/depth_3//130.gml,0.8467623417396893,[ 0.18017649 -0.29342012],18,0.8869200998929727,[ 0.11706159 -0.42464905  0.34619857 -0.24377761],71
graphs/main/nodes_9/depth_3//131.gml,0.8464134180037239,[ 0.26055899 -0.2984617 ],21,0.9072526043529929,[ 0.14569916 -0.32919874  0.33175567 -0.19665627],63
graphs/main/nodes_9/depth_3//132.gml,0.7985651703812461,[ 0.2 -0.2],18,0.857712455366683,[ 0.20396334 -0.33682899  0.39222101 -0.21943576],69
graphs/main/nodes_9/depth_3//133.gml,0.7944256298882352,[ 0.17740944 -0.3026761 ],18,0.8076621637645947,[ 0.2 -0.2  0.2 -0.2],58
graphs/main/nodes_9/depth_3//134.gml,0.8083731481352296,[ 0.2394652  -0.35602707],24,0.8495631487774165,[ 0.16490397 -0.3500292   0.3412596  -0.12066961],56
graphs/main/nodes_9/depth_3//135.gml,0.7785247689694375,[0.25057361 1.25580538],24,0.8586750032091949,[ 0.18051827 -0.42606532  0.35234268 -0.31383618],71
graphs/main/nodes_9/depth_3//136.gml,0.8434762194874587,[-0.22316971  0.28714102],22,0.8720626246215598,[ 0.2529504  -0.32060419  0.45244445 -0.17894601],57
graphs/main/nodes_9/depth_3//137.gml,0.8190637459080546,[ 0.2 -0.2],21,0.8443454102217938,[ 0.2 -0.2  0.2 -0.2],69
graphs/main/nodes_9/depth_3//138.gml,0.8542342242922345,[ 0.25755904 -0.28475532],18,0.865375007373289,[ 0.16033822 -0.34443505  0.18189708 -0.06695733],61
graphs/main/nodes_9/depth_3//139.gml,0.821069822858939,[ 0.24917096 -0.36543881],21,0.8769078026229402,[ 0.12464267 -0.49189605  0.36136247 -0.24166699],57
graphs/main/nodes_9/depth_3//140.gml,0.8559970848458693,[ 0.24985651 -0.32693776],21,0.9142097534876201,[ 0.18060753 -0.37732348  0.42756959 -0.22172627],61
graphs/main/nodes_9/depth_3//141.gml,0.8174610145043681,[ 0.18960629 -0.2673411 ],24,0.8658464629647167,[ 0.19589509 -0.36090768  0.34672942 -0.27800025],76
graphs/main/nodes_9/depth_3//142.gml,0.7441834427482886,[ 0.26604914 -0.3904931 ],24,0.8389036843091131,[ 0.16584019 -0.50647049  0.33639479 -0.34720872],63
graphs/main/nodes_9/depth_3//143.gml,0.8438923552312128,[ 0.2 -0.2],18,0.8978925306059764,[ 0.18996983 -0.37861169  0.39748746 -0.28892918],75
graphs/main/nodes_9/depth_3//144.gml,0.7956328982887302,[ 0.2 -0.2],23,0.8388641544914591,[ 0.1432774  -0.33541419  0.28048648 -0.19857383],62
graphs/main/nodes_9/depth_3//145.gml,0.8176420362622346,[ 0.24419572 -0.38524052],21,0.8704920397301134,[ 0.24989666 -0.33924411  0.41640348 -0.23494624],63
graphs/main/nodes_9/depth_3//146.gml,0.8628525879745288,[ 0.14551268 -0.24318904],18,0.8996186561287853,[ 0.14970552 -0.39855529  0.26849511 -0.18367827],67
graphs/main/nodes_9/depth_3//147.gml,0.8794222827547199,[ 0.189684   -0.31632503],18,0.8952830246611738,[ 0.05833958 -0.38159283  0.36743568 -0.20592752],68
graphs/main/nodes_9/depth_3//148.gml,0.8163768137106611,[ 0.2 -0.2],19,0.8767536252616241,[ 0.15389679 -0.38518815  0.3575163  -0.27373559],71
graphs/main/nodes_9/depth_3//149.gml,0.8101896592128607,[ 0.18042084 -0.40750094],24,0.8766429267810417,[ 0.15130961 -0.4503588   0.33153984 -0.33662579],56
graphs/main/nodes_9/depth_3//150.gml,0.8027156700110276,[-0.2495331  -1.28508163],22,0.8226129741756125,[ 0.2 -0.2  0.2 -0.2],51
graphs/main/nodes_9/depth_3//151.gml,0.8350029090262278,[ 0.2 -0.2],18,0.9067023558664375,[ 0.18898    -0.39583892  0.3792196  -0.28407434],57
graphs/main/nodes_9/depth_3//152.gml,0.8554348544236875,[ 0.24079288 -0.34367736],27,0.8918912465715712,[ 0.14537847 -0.37885397  0.26895583 -0.20237933],72
graphs/main/nodes_9/depth_3//153.gml,0.7894599263724336,[ 0.19556407 -0.34879907],22,0.8507124808671003,[ 0.23674846 -0.40941731  0.34205689 -0.2997871 ],69
graphs/main/nodes_9/depth_3//154.gml,0.7887505374623547,[ 0.23208983 -0.30636865],24,0.8420915687837983,[ 0.16929095 -0.32418821  0.39186756 -0.22693464],60
graphs/main/nodes_9/depth_3//155.gml,0.8066920032290723,[ 0.29515517 -0.31369041],21,0.8586623744026989,[ 0.16208616 -0.42946732  0.45351994 -0.31415203],57
graphs/main/nodes_9/depth_3//156.gml,0.858512592159816,[ 0.15731638 -0.31431785],18,0.8908019398781051,[ 0.12921163 -0.3921549   0.34163168 -0.11130751],69
graphs/main/nodes_9/depth_3//157.gml,0.7987856179360091,[-0.24205366 -1.23129294],21,0.8644994631302961,[ 0.20610731 -0.45313178  0.35946976 -0.33581872],60
graphs/main/nodes_9/depth_3//158.gml,0.8416787214488752,[ 0.19340458 -0.21865479],18,0.9037322510781713,[ 0.13939193 -0.34938927  0.32947557 -0.25149379],63
