path,r_1,r_1_angles,r_2,r_2_angles,r_2_nfev,r_3,r_3_angles,r_3_nfev,r_4,r_4_angles,r_4_nfev,r_5,r_5_angles,r_5_nfev,r_6,r_6_angles,r_6_nfev,r_7,r_7_angles,r_7_nfev,r_8,r_8_angles,r_8_nfev,r_9,r_9_angles,r_9_nfev,r_10,r_10_angles,r_10_nfev
graphs/new/nodes_10/depth_3//0.gml,0.8857104116774834,[-2.95058619 -3.26942557 -0.41558256  0.26807344 -1.88283822 -1.69479746  3.48006968 -3.04694196  2.83419441  1.81495495  0.44251689 -1.6814334   0.3917237  -0.0798004 ],0.8857104116774834,[-2.95058619 -3.26942557 -0.41558256  0.26807344 -1.88283822 -1.69479746  3.48006968 -3.04694196  2.83419441  1.81495495  0.44251689 -1.6814334   0.3917237  -0.0798004 ],765,0.8857104116774834,[-2.95058619 -3.26942557 -0.41558256  0.26807344 -1.88283822 -1.69479746  3.48006968 -3.04694196  2.83419441  1.81495495  0.44251689 -1.6814334   0.3917237  -0.0798004 ],945,0.8857104116774834,[-2.95058619 -3.26942557 -0.41558256  0.26807344 -1.88283822 -1.69479746  3.48006968 -3.04694196  2.83419441  1.81495495  0.44251689 -1.6814334   0.3917237  -0.0798004 ],2820,0.9192489239476134,[-1.78493088  3.24532098 -2.80818794  0.47251308 -0.10709827 -1.12424539  1.80427009 -0.39649008  0.2869372  -0.19023958 -1.98727417 -1.40615224  1.29073186  0.09445449],3225,0.9192489239476134,[-1.78493088  3.24532098 -2.80818794  0.47251308 -0.10709827 -1.12424539  1.80427009 -0.39649008  0.2869372  -0.19023958 -1.98727417 -1.40615224  1.29073186  0.09445449],735,0.9319364391180066,[-2.97974988 -2.38713024 -0.02731352 -0.94709434  2.71132475 -2.14495673  3.19461472 -3.75680298 -2.00760536 -0.014805    1.6019705  -1.40395536 -1.16095824 -3.17744724],1500,0.9319364391180066,[-2.97974988 -2.38713024 -0.02731352 -0.94709434  2.71132475 -2.14495673  3.19461472 -3.75680298 -2.00760536 -0.014805    1.6019705  -1.40395536 -1.16095824 -3.17744724],1515,0.9319364391180066,[-2.97974988 -2.38713024 -0.02731352 -0.94709434  2.71132475 -2.14495673  3.19461472 -3.75680298 -2.00760536 -0.014805    1.6019705  -1.40395536 -1.16095824 -3.17744724],2295,0.9319364391180066,[-2.97974988 -2.38713024 -0.02731352 -0.94709434  2.71132475 -2.14495673  3.19461472 -3.75680298 -2.00760536 -0.014805    1.6019705  -1.40395536 -1.16095824 -3.17744724],2280
graphs/new/nodes_10/depth_3//1.gml,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],1200,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],1800,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],2610,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],3000,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],2355,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],1470,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],810,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],975,0.9656088915407957,[ 1.17220309e-01  1.13007983e+00 -1.88531456e+00 -9.00443183e-04  2.11933116e+00 -3.15600698e-01 -2.87582117e+00 -1.84113315e+00  3.99701827e-01 -2.50461115e+00  3.10685607e+00 -2.46694450e+00 -2.65535691e+00 -3.27655489e+00],1425
graphs/new/nodes_10/depth_3//2.gml,0.7758054405172264,[ 0.84595144  0.55619159 -0.33925187  2.27089106  2.36189624 -1.34652647 -2.17307269  1.90892874 -1.72392033  0.35885007  2.15244154  0.80860241  2.94090731 -0.55644684],0.7758054405172264,[ 0.84595144  0.55619159 -0.33925187  2.27089106  2.36189624 -1.34652647 -2.17307269  1.90892874 -1.72392033  0.35885007  2.15244154  0.80860241  2.94090731 -0.55644684],720,0.8845333037145859,[ 1.38158316 -1.40693998  0.37358876 -1.20930088 -0.25423063 -0.21827778  0.1922952   0.88534449 -0.42660474 -3.11883068  2.20101758 -1.83461863 -1.66464005  0.31562126],3105,0.8909499631892034,[-0.82301786  3.12838551 -0.68441041 -0.90732969 -3.03273824  1.1967052  -0.11220083 -2.66000253 -1.85036121 -2.98283491 -2.5539161  -3.32132806  1.26468101 -0.01495806],3045,0.9509362753214226,[ 1.5147451  -2.99867552 -1.33399065 -0.82972583  3.12169863 -0.9063554   2.65191334 -0.48884233  0.04728255 -2.29748125  2.75984602 -1.3658949  -0.38885313  1.70568881],3552,0.9509362753214226,[ 1.5147451  -2.99867552 -1.33399065 -0.82972583  3.12169863 -0.9063554   2.65191334 -0.48884233  0.04728255 -2.29748125  2.75984602 -1.3658949  -0.38885313  1.70568881],705,0.9537815336432728,[ 3.03852378 -2.71848536 -0.22085062  1.88050675 -0.2434412  -1.32308612 -0.92320608 -1.60126332  1.57134437 -1.58893043 -0.95663751  3.33312746 -0.38548092 -2.99352016],3642,0.9537815336432728,[ 3.03852378 -2.71848536 -0.22085062  1.88050675 -0.2434412  -1.32308612 -0.92320608 -1.60126332  1.57134437 -1.58893043 -0.95663751  3.33312746 -0.38548092 -2.99352016],2850,0.9537815336432728,[ 3.03852378 -2.71848536 -0.22085062  1.88050675 -0.2434412  -1.32308612 -0.92320608 -1.60126332  1.57134437 -1.58893043 -0.95663751  3.33312746 -0.38548092 -2.99352016],1350,0.9537815336432728,[ 3.03852378 -2.71848536 -0.22085062  1.88050675 -0.2434412  -1.32308612 -0.92320608 -1.60126332  1.57134437 -1.58893043 -0.95663751  3.33312746 -0.38548092 -2.99352016],1485
graphs/new/nodes_10/depth_3//3.gml,0.7808203267804842,[-1.31663804  3.35616354 -0.10578178  1.00814738  2.90288145 -0.88352981 -0.28180517  1.65117626  0.34168523 -2.0092408  -0.31505311 -2.27511137  0.04452961  2.41931961],0.7808203267804842,[-1.31663804  3.35616354 -0.10578178  1.00814738  2.90288145 -0.88352981 -0.28180517  1.65117626  0.34168523 -2.0092408  -0.31505311 -2.27511137  0.04452961  2.41931961],990,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],3645,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],1425,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],960,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],2307,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],2890,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],1500,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],2775,0.9563352864736168,[-2.95291726 -0.0973473   2.70007412 -0.49496802  0.06804007 -0.60047097  2.69959322  2.57681154  0.04330823  0.87193911 -0.89287208  0.04588696  0.44657824 -2.97583764],1620
graphs/new/nodes_10/depth_3//4.gml,0.7248176348126916,[ 2.46425513  0.59230137  1.04205221  0.06841648  2.35440193  0.85508797  2.75874635 -3.01144017 -2.51541295  1.50429771  1.2430116   0.8998973  -1.00569534 -0.68916854],0.7336742019444552,[-1.93704699 -2.28632837  1.91358247  2.16504958  0.48611661  1.01634719 -1.7914566   2.56105609  1.75919779 -0.38253808 -2.46531516 -2.17379987  2.66591573 -1.11767308],840,0.7635656029043931,[-0.81019827  3.09761771 -2.58302148 -1.79737532  0.35071075  0.64083972 -0.4191436   0.21211886 -2.10257066  0.9152008  -0.25076805  0.42945766 -1.74719019 -1.31120987],1410,0.9417522838520064,[-1.74096994 -1.42322548  1.93829931  0.67676955  2.92231382  3.00458842  3.28569304 -0.84159261  1.75458761 -3.06813443  0.86690578 -2.13839879 -3.08245898 -0.78396458],2445,0.9417522838520064,[-1.74096994 -1.42322548  1.93829931  0.67676955  2.92231382  3.00458842  3.28569304 -0.84159261  1.75458761 -3.06813443  0.86690578 -2.13839879 -3.08245898 -0.78396458],2430,0.9417522838520064,[-1.74096994 -1.42322548  1.93829931  0.67676955  2.92231382  3.00458842  3.28569304 -0.84159261  1.75458761 -3.06813443  0.86690578 -2.13839879 -3.08245898 -0.78396458],1500,0.9489041424750964,[ 3.01386047 -2.67683063 -0.33252301 -3.7816419  -1.76567149  1.61128971 -1.30038047 -0.50320378 -0.44214952 -1.35055379  0.87159392  0.06300145 -2.74207292  1.65494025],1740,0.9489041424750964,[ 3.01386047 -2.67683063 -0.33252301 -3.7816419  -1.76567149  1.61128971 -1.30038047 -0.50320378 -0.44214952 -1.35055379  0.87159392  0.06300145 -2.74207292  1.65494025],1125,0.9489041424750964,[ 3.01386047 -2.67683063 -0.33252301 -3.7816419  -1.76567149  1.61128971 -1.30038047 -0.50320378 -0.44214952 -1.35055379  0.87159392  0.06300145 -2.74207292  1.65494025],705,0.9489041424750964,[ 3.01386047 -2.67683063 -0.33252301 -3.7816419  -1.76567149  1.61128971 -1.30038047 -0.50320378 -0.44214952 -1.35055379  0.87159392  0.06300145 -2.74207292  1.65494025],2550
graphs/new/nodes_10/depth_3//5.gml,0.7892180464522668,[-0.41819648  2.49285406  1.67610801  1.68091737 -1.38664373 -2.34174288 -1.79427807 -0.69051987 -2.10179956  0.79874598  0.86088434 -2.33619295 -0.60617307  0.70760147],0.7946074255270269,[-0.85095198  0.7083012  -0.8993547  -2.43252731  0.7482577   1.54050482  3.30313592 -2.41792883  2.40316116 -1.06775874  1.60074584 -0.72884778 -2.23282072  2.40124932],1185,0.9460039833861478,[ 1.45525283  1.10349335  1.29721883 -3.42567853  1.64730049  2.34472971 -0.15106552  3.0696734   1.77801829  2.30779844 -1.63068802 -0.6085351   1.1319084   0.16634883],2340,0.9481278862137776,[-1.73635245 -3.29648208 -2.69760679 -1.71080171 -0.16898499  1.83414425 -1.37382459 -1.11503609 -0.04967098 -3.94462442  2.55224263 -1.49531534 -2.05924969  1.42135399],1590,0.9481278862137776,[-1.73635245 -3.29648208 -2.69760679 -1.71080171 -0.16898499  1.83414425 -1.37382459 -1.11503609 -0.04967098 -3.94462442  2.55224263 -1.49531534 -2.05924969  1.42135399],675,0.9481278862137776,[-1.73635245 -3.29648208 -2.69760679 -1.71080171 -0.16898499  1.83414425 -1.37382459 -1.11503609 -0.04967098 -3.94462442  2.55224263 -1.49531534 -2.05924969  1.42135399],1035,0.9481278862137776,[-1.73635245 -3.29648208 -2.69760679 -1.71080171 -0.16898499  1.83414425 -1.37382459 -1.11503609 -0.04967098 -3.94462442  2.55224263 -1.49531534 -2.05924969  1.42135399],675,0.9481278862137776,[-1.73635245 -3.29648208 -2.69760679 -1.71080171 -0.16898499  1.83414425 -1.37382459 -1.11503609 -0.04967098 -3.94462442  2.55224263 -1.49531534 -2.05924969  1.42135399],3027,0.9481278862137776,[-1.73635245 -3.29648208 -2.69760679 -1.71080171 -0.16898499  1.83414425 -1.37382459 -1.11503609 -0.04967098 -3.94462442  2.55224263 -1.49531534 -2.05924969  1.42135399],2325,0.9613639564006121,[ 1.40029406  1.46169492  0.41028373 -1.75533104 -1.64697048 -0.41790707 -1.5022901   1.75536874 -1.27194575 -2.50809317  3.10517033  2.20230125 -2.66808612 -0.14860752],1455
graphs/new/nodes_10/depth_3//6.gml,0.9334878934721538,[ 2.94812006 -1.45083024 -2.68411561 -2.46216821  3.26048984  1.42482627 -3.42072389 -1.19064489  1.35733047 -1.55840482  2.25800924  2.91425007  2.66480503 -3.03581096],0.9334878934721538,[ 2.94812006 -1.45083024 -2.68411561 -2.46216821  3.26048984  1.42482627 -3.42072389 -1.19064489  1.35733047 -1.55840482  2.25800924  2.91425007  2.66480503 -3.03581096],1950,0.9334878934721538,[ 2.94812006 -1.45083024 -2.68411561 -2.46216821  3.26048984  1.42482627 -3.42072389 -1.19064489  1.35733047 -1.55840482  2.25800924  2.91425007  2.66480503 -3.03581096],1650,0.9525658376471576,[ 0.13915817 -2.22651043  0.35583642 -1.68061154 -0.45039701 -1.06628053 -0.31056002  0.4426385   1.97096761  3.12546408 -3.96125293 -3.13088765  1.66692385  0.25288326],1785,0.9525658376471576,[ 0.13915817 -2.22651043  0.35583642 -1.68061154 -0.45039701 -1.06628053 -0.31056002  0.4426385   1.97096761  3.12546408 -3.96125293 -3.13088765  1.66692385  0.25288326],1770,0.9525658376471576,[ 0.13915817 -2.22651043  0.35583642 -1.68061154 -0.45039701 -1.06628053 -0.31056002  0.4426385   1.97096761  3.12546408 -3.96125293 -3.13088765  1.66692385  0.25288326],2085,0.9913215627175436,[-0.19013831  2.77866471  0.09228689  1.09877956 -3.44758308  0.50560833  2.89538349  0.44732373  2.82238906 -2.10601396  0.04988371  0.91843792  2.76358013  0.14962561],3195,0.9913215627175436,[-0.19013831  2.77866471  0.09228689  1.09877956 -3.44758308  0.50560833  2.89538349  0.44732373  2.82238906 -2.10601396  0.04988371  0.91843792  2.76358013  0.14962561],1200,0.9913215627175436,[-0.19013831  2.77866471  0.09228689  1.09877956 -3.44758308  0.50560833  2.89538349  0.44732373  2.82238906 -2.10601396  0.04988371  0.91843792  2.76358013  0.14962561],915,0.9913215627175436,[-0.19013831  2.77866471  0.09228689  1.09877956 -3.44758308  0.50560833  2.89538349  0.44732373  2.82238906 -2.10601396  0.04988371  0.91843792  2.76358013  0.14962561],1845
graphs/new/nodes_10/depth_3//7.gml,0.7678363048757463,[ 0.19660778 -1.68921622 -1.06230634 -2.47272939  2.01682452  2.63820528  0.17854724 -1.94562395  0.25364406  0.67905223  0.4117882   0.84872242  2.42621371  0.84173529],0.770845842207433,[-1.77182608  1.30307341 -1.16238499  0.59711874 -2.49051975  1.07792395 -0.26786188  1.29671541  0.92566884  1.05409747  1.52311086  2.32479133 -2.78702181  1.90383228],720,0.7734015378567851,[ 2.13628447  0.41581491 -2.70737031 -2.1298555   0.75256858  1.0658996   0.71520336 -1.39005189 -1.20145654  2.69300658  1.60686867  2.17381296 -2.91369233 -2.19831452],1080,0.7734015378567851,[ 2.13628447  0.41581491 -2.70737031 -2.1298555   0.75256858  1.0658996   0.71520336 -1.39005189 -1.20145654  2.69300658  1.60686867  2.17381296 -2.91369233 -2.19831452],1455,0.946570907292208,[-3.00661865  2.66641029  1.70849652  3.41100733 -0.17122281  0.71423617 -3.11964758 -0.85487894  0.24456694  2.95786142  1.63820691 -0.32303409 -2.77692866 -3.30705031],1305,0.9707829813983126,[ 2.98836955 -1.47572023  0.30242662 -1.91291939 -1.37170484  1.55493002 -1.47201431 -0.99116554 -0.03594472 -2.50421148  0.3959077  -1.76642885  0.3784068  -0.13486593],2333,0.9707829813983126,[ 2.98836955 -1.47572023  0.30242662 -1.91291939 -1.37170484  1.55493002 -1.47201431 -0.99116554 -0.03594472 -2.50421148  0.3959077  -1.76642885  0.3784068  -0.13486593],1215,0.9707829813983126,[ 2.98836955 -1.47572023  0.30242662 -1.91291939 -1.37170484  1.55493002 -1.47201431 -0.99116554 -0.03594472 -2.50421148  0.3959077  -1.76642885  0.3784068  -0.13486593],1305,0.9707829813983126,[ 2.98836955 -1.47572023  0.30242662 -1.91291939 -1.37170484  1.55493002 -1.47201431 -0.99116554 -0.03594472 -2.50421148  0.3959077  -1.76642885  0.3784068  -0.13486593],615,0.9707829813983126,[ 2.98836955 -1.47572023  0.30242662 -1.91291939 -1.37170484  1.55493002 -1.47201431 -0.99116554 -0.03594472 -2.50421148  0.3959077  -1.76642885  0.3784068  -0.13486593],2340
graphs/new/nodes_10/depth_3//8.gml,0.8412572478460427,[-0.8948701   0.76838054  1.57618902  2.34659598 -0.7755658  -1.05530417 -1.81726396 -3.59690687 -0.43721835 -2.97902574  2.04311846 -0.15365673  1.20596981 -1.98076793],0.932497571890376,[-0.23909277 -0.34574217  0.09889914  2.40344479 -0.22182248  2.27537623 -3.04826927  2.76536368 -0.46519604 -1.39895476 -2.18544135 -1.61240559 -0.43685937 -1.68981131],1755,0.932497571890376,[-0.23909277 -0.34574217  0.09889914  2.40344479 -0.22182248  2.27537623 -3.04826927  2.76536368 -0.46519604 -1.39895476 -2.18544135 -1.61240559 -0.43685937 -1.68981131],975,0.9335326092878448,[-1.7339038   1.44206775 -2.9426103  -0.31877615  1.70123498 -0.10911175 -0.43587454  1.10487034 -3.06730277 -2.14922367 -3.50642952  1.8808341   2.79751995 -1.39689026],1260,0.9335326092878448,[-1.7339038   1.44206775 -2.9426103  -0.31877615  1.70123498 -0.10911175 -0.43587454  1.10487034 -3.06730277 -2.14922367 -3.50642952  1.8808341   2.79751995 -1.39689026],2025,0.9335326092878448,[-1.7339038   1.44206775 -2.9426103  -0.31877615  1.70123498 -0.10911175 -0.43587454  1.10487034 -3.06730277 -2.14922367 -3.50642952  1.8808341   2.79751995 -1.39689026],660,0.9335326092878448,[-1.7339038   1.44206775 -2.9426103  -0.31877615  1.70123498 -0.10911175 -0.43587454  1.10487034 -3.06730277 -2.14922367 -3.50642952  1.8808341   2.79751995 -1.39689026],1725,0.9335326092878448,[-1.7339038   1.44206775 -2.9426103  -0.31877615  1.70123498 -0.10911175 -0.43587454  1.10487034 -3.06730277 -2.14922367 -3.50642952  1.8808341   2.79751995 -1.39689026],1950,0.9335326092878448,[-1.7339038   1.44206775 -2.9426103  -0.31877615  1.70123498 -0.10911175 -0.43587454  1.10487034 -3.06730277 -2.14922367 -3.50642952  1.8808341   2.79751995 -1.39689026],2205,0.9335326092878448,[-1.7339038   1.44206775 -2.9426103  -0.31877615  1.70123498 -0.10911175 -0.43587454  1.10487034 -3.06730277 -2.14922367 -3.50642952  1.8808341   2.79751995 -1.39689026],1815
graphs/new/nodes_10/depth_3//9.gml,0.886736085345607,[ 1.8675181  -0.01802546  1.09261357  1.76934141 -1.108525    1.99989229 -1.43523336  2.91980028  1.54858929  1.04593058  0.1489453  -0.39774052  3.16497384  0.63170924],0.886736085345607,[ 1.8675181  -0.01802546  1.09261357  1.76934141 -1.108525    1.99989229 -1.43523336  2.91980028  1.54858929  1.04593058  0.1489453  -0.39774052  3.16497384  0.63170924],645,0.9271101542826414,[ 0.20249194  2.20964622 -0.03250576  2.28282631 -1.21268386  3.09250001 -0.16323947  1.59475206 -2.17266315  0.24077362 -3.51817968 -2.97363012  3.86256385  1.47351511],1680,0.9283075793202484,[-1.78922353  0.04425466  0.2283831  -0.56803379  0.94139351  1.5749882  -2.63580864 -2.72416481  2.79016335 -2.12808262  0.04589467 -2.26665875 -0.51167341  1.71028482],1305,0.9283075793202484,[-1.78922353  0.04425466  0.2283831  -0.56803379  0.94139351  1.5749882  -2.63580864 -2.72416481  2.79016335 -2.12808262  0.04589467 -2.26665875 -0.51167341  1.71028482],1410,0.9383407877800526,[-2.85198005  0.09726524 -1.90710389  3.07044752  1.76964447  0.93133241 -2.77528763  3.03391308  2.5932624  -1.33943655 -0.43812872 -1.40366905 -0.44467943  1.69369324],2520,0.9383407877800526,[-2.85198005  0.09726524 -1.90710389  3.07044752  1.76964447  0.93133241 -2.77528763  3.03391308  2.5932624  -1.33943655 -0.43812872 -1.40366905 -0.44467943  1.69369324],810,0.9410354561326664,[-2.97666727 -1.69832506  2.81312785 -1.2275994  -0.28921525  0.37103028 -3.96585528  1.59290064  0.46006609  1.69051971  0.48131005  1.41567406  3.69566309  1.47696691],2400,0.9410354561326664,[-2.97666727 -1.69832506  2.81312785 -1.2275994  -0.28921525  0.37103028 -3.96585528  1.59290064  0.46006609  1.69051971  0.48131005  1.41567406  3.69566309  1.47696691],1440,0.9410354561326664,[-2.97666727 -1.69832506  2.81312785 -1.2275994  -0.28921525  0.37103028 -3.96585528  1.59290064  0.46006609  1.69051971  0.48131005  1.41567406  3.69566309  1.47696691],1962
