,r_1,r_1_angles,r_1_nfev,r_2,r_2_angles,r_2_nfev,r_3,r_3_angles,r_3_nfev,r_4,r_4_angles,r_4_nfev,r_5,r_5_angles,r_5_nfev,r_6,r_6_angles,r_6_nfev,r_7,r_7_angles,r_7_nfev,r_8,r_8_angles,r_8_nfev,r_9,r_9_angles,r_9_nfev,r_10,r_10_angles,r_10_nfev
graphs/new/nodes_11/depth_3//23.gml,0.7872806856833893,[ 0.18394043 -0.28558789],38.0,0.7872806856833893,[ 0.18394043 -0.28558789],30,0.7872806856833893,[ 0.18394043 -0.28558789],57,0.7872806856833893,[ 0.18394043 -0.28558789],48,0.7872807503824839,[ 2.95773292 -1.28537562],45,0.7872807503824839,[ 2.95773292 -1.28537562],36,0.7872807503824839,[ 2.95773292 -1.28537562],36,0.7872807503824839,[ 2.95773292 -1.28537562],75,0.7872807503824839,[ 2.95773292 -1.28537562],33,0.7872807503824839,[ 2.95773292 -1.28537562],57
graphs/new/nodes_11/depth_3//24.gml,0.8411177244970812,[-0.19847813  1.86722312],34.0,0.8411177843594069,[2.94306324 1.86739517],42,0.8411177843594069,[2.94306324 1.86739517],39,0.8411177843594069,[2.94306324 1.86739517],39,0.8411177843594069,[2.94306324 1.86739517],30,0.8411177843594069,[2.94306324 1.86739517],36,0.8411177843594076,[ 2.94306318 -1.27419748],57,0.8411177843594076,[ 2.94306318 -1.27419748],42,0.8411177843594076,[ 2.94306318 -1.27419748],36,0.8411177843594076,[ 2.94306318 -1.27419748],33
graphs/new/nodes_11/depth_3//25.gml,0.7392606022034719,[-1.83777739  0.92845666],43.0,0.7392606038250582,[1.83772499 0.64234731],42,0.8518938986416312,[-2.92749703  2.82838894],51,0.8518938986416326,[ 3.35568827 -0.31320367],30,0.8518938986416326,[ 3.35568827 -0.31320367],27,0.8518938986416326,[ 3.35568827 -0.31320367],33,0.8518938986416326,[ 3.35568827 -0.31320367],21,0.851893898641633,[-0.21409561 -1.25759265],36,0.851893898641633,[-0.21409561 -1.25759265],27,0.851893898641633,[-0.21409561 -1.25759265],33
graphs/new/nodes_11/depth_3//26.gml,0.7329247732738257,[-1.75860129  1.06862402],39.0,0.8195793615634069,[ 0.18221612 -1.85463638],72,0.8195793615634069,[ 0.18221612 -1.85463638],30,0.8195793615634069,[ 0.18221612 -1.85463638],51,0.8195793615634069,[ 0.18221612 -1.85463638],51,0.8195793615634069,[ 0.18221612 -1.85463638],99,0.8195793615634069,[ 0.18221612 -1.85463638],24,0.8195793615634069,[ 0.18221612 -1.85463638],51,0.8195793615634069,[ 0.18221612 -1.85463638],78,0.8195793615634098,[-2.95937655  2.85775261],39
graphs/new/nodes_11/depth_3//27.gml,0.8762997543406137,[2.98372105 0.2527308 ],42.0,0.8762997543406137,[2.98372105 0.2527308 ],27,0.8762997543406137,[2.98372105 0.2527308 ],48,0.8762997543406137,[2.98372105 0.2527308 ],33,0.8762997543406137,[2.98372105 0.2527308 ],30,0.8762997819980057,[-0.15796785  1.8235493 ],30,0.8762997819980057,[-0.15796785  1.8235493 ],48,0.8762997819980057,[-0.15796785  1.8235493 ],66,0.8762997819980057,[-0.15796785  1.8235493 ],33,0.8762997819980057,[-0.15796785  1.8235493 ],66
graphs/new/nodes_11/depth_3//28.gml,0.8627476145702921,[ 0.17656682 -1.85076707],39.0,0.8627476145702921,[ 0.17656682 -1.85076707],30,0.8627476145702921,[ 0.17656682 -1.85076707],30,0.8627476145702921,[ 0.17656682 -1.85076707],30,0.8627476145702921,[ 0.17656682 -1.85076707],42,0.8627476145702921,[ 0.17656682 -1.85076707],36,0.8627476347965861,[-2.9649346  -1.85075971],33,0.8627476347965861,[-2.9649346  -1.85075971],135,0.8627476347965862,[-220.0881438    -6.00322192],216,0.8627476347965862,[-220.0881438    -6.00322192],75
graphs/new/nodes_11/depth_3//29.gml,0.7732390529646677,[ 1.35544206 -1.1361264 ],35.0,0.7732390638989264,[1.35535059 2.00550371],42,0.832747762655617,[15.89536725 29.55908283],96,0.8327477626556322,[2.95418857 0.28604736],45,0.8327477626556322,[2.95418857 0.28604736],33,0.8327477626556322,[2.95418857 0.28604736],108,0.8327477626556322,[2.95418857 0.28604736],156,0.8327477626556322,[2.95418857 0.28604736],161,0.8327477626556322,[2.95418857 0.28604736],33,0.8327477626556322,[2.95418857 0.28604736],27
graphs/new/nodes_11/depth_3//30.gml,0.7820127459999312,[1.32173526 0.82783991],41.0,0.7820127591121286,[-1.32184767  2.31366599],54,0.7820127591121304,[-1.81974499 -0.74286969],36,0.8428177999500733,[-0.17140636 -2.87491376],36,0.8428177999500733,[-0.17140636 -2.87491376],45,0.8428177999500733,[-0.17140636 -2.87491376],48,0.842817799950078,[ 0.17140635 -0.26667891],33,0.842817799950078,[ 0.17140635 -0.26667891],36,0.842817799950078,[ 0.17140635 -0.26667891],51,0.842817799950078,[ 0.17140635 -0.26667891],33
graphs/new/nodes_11/depth_3//31.gml,0.8417942539054541,[ 0.19158861 -0.29947516],35.0,0.8417942539054541,[ 0.19158861 -0.29947516],27,0.8417942953469327,[ 0.19168493 -0.29956592],33,0.8417942953469327,[ 0.19168493 -0.29956592],18,0.8417942953469327,[ 0.19168493 -0.29956592],108,0.8417942953469327,[ 0.19168493 -0.29956592],18,0.8417942953469367,[-6.09150044  2.84202669],111,0.8417942953469367,[-6.09150044  2.84202669],51,0.8417942953469367,[-6.09150044  2.84202669],63,0.8417942953469367,[-6.09150044  2.84202669],39
graphs/new/nodes_11/depth_3//32.gml,0.8288449368967629,[2.95919291 0.28128655],47.0,0.8288449497102729,[-0.18245902  0.28132829],57,0.8288449497102729,[-0.18245902  0.28132829],42,0.8288449497102729,[-0.18245902  0.28132829],120,0.8288449497102729,[-0.18245902  0.28132829],78,0.8288449497102729,[-0.18245902  0.28132829],63,0.8288449497102729,[-0.18245902  0.28132829],42,0.8288449497102729,[-0.18245902  0.28132829],72,0.8288449497102729,[-0.18245902  0.28132829],93,0.8288449497102729,[-0.18245902  0.28132829],27
graphs/new/nodes_11/depth_3//33.gml,0.7965009233024282,[0.2237709  1.25315781],46.0,0.7965009433893736,[-2.917901    1.25308003],51,0.7965009433893736,[-2.917901    1.25308003],27,0.7965009433893736,[-2.917901    1.25308003],33,0.7965009433893743,[2.91790104 0.31771628],60,0.7965009433893762,[2.91790102 1.88851259],36,0.7965009433893762,[2.91790102 1.88851259],30,0.7965009433893762,[2.91790102 1.88851259],30,0.7965009433893762,[2.91790102 1.88851259],33,0.7965009433893762,[2.91790102 1.88851259],39
graphs/new/nodes_11/depth_3//34.gml,0.7700104303053183,[1.75610694 2.05062938],40.0,0.8451717744179372,[ 2.97069938 -2.86973218],27,0.8451717744179372,[ 2.97069938 -2.86973218],27,0.8451717744179372,[ 2.97069938 -2.86973218],135,0.8451717744179372,[ 2.97069938 -2.86973218],36,0.8451717744179372,[ 2.97069938 -2.86973218],27,0.8451717744179372,[ 2.97069938 -2.86973218],15,0.8451717744179372,[ 2.97069938 -2.86973218],27,0.8451717744179372,[ 2.97069938 -2.86973218],30,0.8451717744179372,[ 2.97069938 -2.86973218],36
graphs/new/nodes_11/depth_3//35.gml,0.7337290762561626,[ 1.2746225  -0.51385084],44.0,0.7337290840012815,[-1.274738   -1.05694995],27,0.7337290840013792,[ 1.27473829 -2.0846435 ],69,0.7337290840013792,[ 1.27473829 -2.0846435 ],12,0.7337290840013792,[ 1.27473829 -2.0846435 ],33,0.7337290840013792,[ 1.27473829 -2.0846435 ],15,0.8238390686664623,[-3.32672133 -1.28072905],39,0.8238390686664646,[-2.95646396  2.85152536],36,0.8238390686664657,[-0.18512872 -2.8515254 ],36,0.8238390686664657,[-0.18512872 -2.8515254 ],18
graphs/new/nodes_11/depth_3//36.gml,0.699486117990387,[1.93245878 1.92193125],34.0,0.8075778141825621,[0.19100198 2.84063103],27,0.8075778141825752,[0.19100199 1.26983467],39,0.8075778141825752,[0.19100199 1.26983467],33,0.8075778141825752,[0.19100199 1.26983467],39,0.8075778141825752,[0.19100199 1.26983467],105,0.8075778141825752,[0.19100199 1.26983467],33,0.8075778141825752,[0.19100199 1.26983467],51,0.8075778141825752,[0.19100199 1.26983467],45,0.8075778141825752,[0.19100199 1.26983467],39
graphs/new/nodes_11/depth_3//37.gml,0.7427168465694666,[-1.70596915  2.85116798],37.0,0.8429993864903512,[-0.18089966 -2.85644155],63,0.8429993864903512,[-0.18089966 -2.85644155],75,0.8429993864903512,[-0.18089966 -2.85644155],63,0.8429993864903512,[-0.18089966 -2.85644155],42,0.8429993864903512,[-0.18089966 -2.85644155],57,0.8429993864903512,[-0.18089966 -2.85644155],123,0.8429993864903512,[-0.18089966 -2.85644155],18,0.8429993864903512,[-0.18089966 -2.85644155],39,0.8429993864903512,[-0.18089966 -2.85644155],33
graphs/new/nodes_11/depth_3//38.gml,0.816132175757543,[-1.35390388 -0.40976025],36.0,0.8161321889601619,[ 1.35385151 -2.73166639],42,0.8161321889601664,[ 1.35385167 -2.73166648],57,0.8695670371320179,[2.98039334 1.8328469 ],39,0.8695670371320179,[2.98039334 1.8328469 ],30,0.8695670371320179,[2.98039334 1.8328469 ],42,0.8695670371320179,[2.98039334 1.8328469 ],27,0.8695670371320179,[2.98039334 1.8328469 ],36,0.8695670371320179,[2.98039334 1.8328469 ],27,0.8695670371320179,[2.98039334 1.8328469 ],27
graphs/new/nodes_11/depth_3//39.gml,0.8269648956806579,[-2.93322817  1.25482805],34.0,0.8269649115387736,[2.93330918 0.31596584],63,0.8269649115387736,[2.93330918 0.31596584],54,0.8269649115387736,[2.93330918 0.31596584],36,0.8269649115387736,[2.93330918 0.31596584],39,0.8269649115387738,[0.20828346 1.25483046],33,0.8269649115387738,[0.20828346 1.25483046],30,0.8269649115387738,[0.20828346 1.25483046],36,0.8269649115387738,[0.20828346 1.25483046],45,0.8269649115387738,[0.20828346 1.25483046],27
graphs/new/nodes_11/depth_3//40.gml,0.8286070909899405,[ 0.19564817 -1.86845746],40.0,0.8286071088089458,[-0.19556251  1.86849857],27,0.8286071088089458,[-0.19556251  1.86849857],15,0.8286071088089458,[-0.19556251  1.86849857],36,0.8286071088089458,[-0.19556251  1.86849857],24,0.8286071088089574,[2.94603022 1.86849856],27,0.8286071088089574,[2.94603022 1.86849856],51,0.8286071088089574,[2.94603022 1.86849856],30,0.8286071088089574,[2.94603022 1.86849856],30,0.8286071088089574,[2.94603022 1.86849856],30
graphs/new/nodes_11/depth_3//41.gml,0.7164910204691259,[ 1.32077114 -2.11869639],40.0,0.8028670742817756,[-0.19811513  0.29928345],36,0.8028670742817756,[-0.19811513  0.29928345],36,0.8028670742817756,[-0.19811513  0.29928345],39,0.8028670742817756,[-0.19811513  0.29928345],33,0.8028670742817756,[-0.19811513  0.29928345],30,0.8028670742817756,[-0.19811513  0.29928345],81,0.8028670742817756,[-0.19811513  0.29928345],39,0.8028670742817756,[-0.19811513  0.29928345],36,0.8028670742817756,[-0.19811513  0.29928345],42
graphs/new/nodes_11/depth_3//42.gml,0.8084700661781291,[-0.20240556  0.30693621],40.0,0.8084700661781291,[-0.20240556  0.30693621],27,0.8084700661781291,[-0.20240556  0.30693621],36,0.8084700828476958,[ 3.34408297 -1.87769537],48,0.8084700828476958,[ 3.34408297 -1.87769537],87,0.8084700828476966,[ 0.20249032 -0.30689901],102,0.8084700828476966,[ 0.20249032 -0.30689901],60,0.8084700828476966,[ 0.20249032 -0.30689901],33,0.8084700828476966,[ 0.20249032 -0.30689901],33,0.8084700828476966,[ 0.20249032 -0.30689901],69
graphs/new/nodes_11/depth_3//43.gml,0.7911073201269557,[-0.20549499 -2.83840313],35.0,0.7911073201269557,[-0.20549499 -2.83840313],51,0.7911073201269557,[-0.20549499 -2.83840313],39,0.7911073201269557,[-0.20549499 -2.83840313],27,0.7911073550143612,[-0.20554204  3.44491498],39,0.7911073550143612,[-0.20554204  3.44491498],30,0.7911073550143612,[-0.20554204  3.44491498],18,0.7911073550143612,[-0.20554204  3.44491498],33,0.7911073550143612,[-0.20554204  3.44491498],48,0.7911073550143612,[-0.20554204  3.44491498],39
graphs/new/nodes_11/depth_3//44.gml,0.8324234483771084,[-2.94307233 -1.87499623],43.0,0.8324234655320285,[ 2.94301293 -1.26653116],51,0.8324234655320296,[-0.19857965 -2.83732749],42,0.8324234655320296,[-0.19857965 -2.83732749],51,0.8324234655320296,[-0.19857965 -2.83732749],57,0.8324234655320296,[-0.19857965 -2.83732749],75,0.8324234655320296,[-0.19857965 -2.83732749],63,0.8324234655320304,[-0.19857972  1.87506152],33,0.8324234655320304,[-0.19857972  1.87506152],48,0.8324234655320333,[ 0.19857967 -0.30426516],36
graphs/new/nodes_11/depth_3//45.gml,0.747466099853733,[-1.77518467  2.75013118],48.0,0.7820517394560631,[-0.19086736 -2.84346762],75,0.7820517394560631,[-0.19086736 -2.84346762],48,0.7820517394560645,[-3.33246001  3.43971773],33,0.7820517394560645,[-3.33246001  3.43971773],42,0.7820517394560645,[-3.33246001  3.43971773],48,0.7820517394560645,[-3.33246001  3.43971773],30,0.7820517394560645,[-3.33246001  3.43971773],39,0.7820517394560645,[-3.33246001  3.43971773],75,0.7820517394560645,[-3.33246001  3.43971773],66
graphs/new/nodes_11/depth_3//46.gml,0.7691662981097416,[ 1.7639752 -1.984924 ],44.0,0.8217926515951973,[ 2.96930846 -2.87183192],42,0.8217926515951973,[ 2.96930846 -2.87183192],42,0.8217926515951973,[ 2.96930846 -2.87183192],51,0.8217926515951973,[ 2.96930846 -2.87183192],27,0.8217926515951973,[ 2.96930846 -2.87183192],39,0.8217926515951973,[ 2.96930846 -2.87183192],39,0.8217926515951973,[ 2.96930846 -2.87183192],33,0.8217926515951973,[ 2.96930846 -2.87183192],48,0.8217926515951973,[ 2.96930846 -2.87183192],51
graphs/new/nodes_11/depth_3//47.gml,0.8112249219568897,[1.75114695 2.74496634],37.0,0.8579467242887854,[-0.15961575  3.40445051],69,0.8579467242887854,[-0.15961575  3.40445051],81,0.8579467242887854,[-0.15961575  3.40445051],57,0.8579467242887854,[-0.15961575  3.40445051],45,0.8579467242887902,[ 2.98197702 -2.8787347 ],54,0.8579467242887902,[ 2.98197702 -2.8787347 ],57,0.8579467242887902,[ 2.98197702 -2.8787347 ],60,0.8579467242888046,[-0.15961576 -1.30793835],45,0.8579467242888046,[-0.15961576 -1.30793835],33
