,r_1,r_1_angles,r_1_nfev,r_2,r_2_angles,r_2_nfev,r_3,r_3_angles,r_3_nfev,r_4,r_4_angles,r_4_nfev,r_5,r_5_angles,r_5_nfev,r_6,r_6_angles,r_6_nfev,r_7,r_7_angles,r_7_nfev,r_8,r_8_angles,r_8_nfev,r_9,r_9_angles,r_9_nfev,r_10,r_10_angles,r_10_nfev
graphs/new/nodes_9/depth_3//0.gml,0.7477384005752236,[-1.81138071  0.49415794],40.0,0.7477384041973077,[-1.33029506  1.07657057],30,0.7477384041973077,[-1.33029506  1.07657057],72,0.7477384041973126,[-1.33029499 -2.06502225],96,0.7477384041973126,[-1.33029499 -2.06502225],36,0.7477384041973126,[-1.33029499 -2.06502225],33,0.7477384041973126,[-1.33029499 -2.06502225],57,0.7477384041973126,[-1.33029499 -2.06502225],33,0.7477384041973126,[-1.33029499 -2.06502225],51,0.7477384041973126,[-1.33029499 -2.06502225],45
graphs/new/nodes_9/depth_3//1.gml,0.8346399918138562,[1.81659859 2.75633434],40.0,0.8633556523987234,[ 3.34336054 -0.28622585],63,0.8633556523987234,[ 3.34336054 -0.28622585],45,0.8633556523987234,[ 3.34336054 -0.28622585],39,0.8633556523987234,[ 3.34336054 -0.28622585],33,0.8633556523987236,[ 0.20176788 -1.85702216],51,0.8633556523987236,[ 0.20176788 -1.85702216],66,0.8633556523987236,[ 0.20176788 -1.85702216],27,0.8633556523987236,[ 0.20176788 -1.85702216],30,0.8633556523987236,[ 0.20176788 -1.85702216],36
graphs/new/nodes_9/depth_3//2.gml,0.7813207214697837,[1.30300705 1.94108099],28.0,0.7813207487814081,[-1.3031189   1.20059644],30,0.7813207487814081,[-1.3031189   1.20059644],18,0.7813207487814081,[-1.3031189   1.20059644],33,0.7813207487814111,[1.30311885 0.37019988],39,0.7813207487814111,[1.30311885 0.37019988],39,0.8398355929721306,[ 0.23370512 -3.46742883],54,0.8398355929721306,[ 0.23370512 -3.46742883],18,0.8398355929721306,[ 0.23370512 -3.46742883],39,0.8398355929721306,[ 0.23370512 -3.46742883],33
graphs/new/nodes_9/depth_3//3.gml,0.7876649466252545,[-0.20008208  1.86678444],31.0,0.7876649655566894,[ 2.94154424 -1.27469771],51,0.7876649655566894,[ 2.94154424 -1.27469771],93,0.7876649655566894,[ 2.94154424 -1.27469771],36,0.7876649655566894,[ 2.94154424 -1.27469771],36,0.7876649655566894,[ 2.94154424 -1.27469771],27,0.7876649655566894,[ 2.94154424 -1.27469771],51,0.7876649655566894,[ 2.94154424 -1.27469771],30,0.7876649655566894,[ 2.94154424 -1.27469771],36,0.7876649655566894,[ 2.94154424 -1.27469771],30
graphs/new/nodes_9/depth_3//4.gml,0.8049135603404182,[-0.2292978   0.29847494],39.0,0.8049135603404182,[-0.2292978   0.29847494],69,0.8049135603404182,[-0.2292978   0.29847494],36,0.8049135781884572,[0.22927957 2.84301516],39,0.8049135781884572,[0.22927957 2.84301516],33,0.8049135781884572,[0.22927957 2.84301516],48,0.8049135781884572,[0.22927957 2.84301516],39,0.8049135781884572,[0.22927957 2.84301516],33,0.8049135781884572,[0.22927957 2.84301516],33,0.8049135781884572,[0.22927957 2.84301516],36
graphs/new/nodes_9/depth_3//5.gml,0.6445924446361765,[-1.16209602  2.64676791],36.0,0.7677533669553257,[-2.8875769   2.79798031],30,0.7677533669553257,[-2.8875769   2.79798031],27,0.7677533669553506,[-2.88757692 -1.91440853],42,0.7677533669553506,[-2.88757692 -1.91440853],27,0.7677533669553506,[-2.88757692 -1.91440853],24,0.7677533669553506,[-2.88757692 -1.91440853],60,0.7677533669553506,[-2.88757692 -1.91440853],36,0.7677533669553506,[-2.88757692 -1.91440853],30,0.7677533669553506,[-2.88757692 -1.91440853],33
graphs/new/nodes_9/depth_3//6.gml,0.7787780911177669,[1.83312457 1.18371093],35.0,0.8289610169444891,[-2.9117678   1.25186986],39,0.8289610169444891,[-2.9117678   1.25186986],27,0.8289610169444891,[-2.9117678   1.25186986],39,0.8289610169445591,[ 3.37141734 -3.46051914],27,0.8289610169445607,[ 3.37141732 -1.88972283],45,0.8289610169445607,[ 3.37141732 -1.88972283],24,0.8289610169445607,[ 3.37141732 -1.88972283],45,0.8289610169445607,[ 3.37141732 -1.88972283],33,0.8289610169445607,[ 3.37141732 -1.88972283],54
graphs/new/nodes_9/depth_3//7.gml,0.7082953232838604,[-1.26474669 -2.15800167],46.0,0.8010984294760791,[-0.22025615 -2.83866895],36,0.8010984294760791,[-0.22025615 -2.83866895],39,0.8010984294760791,[-0.22025615 -2.83866895],39,0.8010984294760793,[-2.92133659 -0.30292371],42,0.8010984294760793,[-2.92133659 -0.30292371],54,0.8010984294760793,[-2.92133659 -0.30292371],51,0.8010984294760803,[ 2.92133654 -2.83866897],39,0.8010984294760803,[ 2.92133654 -2.83866897],33,0.8010984294760803,[ 2.92133654 -2.83866897],30
graphs/new/nodes_9/depth_3//8.gml,0.7235336967868651,[-1.35660105  0.37542178],43.0,0.7924993236073641,[-6.50179935 -2.83059509],48,0.7924993236073661,[-0.21861409  0.31099758],57,0.7924993236073661,[-0.21861409  0.31099758],30,0.7924993236073661,[-0.21861409  0.31099758],30,0.7924993236073661,[-0.21861409  0.31099758],45,0.7924993236073661,[-0.21861409  0.31099758],33,0.7924993236073661,[-0.21861409  0.31099758],39,0.7924993236073661,[-0.21861409  0.31099758],33,0.7924993236073661,[-0.21861409  0.31099758],36
graphs/new/nodes_9/depth_3//9.gml,0.7800469053280523,[-0.26025173 -2.80385015],38.0,0.7800469215885305,[ 2.88142985 -1.23303155],66,0.7800469215885305,[ 2.88142985 -1.23303155],48,0.7800469215885305,[ 2.88142985 -1.23303155],57,0.7800469215885305,[ 2.88142985 -1.23303155],42,0.7800469215885305,[ 2.88142985 -1.23303155],30,0.7800469215885305,[ 2.88142985 -1.23303155],27,0.7800469215885305,[ 2.88142985 -1.23303155],27,0.7800469215885305,[ 2.88142985 -1.23303155],27,0.7800469215885305,[ 2.88142985 -1.23303155],36
