,GQAOA
0,283.9999999998949
1,293.9999999999343
2,291.9999999889553
3,275.9999999998895
4,279.99999999647235
5,289.9999999998804
6,281.99999999910693
7,287.9999999999428
8,289.99999999980645
9,283.9999999927712
