,GQAOA
0,322.99999999988484
1,326.99999999995407
2,331.99999999992747
3,318.99999999992565
4,327.9999999998868
5,324.9999999999177
6,321.999999999807
7,331.9999999999253
8,325.99999999991235
9,324.9999999999349
