,GQAOA
0,365.99999999981577
1,371.99999999992383
2,361.9999999997971
3,360.00000010477936
4,365.9999999924956
5,367.999999999934
6,369.99999999990433
7,365.9999999976505
8,373.99999999993696
9,363.9999999998474
