,GQAOA
0,285.9999999998776
1,295.99999999981594
2,279.9999999977707
3,287.9999999999159
4,275.9999999999146
5,275.999999995412
6,289.99999999941
7,293.99999999988825
8,287.9999999988236
9,285.9999999991249
