,GQAOA
0,281.9999999998539
1,283.9999999998795
2,283.9999999958749
3,285.9999999998898
4,293.9999999998853
5,291.9999999946927
6,295.9999999999066
7,287.99999999972147
8,289.9999999997074
9,281.99999999594786
