,GQAOA
0,648.9999999996741
1,652.9999999996577
2,672.9999999995432
3,660.9999999995159
4,664.9999999994893
5,661.999999999478
6,663.9999999990038
7,667.9999999995795
8,651.9999999996761
9,656.9999999992407
