,GQAOA
0,405.9999999992464
1,415.9999999966451
2,413.9999999987404
3,409.999999985654
4,401.999999998082
5,405.999999992724
6,405.99999999982657
7,393.9999999911075
8,415.9999999991288
9,401.9999999928286
