,GQAOA
0,161.99999999988472
1,162.9999999998759
2,161.99999999989114
3,163.9999999998184
4,161.99999999975418
5,164.9999999998699
6,159.9999999999083
7,166.99999999986665
8,157.9999999998803
9,160.99999999985098
