,GQAOA
0,164.99999999985414
1,159.99999999982455
2,159.99999999989177
3,166.99999999990885
4,165.99999999986952
5,157.99999999989555
6,162.99999999980906
7,162.9999999998625
8,163.99999999987955
9,159.99999999985621
