,GQAOA
0,665.99999999961
1,651.999999999317
2,656.9999999996602
3,658.9999999994886
4,657.9999999994919
5,662.9999999996472
6,663.9999999996334
7,664.9999999990368
8,663.9999999992326
9,659.9999999993154
