,GQAOA
0,293.99999999968503
1,289.9999999999375
2,283.9999999998826
3,291.9999999999515
4,283.99999999989154
5,287.9999999998654
6,289.99999999971385
7,289.9999999952038
8,283.99999999988376
9,281.9999999985835
