path,r_1,r_1_angles
graphs/new/nodes_12/depth_3//0.gml,0.7202149784437236,[-1.44915997  0.19250561  0.83658755 -2.654487    0.40347265 -0.52828881  1.7056973   1.02797413 -1.73444304  1.28465718 -1.67273335 -0.05769899  2.74169262 -1.02326475  2.28165566  1.01082134 -1.82659261  1.29157426]
graphs/new/nodes_12/depth_3//1.gml,0.7263674313931756,[-0.12243787 -1.01111982  2.67178823 -0.31455723 -0.84351264  2.50799717 -2.81589353  0.0395838  -2.30419485  1.89506748  1.4411137   2.32795037 -1.39921488 -0.89717034 -1.34787824  2.29771247  0.98466374  0.95876981]
graphs/new/nodes_12/depth_3//2.gml,0.9094337682942767,[ 0.11185566 -1.99719654  3.49315413 -1.02054506 -1.62255372  0.09605055 -1.41662732 -1.67809601 -1.74959695 -2.46357604  2.6795125  -2.3522753   1.57423649 -2.78231759 -3.14947466  0.38172043  3.5699293  -1.61395479]
graphs/new/nodes_12/depth_3//3.gml,0.9259086658072279,[ 1.52260771 -1.26264717  1.50181386  0.49128982  1.40280688 -1.3389081  -1.21735458  2.16468036 -1.51440459  1.26095222  3.06297202 -1.15766719  1.49061873 -4.24765379 -2.76249014  2.87956123 -1.62011857  0.07039529]
graphs/new/nodes_12/depth_3//4.gml,0.7802608906998961,[-1.04403804  1.82369575  1.63149513 -1.04857761 -2.28642512 -1.67800474  0.67602993  1.86374077 -0.2917142   1.43840541  0.99845334  2.26038053 -2.30297358  1.37589071  1.40430875 -1.69840485  1.25477703  2.4322926 ]
graphs/new/nodes_12/depth_3//5.gml,0.9428644780664729,[ 0.18464117  1.46595264 -0.34516007  0.48988276 -0.19325448 -2.5219932  -3.35340099 -1.32528172 -2.90506374  2.29755864  3.06506987 -2.68553064 -1.19170462 -2.19593354  1.50939538  1.40428927  1.62597847  0.6287402 ]
graphs/new/nodes_12/depth_3//6.gml,0.8909176022587544,[-3.2909085   0.14714909 -1.33080622  0.98269342 -0.04974677  1.92148746  0.25928027  0.85593907  1.56608557  0.49380472  1.5252681  -2.28316889 -2.99746621 -0.06053254 -1.77682936  2.32532742  1.30402122 -1.46098149]
graphs/new/nodes_12/depth_3//7.gml,0.9313831326990226,[-0.21926284  1.68410205 -2.65063422 -1.02704709 -0.05510852 -2.37730588  2.6495211   0.11641758  1.86945851  2.85639412 -0.01600361 -0.24857095  2.05613392  0.00812809  1.00763703 -1.55054136  0.09573512 -2.63275986]
graphs/new/nodes_12/depth_3//8.gml,0.7492254687043066,[ 2.94532424 -2.85788822  2.03317787  0.75190966  1.66239749 -0.25051    -1.15420516  3.25401905 -1.37615189  0.70357663  0.53622264 -2.88148826  0.60982915  1.05751677  2.57592402 -1.32770207 -1.14155014 -2.14607317]
graphs/new/nodes_12/depth_3//9.gml,0.8145181612678788,[-0.16316399 -3.70780859 -3.35976184  2.92172568  2.0477796   2.8129589   2.11713557 -1.55592686 -0.46701143 -0.62291621 -1.27808465 -0.21837007  2.11958495 -0.01128058 -2.26403321 -2.50552657  1.831523    0.24152479]
graphs/new/nodes_12/depth_3//10.gml,0.739481928654534,[ 0.84682041  0.21072703  1.14041538  2.93591483  2.18103861 -1.32199377 -0.92545994  1.37344961 -0.98619548 -2.26208927 -1.05802406 -2.34982581 -2.32114416 -1.25407185  2.90248327  0.82064506 -2.71293126 -2.87379226]
graphs/new/nodes_12/depth_3//11.gml,0.9156878473503046,[ 1.37934404 -0.04918294  0.23890795 -2.38026734  3.31634423  4.59410905  2.99789749 -1.10154793 -3.40338576  3.11071366  1.88022284 -2.00933321 -2.2846059  -1.56657887 -0.62003929 -0.32985387  0.30295602 -1.74808168]
graphs/new/nodes_12/depth_3//12.gml,0.9652169715529874,[ 1.59841995 -2.67385621 -1.46616265 -1.9275164   1.75397732 -1.3063191  -1.29939892 -2.99041469 -0.13597109 -2.17758317  3.05609908 -1.3546414   1.42807007  2.97044595 -0.43441812 -0.11234699  2.69200417 -1.68272714]
graphs/new/nodes_12/depth_3//13.gml,0.8011273734630897,[-2.57420765  0.70159991 -2.52255542  2.1739451  -2.92327955 -0.9545659  -0.1140783   0.51539461 -2.0770523   2.25614656 -2.00471779  1.39123812 -0.85610096 -0.90594514  2.71357911  1.94012113 -1.84242762 -2.95642442]
graphs/new/nodes_12/depth_3//14.gml,0.7933473961993803,[ 0.1863241  -1.0940007   0.90001484  0.09566109  0.35541173 -0.32147976 -0.02299859  1.18623374 -2.03090457  1.57861467 -2.66123429 -2.48812087  1.98093811  0.80062876 -1.42938061 -0.84445003 -0.07539102  2.43123458]
graphs/new/nodes_12/depth_3//15.gml,0.7993274999350882,[ 1.43433626  1.36313197 -0.53590805 -2.34483223 -1.56808467  2.3586844   2.28725806 -2.04583217 -2.19679462 -3.1495248  -2.50661682 -1.82911634  0.24496047  1.98991981  0.2922335   1.74412182 -0.41601472  1.45119462]
graphs/new/nodes_12/depth_3//16.gml,0.717233646366244,[-2.34815211  2.3391746   2.38989108 -2.20391239 -1.53265625  2.62207082  0.88995087  1.21348492  0.97198182 -2.11645262  1.42492868  3.00725157  1.88768069  1.07727355  1.7072214   2.28324205 -1.66722901  3.44588962]
graphs/new/nodes_12/depth_3//17.gml,0.9677590443290137,[ 3.23203055 -2.08002388  0.23663317  0.57013887  3.09221564  3.63260913 -5.90617213 -2.62085156 -0.04475216 -2.46666521 -2.73563193 -0.95312585  3.10921398 -2.42933463 -2.27834062 -0.05658823 -0.43147003 -3.27135443]
graphs/new/nodes_12/depth_3//18.gml,0.731639710589701,[ 0.21190876 -0.75771026 -0.76297937 -2.64165502  2.92905854 -1.80872995 -0.4042576   2.78243012  2.22532741  1.28427474  2.60025183  0.65376739 -0.94082644 -1.08526338  2.23665577 -0.39917194  0.68370777 -1.08636875]
graphs/new/nodes_12/depth_3//19.gml,0.7592374378112173,[ 0.77115864 -0.89280683  0.54496377  2.8702983   0.34084788 -0.95166084 -2.84411867  0.79624814  1.26699929  2.90259505  3.5452385   0.90173502  1.41508696  1.49672245  1.5667105   2.00297332 -2.9090199  -2.30432796]
graphs/new/nodes_12/depth_3//20.gml,0.9658397716632344,[ 1.43292826  1.54897819  1.54139692  1.20165726  0.06338655 -0.56869871 -0.33857202 -0.45315803  0.04768958  0.8837058  -0.37983381 -0.59737764 -3.11026468  2.44046252 -0.37854977  1.72831434 -0.36806272 -3.05058275]
graphs/new/nodes_12/depth_3//21.gml,0.8321998880811534,[ 0.23010945 -1.39907347  2.81054663  2.44944765 -1.18529044 -0.17784566 -2.46889824  2.37133961 -2.59587726  0.00551009 -2.12492562 -0.58183974 -2.12664665  3.23357458 -1.9847001  -3.07804342  0.35337849 -0.03095543]
graphs/new/nodes_12/depth_3//22.gml,0.7229599249283005,[ 2.7643611  -0.11785553  0.05785396 -2.46652745 -0.34141698  1.98062463 -0.67014028 -0.23910986 -1.76680809  0.2662943   2.72861632 -1.13132534 -1.12839344 -0.5672897  -0.33680705 -0.17353453  2.56795466 -0.78647195]
graphs/new/nodes_12/depth_3//23.gml,0.7467149685603292,[-0.22449531 -0.79541416 -0.52187499  0.53384278  2.78445245  1.53089411  1.89160587  2.96655815  3.12016945  1.42219288  1.69871495  0.33689272 -1.67766799 -3.51544778 -2.08435256  2.74654114 -1.23054687 -0.04264132]
graphs/new/nodes_12/depth_3//24.gml,0.7602716087080427,[-3.33321631  0.21760305 -0.60794706 -0.62506888  0.56034471 -0.20740793 -2.7557394   0.74805659 -1.97963095  2.48394937  2.68241692 -2.71099871 -0.63698186  0.39677448 -0.13403701 -0.17797827 -3.79891843 -2.3113714 ]
graphs/new/nodes_12/depth_3//25.gml,0.8504822009211391,[ 3.0585508   1.37168917  0.20331728  2.88592923  0.04534858  1.63587819 -0.21553004 -2.42673345  3.03950819 -0.64804476 -3.27865412  1.10878096 -1.80393529  1.08436426  1.46440294  2.61327177  1.30082077 -1.285229  ]
graphs/new/nodes_12/depth_3//26.gml,0.7021944211080945,[ 2.14154779  1.17912279  0.49821153 -1.875369    3.41028225  1.66966387 -1.12155565 -1.35157754 -0.95410114 -0.69585108  1.42470322 -1.62813506 -2.30968205 -2.60680825  0.74566861  2.04410724 -0.60209854 -2.06115513]
graphs/new/nodes_12/depth_3//27.gml,0.7321852915018783,[ 2.66981774  1.48593402 -2.32976529  1.29456411  2.89103115 -1.29145045 -2.44103889 -0.04102976  3.35649205  0.15651581 -0.51387529  0.93472789  1.13051883 -0.69642892 -1.06886012  2.61101426  2.36620249 -1.7359175 ]
graphs/new/nodes_12/depth_3//28.gml,0.9298956232393235,[-1.65722023 -0.08266707  1.80209002  3.02582874  1.52953651  1.59984177 -0.19131285  1.41435491  1.47963366  1.88762966 -1.50081765 -3.01718952 -2.50070473 -3.15395446 -2.52721704  1.83153265 -0.33588101  0.1514339 ]
