path,r_1,r_1_angles
graphs/new/nodes_12/depth_6//0.gml,0.7958889359178057,[-0.45293039  1.76554852 -2.35204075  2.80766839  1.9737      3.03307705 -0.83777854  0.03469797]
graphs/new/nodes_12/depth_6//1.gml,0.8279018023540718,[-1.44301905  1.81761836  0.04572337  0.29960739 -1.03966041 -1.17425236 -3.32539709 -2.26062481]
graphs/new/nodes_12/depth_6//2.gml,0.8811458914367102,[-2.76832912  1.43730714  2.4787811   2.00071484 -0.45953153 -1.25926654  2.61365478 -1.39412096]
graphs/new/nodes_12/depth_6//3.gml,0.9172228526485394,[-2.91008869  2.56754099 -2.58940518  2.00898005  3.0562614   0.71233274  0.66032174 -1.74278426]
graphs/new/nodes_12/depth_6//4.gml,0.8177836219859157,[-0.45864539  1.38712457  0.82897901 -1.14746372 -2.44025402  1.06600617 -1.66508476  0.82803301]
graphs/new/nodes_12/depth_6//5.gml,0.891878509558562,[-1.43592076  2.55928531 -1.9194138   1.93004104 -0.60494375  1.78895054  1.51487857 -1.72190892]
graphs/new/nodes_12/depth_6//6.gml,0.9130423860414751,[-0.25423867 -2.54397271 -0.58652147 -2.03632235  0.10910617  2.2966125  -2.38033232  2.97870545]
graphs/new/nodes_12/depth_6//7.gml,0.8007079291845407,[ 1.32501052 -2.96749144 -0.83463261  3.47591924  1.50431947 -3.02084666  1.4578978   0.83389951]
graphs/new/nodes_12/depth_6//8.gml,0.8368211583518324,[ 2.78158441 -1.37122651 -1.67033552  1.52108427  2.52138889  0.43847261  2.98435578 -0.71758063]
graphs/new/nodes_12/depth_6//9.gml,0.7760879756488582,[-2.02631109 -1.30337089 -2.44086294 -1.4784291   2.75231899  2.75138554 -1.80642041 -1.15603106]
graphs/new/nodes_12/depth_6//10.gml,0.8582943572215599,[ 1.95421924 -0.07175193  0.13958276  3.0737913   0.78077282  0.42436704 -0.46420004  1.81863472]
graphs/new/nodes_12/depth_6//11.gml,0.9122734193251811,[ 2.75138502  2.80711127 -1.01908296 -0.01352852 -1.96044558  3.99786749 -0.55692545  1.75641895]
graphs/new/nodes_12/depth_6//12.gml,0.8388605462501686,[-0.33688814  3.57936508  1.99220377  0.08376212  0.57295469  0.25239633 -1.6354325   3.02747808]
graphs/new/nodes_12/depth_6//13.gml,0.898264938187285,[-2.88992222 -2.19089682  0.62713927  2.04446978  3.01346815  0.8216519   2.30852692  1.73658203]
graphs/new/nodes_12/depth_6//14.gml,0.9115671210939458,[-0.41437755 -0.37509666 -1.24405672  1.08028562 -2.95794767 -2.71217275 -1.7818678  -2.24114534]
graphs/new/nodes_12/depth_6//15.gml,0.8877128105484627,[ 0.37908766  1.41609499  2.36666039  1.14045275  0.15245921 -3.93849156  1.17243613 -1.47326991]
graphs/new/nodes_12/depth_6//16.gml,0.8741337642856247,[ 0.31484304  2.03468632  3.01924844  0.79671081  2.43499788 -3.62896899  0.10647711 -2.41708419]
graphs/new/nodes_12/depth_6//17.gml,0.8373160863608579,[-3.51063672 -1.36946479  1.45804128 -3.1721847   2.53752766  3.6025592  -0.16185148  0.83125099]
graphs/new/nodes_12/depth_6//18.gml,0.8526676267140733,[ 1.43649312 -0.13555072 -4.28340675  0.9273235  -2.73390245  2.88554432 -0.51212472  3.39709124]
graphs/new/nodes_12/depth_6//19.gml,0.872120315264981,[-2.75186322  1.39744704  1.20637968  0.01792607 -1.89381846  0.35079076  2.62227516 -2.91743305]
graphs/new/nodes_12/depth_6//20.gml,0.8831218340317318,[-1.58613778  2.43130982 -1.85334898 -2.56535825  2.60362554  1.96937214  2.54862288 -1.35518529]
graphs/new/nodes_12/depth_6//21.gml,0.6744150466085655,[ 0.34597878 -0.97850671  0.5185237   0.37096163  1.34095239  0.45833755 -0.64632172 -2.11901333]
graphs/new/nodes_12/depth_6//22.gml,0.9089283613311449,[-0.38947276  1.25163722  0.16787067 -0.72592907  2.47953446  1.00894727  3.25969246 -0.78274826]
graphs/new/nodes_12/depth_6//23.gml,0.8866255083393638,[-1.62619319 -0.77385608 -1.98753751 -2.98731257  0.76964847  1.18439397 -2.56782735  1.33562024]
graphs/new/nodes_12/depth_6//24.gml,0.8791210717265043,[-1.54011449 -2.11553254 -1.27301368 -2.20453819 -2.62480948 -1.83070939  2.46448835  0.21507516]
graphs/new/nodes_12/depth_6//25.gml,0.887700029918643,[-2.76462791 -1.70354075  2.31891002 -0.45981403  0.14315226  0.84151065 -0.65756367  0.17636301]
graphs/new/nodes_12/depth_6//26.gml,0.9245910690671738,[-1.26675614  1.42378087 -2.12277684  0.42338413  2.55750731  1.11256052  3.25239681 -0.86396823]
graphs/new/nodes_12/depth_6//27.gml,0.9054327820420114,[ 3.52721587  2.99000564  2.46060278  0.37482815 -0.6028968  -0.48346844  0.10732528 -2.40674646]
graphs/new/nodes_12/depth_6//28.gml,0.8725716086188089,[ 0.60600992 -1.73553761 -0.84848477 -0.58633866 -2.97535308 -0.68800338  0.57989674  1.30843907]
graphs/new/nodes_12/depth_6//29.gml,0.9064280206003242,[-0.22443909 -1.0406116  -3.63168882 -2.04944776 -3.02713401  2.45678703  2.59967908 -2.95504058]
graphs/new/nodes_12/depth_6//30.gml,0.871326337685744,[ 2.89483746  2.19626882 -0.54806068 -0.45978229 -3.01798992 -2.4091518   0.67308361  1.39497063]
graphs/new/nodes_12/depth_6//31.gml,0.8610927890765943,[-0.32231082  0.46536851 -2.56929214  0.73277294 -0.15814922  0.76633506  1.9423421   1.78899736]
graphs/new/nodes_12/depth_6//32.gml,0.8762143587519099,[ 1.66772982  3.32087113 -1.23635101 -3.32529708 -0.98171741 -1.97803778  0.16519091  2.25031121]
graphs/new/nodes_12/depth_6//33.gml,0.8811901148136112,[-1.5419037   1.4355997   1.2853222  -1.05608312  2.67458447  1.91302187 -0.56400609 -2.94071149]
graphs/new/nodes_12/depth_6//34.gml,0.6179848926473833,[ 1.38258527 -1.89449803 -0.60601447  2.45028628 -0.19324699  2.0438275   0.72689102  2.37984297]
