path,r_1,r_1_angles
graphs/new/nodes_12/depth_3//0.gml,0.8393390549179247,[-1.1385374   1.54830591  2.5495665   1.03580549  0.2744158   1.60831122 -0.21391163  2.34407705  1.94490668 -0.27116964]
graphs/new/nodes_12/depth_3//1.gml,0.8728746986340864,[ 0.1660064   1.40571493 -1.81791919  3.24180262 -0.07016894 -1.47284037  1.42114736  0.24124555 -1.83942591  3.25205991]
graphs/new/nodes_12/depth_3//2.gml,0.8948689819408941,[-0.16909202 -3.00511775 -2.68606816 -1.06582318 -1.61239649  0.72782758 -0.07110626 -0.74434382 -1.59759589 -0.84286121]
graphs/new/nodes_12/depth_3//3.gml,0.9087620957972714,[-0.12508568 -2.5802554   1.63491388  1.47104334 -0.38130073 -1.65022266  1.63317831  2.03535541  2.84994604 -1.34094335]
graphs/new/nodes_12/depth_3//4.gml,0.8945476659640912,[-1.39630807  1.42963096  2.81071232  1.41543412  3.25406478 -1.04066237  1.3858577   1.73543598 -2.64201479 -1.75067213]
graphs/new/nodes_12/depth_3//5.gml,0.8400030922617518,[-3.41678581 -0.38284654  0.78230597 -1.63653954 -0.04875231  0.09586783 -0.09324994 -3.17114443  2.58232715 -3.96338804]
graphs/new/nodes_12/depth_3//6.gml,0.7182134634007284,[ 2.32314584  2.22796455 -2.46096876 -1.43032519  1.27900903  0.58546283 -2.05800282  0.60626978 -2.56494709  0.52877203]
graphs/new/nodes_12/depth_3//7.gml,0.9025905702476371,[ 0.16277202 -0.2548656   1.55834955 -2.16909747  3.20806809 -2.61434302 -2.64252337  1.62351688  0.57805855  1.76472302]
graphs/new/nodes_12/depth_3//8.gml,0.8906049416751716,[ 1.66951854  2.63777138 -1.43853329  2.71355733 -1.56243526  0.64512968  0.0991564  -1.97300976 -1.28055015 -3.37475018]
graphs/new/nodes_12/depth_3//9.gml,0.9241362873299159,[ 0.14060313  0.66277895  3.10750491  2.2207105  -1.80232416 -1.53906728 -1.76005032  2.6094904  -3.08734246 -2.34057737]
graphs/new/nodes_12/depth_3//10.gml,0.8608024944822579,[ 1.62174135 -2.84332401 -0.50352407  0.00894583  2.26785962 -1.11864057 -3.19006581  0.79085077  1.50157197  1.48877254]
graphs/new/nodes_12/depth_3//11.gml,0.9236953617449706,[-2.12273012e+00 -1.99606665e-03 -1.13201209e+00 -2.67415816e+00 -2.15803724e-01  3.49580300e+00  2.80368507e+00  1.00630890e+00  3.17855351e+00  2.35717414e+00]
graphs/new/nodes_12/depth_3//12.gml,0.9023203802542781,[ 1.37009236  2.28601054 -2.92696854 -1.46775056  2.76051039  1.35164989 -2.90889414 -2.7878754   1.24919892  1.75292901]
graphs/new/nodes_12/depth_3//13.gml,0.955734968577402,[ 0.13705691  1.44572475 -0.33191435 -2.82983773 -3.38981245  1.75699374  0.51585139  3.07065231  2.24366903  1.68712875]
graphs/new/nodes_12/depth_3//14.gml,0.7433107014866719,[ 2.30621479 -0.3773566   1.9250869   1.32007001  1.93407657  2.85852009 -2.6828228  -2.66222274  2.62651688  0.99372302]
graphs/new/nodes_12/depth_3//15.gml,0.9180137688793396,[-2.96952242  1.97495373  1.36936974 -1.59425684 -1.42009531 -0.9239232  -2.77832307 -1.09835346  3.09360118 -2.3413998 ]
graphs/new/nodes_12/depth_3//16.gml,0.745732343600586,[-0.22150773  1.05516564  2.12886931 -0.79549165  3.23389224 -1.94246605 -1.78993906  2.40620228  1.76571412  0.29820787]
