path,p_1_angles,p_2_angles,p_3_angles,p_4_angles,p_5_angles,p_6_angles,p_7_angles,p_8_angles,p_1,p_1_nfev
graphs/main/nodes_9/depth_3/20.gml,[-0.23088105  0.25055933],[ 1.14633527 -0.80800881 -0.11288119  0.32548332],[-1.5074297  -1.11503791 -0.6547389   0.31473631  1.28260509  0.37245795],[-0.1802424   0.35590585  1.27775817 -0.40711911  0.18094893  1.40720626  1.05933976  0.21343336],[ 1.30421054  0.49336176  0.39701114 -0.99560555  0.18912693 -0.65460086  0.98270539 -0.96574073 -0.47110121  0.87511476],[-1.47764373 -0.65314147 -0.86706562 -0.01242791 -0.3819342  -1.25754678  1.45348025  0.64137885  0.28898165  0.4475631  -0.55663574  1.44049702],[ 0.40538743  0.21891648 -1.37261983  1.29171184  1.42310962 -0.54261943  0.35328156 -0.92359018 -0.41551154  1.14825052 -0.81726019  0.84885357 -1.28283503 -1.43862834],[ 0.5775069   1.16769916 -1.07856755  1.25129418  1.45966909  1.3217565  -0.53541417  0.27773277  0.98466128 -0.35295077  0.58752748 -0.92151338 -0.00214716 -0.78177589 -1.0390882  -0.86317719],0.8718069837607652,25
graphs/main/nodes_9/depth_3/21.gml,[-1.26816067 -0.81999996],[ 1.1851446   0.57763035 -1.22303525 -1.18032632],[-0.21893088 -1.30099749  1.27413101  0.59990014 -1.56244294 -0.57971298],[-1.01439055  1.24990429 -1.35151336 -0.40907868  1.56872667 -0.8784206   1.18834668  0.20506959],[ 0.30810872 -0.76075186 -1.46563821  1.05204193  0.76136702  0.4562888  -0.10122141  0.86699394 -0.64812484  0.41922956],[-1.52205942 -1.1055083   0.49505137 -0.29693199 -1.34148085 -0.62857751 -1.46447831  0.05789316 -1.22380607 -0.46261472  1.2520468   0.08982152],[ 1.28003523  1.48002151 -1.07963087 -1.50817599  0.04550616  0.39570907  0.99658881  0.69177468  0.04873282  1.05488528 -1.0614496   1.14246165 -1.33474321 -1.55678274],[-0.33059315  1.38113759 -0.59686312 -0.50290527  1.19055097  1.52167723 -0.11264678  1.29607027 -0.34700404  0.25486633  0.06180071 -0.48389777  1.28611458  1.54130706 -1.23490083 -1.55282632],0.7805604238422522,29
graphs/main/nodes_9/depth_3/22.gml,[ 1.43187879 -0.35570291],[-0.00684043  0.26323427  0.23982083  0.78886632],[ 0.9479749  -1.03964513  0.30829739  1.35278327 -0.26657482 -1.44567834],[ 0.9677663  -0.68666638 -0.29050663 -0.66223415  1.12824172  0.6571329  -0.64912093  0.57383047],[ 0.8718478   0.44256912  0.59860622  1.54042252  0.56994506  0.38600899 -0.27507665  0.76829994 -1.21483991  1.4047234 ],[-0.75585998 -1.0792191   1.53074111  1.38686407  0.28946233  0.18304233 -0.09516073  0.28304743 -0.31492567 -0.40167765 -0.37947555  0.25524666],[-0.47751543 -1.44157568 -0.77861875  0.86976007  0.8436901  -1.01572024  0.85476737  1.54543733 -0.81765716 -0.4635701  -1.46974464  1.4831292  -0.09675426  0.77550465],[ 1.46680535  1.24014714 -0.66621248  0.51312134  0.09571581  1.56919335 -0.47983001  1.51615468  0.79592794 -0.7477391  -0.0825415  -1.14231124 -0.56328608 -0.99663241  1.09578911 -0.73201091],0.8010400765571287,22
graphs/main/nodes_9/depth_3/23.gml,[ 0.29171119 -0.33840971],[1.4046996  1.52292461 1.05261112 0.31558327],[-1.20506471  0.95946976 -1.44813478 -0.6170134   0.01054642  1.42565969],[ 1.06869217  0.41839364  0.9704023  -0.55866793  0.8461787   0.05831295  1.3206579   0.97774473],[-1.42306731  0.1155122   0.04078186 -0.26894322 -0.78395058  0.23857742 -1.25811055 -0.48444309  1.37577069  0.95003892],[-0.72512133  1.17536837 -1.39097487  0.87109136  0.08759332 -1.40139598  0.59424941 -0.01678804  1.07230715  0.53066443 -0.87976514  1.16348543],[ 0.95864923  0.60511966 -0.66355356 -1.02470639  1.06270013  0.52024531 -0.26598315 -0.26729317 -1.33838089 -1.51826893  0.53906247 -0.11129928  1.27803286  0.84290018],[-0.04007412  1.48208587 -0.51355715 -0.2696882   0.2583028  -0.80493718 -0.7513395  -0.73340743  1.44087355  0.79878902 -0.01886531  1.56499419  1.4157922   1.10503993  0.72842306 -0.52099328],0.82158445997042,24
graphs/main/nodes_9/depth_3/24.gml,[-0.19266381  0.33666901],[0.40516    0.47675945 1.43313192 1.37917152],[ 0.75202209  1.38477631 -1.47698696  0.67508606 -1.02482891  1.02228289],[ 1.11123267 -0.88712276  1.51779422  1.2509796   0.38692345  0.32438014 -0.96875276  1.47989205],[-1.42640633 -1.27632218 -0.71327233 -0.25883592  1.49855595 -0.47934597 -0.47564297 -0.58420042 -1.48545797  1.12435246],[ 0.32543491  1.00383802 -1.28205319  0.1951083  -1.30667545  0.19656752  1.1478347   1.40727479 -0.82302201 -0.14948541 -1.23024054  0.53546667],[ 0.65513815 -0.1253824   1.0594712   0.45735529  0.30108194 -0.25577426 -0.33893533 -1.46581598 -0.67799289  0.58794124 -1.50680599 -1.2993754  -1.08712576 -0.65744694],[-1.51693965 -0.47505466  0.99214649 -0.37762189 -0.08971351 -1.19058847 -0.85446486 -1.47396723  0.42807208 -0.69251904  1.05674435 -1.18015438 -0.40478966 -0.08741527  1.21299372  1.26955669],0.8058615307048378,27
graphs/main/nodes_9/depth_3/25.gml,[1.20460533 1.41567688],[ 0.66819248 -0.13060388 -0.82241712 -0.63218951],[-1.05539834  0.23440136  1.27666184  1.47330967 -0.69867038  0.01597892],[-0.88070571  1.5549724  -1.50292231 -0.90268705 -0.87734791  1.35551904 -0.83063337  1.05189343],[ 0.86372143  0.25381765  0.06899406  0.22783821 -1.06174225 -1.29747628 -0.99998992  0.5592954  -0.46659848 -1.02659195],[ 0.81505074 -0.9563736   1.17831085  0.9901269  -0.98420587  0.51595499  1.41443156 -1.19100886  1.17906505 -1.2194889   0.53589534 -0.43152447],[-0.29529861  0.44427163 -1.44509169  0.58265294 -0.80056255  1.18666035  0.32282279  0.14593511 -1.30767626  0.39024276 -0.45301785 -1.23311635  1.16939776  1.56191303],[ 0.23588773 -0.73561833  0.80828008  0.90425956 -1.10741273  1.55109955  0.22799905  0.7500962   0.67213335 -1.15584781  1.3737481   1.19900936  0.1092458  -1.11449494  1.32043358 -0.03834476],0.693771797583747,37
graphs/main/nodes_9/depth_3/26.gml,[0.28306013 1.49332331],[ 0.64360413 -0.00304213  0.9839988  -1.18393168],[-1.22108202  1.46226776 -0.21160443  1.25499392  0.73853063 -0.16131029],[ 0.66839378 -1.39163413 -0.99652323  1.31600656 -0.65389832 -0.50790225 -0.61114827 -0.38170472],[-0.51143115  1.00672013 -0.52697563  0.36236977 -1.39939216 -0.05820576  0.07710247  1.27441173 -0.79784803 -0.40199695],[-1.54510389  1.35402515 -1.46441529  0.02939056  1.18493985 -1.17802767 -1.52429684  0.27476548 -1.47962819  1.35911587  1.0586546  -1.48640726],[-0.99133895  0.80131285  0.07152368 -0.36634388  0.55631437 -1.01983706 -0.33818369  0.54167597 -0.01676455  0.38395222 -1.34712374  0.42659733  0.65372736  1.34577625],[ 0.03341906  0.39022644 -0.46877008 -0.19601312 -1.3768814   0.77438204  1.5447317  -0.29743654 -0.0644909   0.99019025  1.33171865  0.28013745  1.2318807  -0.8904198  -0.03994065  0.3845887 ],0.8232122426329552,28
graphs/main/nodes_9/depth_3/27.gml,[-0.20767255 -1.30172927],[-1.32479502  0.59925393 -1.10372891 -0.61004498],[-0.51121717 -1.50838091 -0.3971868  -1.46411298 -0.29810224  1.14839046],[-1.13720171  1.21263578 -0.97852091 -0.16878534  1.51905135 -0.30460333  0.91169986  0.4165712 ],[-0.4054748  -1.47283261 -0.90116476  1.25239443 -0.80849437 -0.39521742 -0.78829507  0.68194036 -0.48315861 -0.65268984],[-1.13234855  0.6741652  -0.7407585  -0.45492856  0.90746693  0.48659161 -0.20451725  0.42140343 -0.47741721 -0.34168313  0.53336154  0.76878832],[ 0.85452491  0.60790382 -0.55805862 -0.04043651  0.92742571 -1.4651052   0.99969362  1.46651241 -1.11575351 -0.8749288  -1.48503479 -0.50519322  0.13202223 -0.67277841],[ 1.46055786  1.18770401 -1.51655189 -1.05680299 -1.0964535   0.1367859   0.56180241  1.3570187   0.76975818 -0.33601818 -0.44423424 -0.67991944 -0.73041839 -1.29461665  0.09564132 -0.35687647],0.8406440080214488,37
graphs/main/nodes_9/depth_3/28.gml,[-0.20580557  0.35368694],[-0.37527948  0.77813375  0.18245338 -0.00502303],[ 0.07616779 -1.11513432 -1.32082121  1.06190875 -1.08772243  1.24645569],[ 0.52764506  0.7663287  -0.9474098  -1.37597544 -1.05287558 -0.87922374  0.77264632 -0.58625792],[ 1.60066488e-01  6.35107619e-01 -1.20321243e+00  9.27840651e-01  5.42485336e-01  7.13631824e-01  9.53468571e-01  5.53981475e-04  7.36970893e-01  1.54144046e+00],[-1.27055176  0.40185512  0.81570035  0.2332927  -1.29487695 -0.94616262 -0.59351287 -0.86872981 -0.63767023  0.6008389  -0.55083059 -1.178823  ],[ 1.33756939 -0.34619233  1.05797073 -1.26314074 -0.06056929  1.01963564  1.46273925 -1.34645291 -1.17726804  0.58564745  0.95000441  0.98767568 -0.40315073  0.34502657],[-1.27200763 -0.10102116 -0.57311851 -1.46585893  0.39269491  0.86292472  0.16375642 -0.00609371 -1.3673615  -0.28746941 -0.14817949 -0.75356975  0.27077339 -0.04806527 -0.13985498 -1.51374414],0.8018799193588936,32
graphs/main/nodes_9/depth_3/29.gml,[0.19627495 1.12202037],[ 0.25475911  0.32558465 -1.54079393 -0.09581709],[-0.19623425  0.73126349 -0.83433554  0.50932949 -1.06310382  0.25041908],[ 1.0797108  -0.65442186  0.89616987 -1.07099334  1.52764362  1.05201648  1.44138072  1.16021599],[-1.10804871 -1.29751887  0.79673489 -1.28542385 -0.19088161 -0.37289819  0.88737321 -1.52915097 -1.18615511  1.23529697],[-0.42962723  1.19961348  0.08332441  0.5475015  -0.37411678  0.89117393 -1.07003089 -0.98178755 -0.9197481   0.19084525  1.02363529  1.54136985],[-0.91153848  0.65196299 -1.35023377 -1.39915459 -0.66741047 -0.85228191  0.38789088 -0.46307656  0.46605275  0.89490201  0.08089312 -1.05036785 -1.39564213  0.16734383],[ 0.72023984  0.43049411 -1.35257363  1.29021306  0.15484153  0.35398693 -1.43718561  0.58254636  1.44663076 -1.24968746 -1.40967834 -0.66606306  1.34959141 -0.33704399  0.2964367  -0.61663662],0.7790976267491933,31
graphs/main/nodes_9/depth_3/30.gml,[-0.22144462 -1.2382106 ],[-0.48947766 -1.14877712  0.2665308   0.82935599],[ 0.87566472  0.92068025 -1.16852779  0.27480008 -1.15495761  1.39383604],[-0.51371372 -1.31171164 -0.57052341 -0.92093376  0.89446469  1.03912838 -0.69354352 -0.91633519],[ 1.00389471 -1.52011844  0.04705639  0.70861079  0.28805931  0.56776564 -0.41676047  0.09340638  1.52619592 -0.59795111],[-0.87912035 -0.31257288  0.14820443 -0.59450476  0.83591329 -1.53640129 -0.89633243 -0.75514693  0.47234399  1.56696244 -0.33000741 -0.32278873],[-0.24584569 -0.62452314  0.27107092 -0.28211335 -0.7619065   0.43013877 -0.99519878 -0.88970383 -1.15402338  1.46056883 -0.3614273  -0.08493705  0.70526667  0.20359268],[-1.17884524  1.43216003  0.66513785 -1.36620021 -0.60073076  0.50708342 -1.32010593  1.41968956 -0.65369191 -0.42905879  0.01484328  1.05683969 -0.02606652  1.38820029 -0.87575363  0.09381749],0.7867065804809017,28
graphs/main/nodes_9/depth_3/31.gml,[-1.30920117  0.91687835],[-0.64246865 -0.97637099 -0.9938974  -0.7845157 ],[-0.75480964  0.56779626  0.24211057  0.10979948  0.56201357 -0.1922015 ],[-1.36774969  0.78609711  0.18079478 -1.45017425  0.73167122 -1.39339609  1.49083027  0.45805341],[ 0.09367235 -1.32973234  0.22241679  0.71789525  0.68019341  0.24080568 -0.27921839 -1.22624632 -0.53680808  0.30506292],[ 0.4839725   1.48877133  0.85920904  1.3283197  -0.07377937 -0.25809357 -0.08841405 -0.32009159  0.7774654   0.69841314  0.46003011  0.78542212],[ 1.12046608 -1.19300953  1.15314106 -0.16978196  0.96726189  0.66148155  1.16865731  1.44642556  0.66841746  0.1077737  -0.80649     1.56465438 -0.73354237 -0.12747155],[-1.53078652  0.32358552  0.31551397 -1.38090751  1.5155195  -1.09014827  0.37703707  1.23229494 -1.34991517  0.08284547 -1.09566693  0.2389682  -1.19117925 -0.0280103  -1.06082636 -0.42975982],0.7292030333918236,35
graphs/main/nodes_9/depth_3/32.gml,[-1.2428436   1.21294106],[-1.50202408  0.72356312 -1.56411425  0.73730554],[-0.7920194  -0.84382376  1.14071393 -1.29554767 -1.5477721   0.08773142],[ 0.83540586 -1.12209811  0.13583051 -1.12622523  0.81716354  0.91947217 -0.55532402 -0.62203659],[ 0.20010991  1.43580423  1.01758871  0.65042452  0.74386798 -0.71395947  0.60759253 -0.9075454  -1.03879721  0.50410593],[ 1.16567383  0.98267415 -0.28940787 -0.08198085  0.97094031 -0.60728875  0.24657131 -0.25564258 -0.73110782  0.04167633  0.99255185  1.27721826],[-1.32869958 -0.60926004  0.57405562  1.45699014 -1.42281205 -0.93011357 -0.49778347 -0.82529236 -0.48963822  0.72908662 -0.48368346  1.34444407  0.52201793 -0.39879827],[ 0.25881815  0.69234283  0.82063205 -0.958869   -0.27114395  0.07896869  0.67116639  1.32022216 -1.23774198 -1.0470816   0.56850516 -0.91114379 -0.25176672  0.11035704  0.73770998 -0.76436277],0.7729616997263002,31
graphs/main/nodes_9/depth_3/33.gml,[0.25596847 1.27500995],[ 0.02990496 -1.14919661 -0.43423021 -0.21051379],[ 0.20735526  0.28672866 -0.90256942  0.25515536  0.14929708  0.50166511],[-0.74871583  0.66564788  0.2323953   1.50375072 -0.94070367 -1.54845599 -1.29216673  0.46400876],[ 1.16087237 -1.13777038  0.33161739 -0.00857748  1.5336903  -1.31504953 -1.28788907  0.69415211  1.28003996  0.41974699],[-1.19420511 -0.91360455  0.51887744 -1.29853061  1.00506796  0.39679264  0.26988244  0.97940266  0.08396704 -0.24490831  0.75188313  1.08864134],[-1.10680126 -1.1990316  -0.86514229 -0.0752978   0.27967225  0.70684578  0.89642737 -0.10665694 -1.23502094  1.43767547 -0.73774373  0.52184857 -1.44542129  1.04721025],[ 1.02046798  0.74208443  0.10740305 -1.38487946 -0.8799641   0.21600468 -0.48234727 -0.8304244  -1.09683957  0.79818639 -1.32213162 -0.79630662  0.2377314   0.29720423 -1.46257326 -0.98478295],0.7878906431314927,27
graphs/main/nodes_9/depth_3/34.gml,[0.23805747 1.21432827],[ 0.51741587 -1.39567154 -0.71828633  1.12011242],[ 1.0090888  -0.05371296  0.73287092  0.2134788  -1.22521115  0.62428551],[ 1.55952606  1.13781474  0.63303337 -0.41623734 -0.34135242 -0.54997377 -0.57832758  0.03301596],[-0.22856212 -1.50114241  1.4578981   0.21106272 -1.26852738 -0.13990108  0.1290872  -0.27360811  1.18856056  0.23407893],[-1.40208417  1.40821237  0.52875481 -0.12062465  0.07659967  1.53022261 -0.43154351 -1.10729149  0.19008364  1.43375032  1.45464946 -0.36855944],[ 0.52275584  1.24345372  0.34428143  1.45401793 -0.23431651 -0.15016782  0.72664307  0.88576773 -0.62892658  0.94295056 -0.42398155 -1.01795231  0.32905067 -1.54301009],[-1.22767111 -0.87257254 -1.21010344 -1.52223964  0.59671045  0.70383705  0.41015685 -0.71497304  1.11609583  0.05874269  0.13601261  1.33455614 -0.1348381   0.84333216  0.95118809  1.19140584],0.8217315031327292,20
graphs/main/nodes_9/depth_3/35.gml,[-0.18393335  0.22836129],[-0.40595013 -1.32244051 -0.82067078  1.24305057],[ 0.99860014  0.47301364  0.39549263  0.75873256 -0.69103372  1.39327007],[-1.26749861 -0.2429372   0.03563645  0.57047588 -0.58950977  0.78825348  0.26505879 -0.08206975],[-1.2036308  -1.56707503 -1.45436418 -0.35207974  0.52527338 -0.47969493 -1.38278582 -0.99415973 -0.94076991 -1.07663574],[-1.51292275 -1.48324843  1.27235548  0.19232426  0.27420142 -1.41977132 -1.54493941 -0.65249431  1.13135368  0.94807724  1.07868152  1.27444077],[-1.5700455   0.53321395 -0.72798758  0.94885193 -0.14966405 -0.29556718  0.85887787 -0.76644514  1.12294077 -0.93460625 -0.22188343 -1.10539213 -0.11727276 -1.54581242],[-1.4176253   0.57821974  1.43858481 -0.34912166  0.62673561  0.3271884  -0.28365052 -0.08421436 -0.41618604 -0.74995944  0.94177149 -1.55752579  0.91246603 -0.42424231 -0.07833441  0.65953706],0.8462415892818119,35
graphs/main/nodes_9/depth_3/36.gml,[ 0.19304345 -0.2903987 ],[-1.16945303 -0.7870937   0.8861464   0.37876165],[-1.17511034 -0.70007054 -0.32436932 -0.40463926 -0.38624218  0.28072785],[-1.46284522 -1.1137212   1.10823156 -1.1871645  -1.04514149  0.58627675  0.28657498 -0.84458869],[ 0.79303723  0.79986042  0.84997216  1.40919478 -0.33480577  0.66384922 -1.55943842  1.45185361  1.35568359  1.06211808],[ 0.1269296   0.96088796  1.40624467 -0.45947476 -0.66107329  0.17070834  0.03608787  0.54829466 -0.11287597 -0.31655572  0.96712651 -0.32338424],[-0.96179788  0.14328362  0.16174956  1.21611087 -1.14462817 -0.8293991  -1.44863867  0.65826063 -0.62212359  1.50021172  0.49437264  1.42062561 -0.9746539  -0.71175744],[ 0.33580551 -0.55884727 -0.18324376 -0.44041858 -0.2976911   0.96693989 -0.79528125 -1.3560392  -1.46741869 -1.3920243  -0.04173965 -0.93425124  0.01056185  0.03160371  1.49389687  0.49706474],0.7705924581067081,31
graphs/main/nodes_9/depth_3/37.gml,[-1.35433346  0.90957367],[-1.26238873  0.61555323  0.13629209  1.08321083],[-0.11036374  1.11629343  0.85010196  0.09155704  0.16266768  1.37666397],[ 0.455762    1.55341476  0.21314617  0.41535063  1.3942821  -1.49251004  1.05701724  0.87109418],[ 1.36088408 -1.2470611  -1.02597591  0.32730429  0.01933361 -0.831521    0.95971551  0.5454428   0.56793888 -0.69263218],[ 1.39283109  0.80126996 -0.30577636 -0.2537031   1.39169559 -1.0975763  -0.96280423  1.48758019  0.23953478  0.81337586 -1.073603    1.3276358 ],[-0.37249396 -0.47143149  0.31093789  1.43048296 -1.06014366  0.06749852  1.03752745  1.40804605 -1.34924312 -0.70927561  1.25003904 -0.9731344   0.71759282 -0.0633198 ],[-1.3785319   0.73820102  0.25351752 -0.20871481  0.89883016  0.58057197  0.51617946  1.15178331 -1.23917191  1.1498749   1.47019194  0.23127573  0.96379135 -0.64562227  0.88507428 -0.77689738],0.6943233776416704,29
graphs/main/nodes_9/depth_3/38.gml,[ 0.24651791 -0.34843612],[ 1.52204273 -1.31723745 -0.05897395 -0.46694784],[ 1.2867686   1.21888676 -0.73661284  0.64887301 -0.4502157   0.40823992],[ 0.79628907 -0.7581931   0.30288488  1.17995029 -1.45827453 -0.18681325  0.42332157 -0.80171008],[ 1.3397672   0.07964296  0.12850849  0.96664706 -0.75003197 -0.70199087  1.17120745 -0.71664832  0.47052534 -1.20374489],[-0.13861891  0.70231535 -0.36140273 -0.29626363 -0.93762789  1.28668547  1.36937666 -0.61828191 -0.73994653  0.58262476 -0.02365814 -1.03758079],[ 0.89739574 -1.12792078 -1.49496698  1.06940134  0.13730207 -1.23385429 -1.38503252  0.88045171  0.73208801 -1.08517341  1.53372852 -0.26707462 -0.57543994 -0.60851648],[-0.8694396   0.65168508  0.21732483  1.09173376  1.47926928  0.47394715  0.56180355  0.69337842  0.20245567  1.0550279   1.18135241  0.95912704 -1.3207653   0.9029922   1.21931088  1.41531355],0.8428318330901999,37
graphs/main/nodes_9/depth_3/39.gml,[0.25048748 1.28645949],[ 0.81808843 -0.82144262 -1.49176286  0.35042491],[-0.41038571  0.03175987 -0.49901165  0.46573511 -1.35741989  1.27307825],[-0.29426814 -0.47268125 -1.41724117 -0.26678492 -0.25582225 -0.24220031 -0.89768782 -0.20164221],[-1.56983278 -0.34825999 -0.56458551  1.42095226 -1.53398844 -1.06578232 -0.95742392  0.48157309  0.33977496  0.11120613],[-1.10699493  1.42094827  1.26365566  0.9684712  -0.44459246  0.24493679  0.98975526  0.69049148  0.05207814 -0.07914474  1.22395504 -1.48406661],[-0.53580948 -0.0533837  -0.79793273  0.08614636 -0.46113426  0.89133293  1.01450829  0.01829777 -1.14543587 -1.26335414  1.11980177 -1.40512348  1.41771369  0.35795128],[-1.56943416 -1.2814006   1.31199111  1.02132231 -0.72254773  0.20432725 -1.51015593 -0.81336717  0.8019946  -0.26737606 -1.17556687 -0.2758046   0.21638499 -0.67647357  0.14348786 -0.54204668],0.8432287069858921,49
graphs/main/nodes_9/depth_3/40.gml,[-0.26420144 -1.28195983],[ 1.47282603 -1.43457909  0.1016458   0.56356581],[ 0.02243242 -1.0373014  -0.11348548 -0.98889512  0.59645048 -0.81013612],[-1.19489092 -1.34148233  1.0729964  -0.13681939 -0.68643785 -0.8598223  -1.46630537 -0.53815812],[ 0.72103611  1.25542804 -1.18176152  0.75643169  0.95105206 -0.93248518 -0.39536847  0.39564954  1.31038292  0.05565202],[-1.0410341  -1.31447201 -0.58695641 -0.48064161 -0.68715852 -0.17679282  0.891487    0.6324835   1.21547852  1.01602112 -0.41283545  0.40260592],[-0.7940314   1.19132725  0.24967784  1.14555427 -0.09791283  1.24114915 -0.49467662 -0.8649551   0.28587702 -0.93828179 -0.30460398  0.24372217 -1.39324087 -0.63618258],[-1.32727436 -0.21235012  0.58116679  1.00988928 -0.27304259 -0.31819184 -1.03152669  0.38488755  0.25535859  0.92623064  0.52196147  0.29633891  0.71059584 -0.95801172  0.05360952 -0.26640502],0.7997135717791063,39
graphs/main/nodes_9/depth_3/41.gml,[-1.24887899  0.9438064 ],[-0.11814009  1.09965298  0.46534195  1.37567978],[ 1.55126422  0.07562919  1.48687299 -1.27784808 -1.36961453 -1.3067608 ],[-0.81072189 -0.94020835 -0.27066921 -0.67511606  0.77918541  1.32854208 -0.47806073 -0.07929461],[ 0.11039642 -1.32394985 -0.18914598  0.46554987 -1.05904243 -0.64080163 -1.43997653 -1.45669656 -1.03389148  1.32443117],[-0.20441241 -0.12780984  0.33659731  0.26735519  0.63560413 -0.34765944 -0.72883526 -1.37655067 -1.01210489 -1.0001289   0.83767732 -0.16962713],[-0.90566049  0.97030408 -1.32421204  1.22220422  0.1798487   0.00388603  0.26951148 -0.33548098  1.05861536 -0.34583967  1.12149785  1.01516667 -0.84747001 -0.29432559],[-0.45080326 -1.32607594  0.85840398 -1.06951331  1.56219969 -0.21436172  1.11508079 -1.38973477 -0.62878828  0.01846477 -0.51381572  1.31233958 -0.91751489 -1.29415347  1.52319472 -1.05415026],0.7547358669963353,22
graphs/main/nodes_9/depth_3/42.gml,[0.29752386 1.20284797],[ 0.04433004 -0.91672666 -0.79756854  0.50210264],[-0.72355584  0.74303447 -0.85674429  1.38083791 -1.290883   -1.05223397],[ 0.76861325  1.21255726  0.50554054  1.53760576  0.55516577 -1.10065974  1.24886454  0.14936624],[-1.18668495  1.28608154  0.60838193  1.12374741 -1.00154795  1.19125601 -0.63533567 -0.88550482  0.43439568  0.29920387],[-0.51695695 -1.49931775  0.9596247   0.13626129  0.55844121  0.89522377  0.57236114  1.11940563  1.03454462  0.37825856 -0.55410765 -0.510503  ],[ 1.29292511  1.16839667  0.11657445  1.36104973 -1.19868501 -0.76022634 -0.19038894  0.28347991  0.06646502 -0.55837591 -1.20058504 -0.21981565 -0.1714553   0.97520989],[-1.02085118  0.4463191  -1.11729708 -0.91824558 -0.60501159 -1.16494006  1.42111579 -0.06825213 -1.14019023 -0.97062299 -0.65220877 -0.67504554  0.1831801   0.97715873  0.87117539  0.5931163 ],0.7939665945851259,22
graphs/main/nodes_9/depth_3/43.gml,[-0.40877155  0.23082095],[-0.01757497 -0.97059794 -1.55620717 -1.49096586],[ 0.96804286 -1.14135144  1.12596394 -0.91895046 -1.55890952  1.37644946],[-0.45468939  0.87966817  0.71511482  0.50235425 -0.42574309  0.87457529 -0.01218066  0.38734099],[-0.13444354 -1.11789295 -1.02175151  0.4958837   1.05926055  0.99588561  0.62643447  1.3971804   0.7793043   0.05778116],[ 0.86008904  1.04368698  0.74451929  1.47862234 -0.45492318 -0.1140152   1.1949071   1.42884452  0.21315086  1.26965801  0.0404575  -0.25804112],[-1.45756249  0.37662217 -0.82111714  0.88908507 -0.47852076 -0.29283511 -0.13304617  0.72055682  1.43658298  0.77966801  0.35156561  0.16915774  0.29228129 -0.16874887],[ 0.68205943 -0.25721547  0.69938209 -1.5430946  -1.0811357  -1.26279603 -1.50311365 -0.11337779  1.41636864  0.72444809 -1.18906125  0.73572152 -0.88800436 -0.98378075 -1.11732306 -0.556547  ],0.7472800958529368,27
graphs/main/nodes_9/depth_3/44.gml,[0.24231501 1.22507036],[ 1.24254046 -1.16179603  0.40051185 -0.62756784],[-0.70079201 -1.22822846 -1.2582713   1.48597711 -0.28493335 -1.00404961],[-1.20735968 -0.55135978  1.18251638  0.6130398   1.21111581  0.47400021  1.0442149   1.22245591],[ 0.2863599  -1.32123026 -0.76291846 -1.32566549  0.43465597 -0.86017856  1.02857628  0.21085049 -0.7759103   1.36069386],[ 1.13325476 -0.80732589  0.66151457 -0.02183469  1.01488737  1.29443609  0.52778437  1.27857882  0.44904558  1.22858101  1.40333193 -0.91111331],[ 1.26823132  0.61691703 -0.44127713 -1.0018549  -0.94095814  1.41056861 -0.63612366 -0.36826296  0.74885238  1.16359222 -1.52520812  0.14762182  1.19403133 -1.04193214],[ 1.23105798 -0.92866773  0.30268902 -0.77157455  0.33079657 -0.74023034 -0.27169556 -0.46454199 -0.97468054 -1.28216246 -0.78215534  0.34961721 -0.3586788  -0.15301091 -0.55830136 -0.71656314],0.8199319911279689,30
graphs/main/nodes_9/depth_3/45.gml,[1.2270294 0.3646764],[ 1.04886626  1.0086788  -0.38570903  0.78803627],[ 1.43006015 -0.12814134 -0.54191874 -1.36382559  1.25209964  0.91779455],[ 1.37079816  1.11942845  0.1933974   1.17691679 -0.04234933 -1.36162452  0.78994471 -1.44702989],[ 0.77614046 -0.17986784 -0.51989881  1.32560497  0.32240148 -1.048064   -0.74123705  0.25066906 -0.90778571 -1.13454083],[-0.58285048 -0.80622741  1.17549645 -0.73374844 -0.29640034 -1.39165029  0.20554377 -0.14909139  1.4532152   1.23114522  1.19281144  0.43227982],[-0.41251274  1.31130229 -0.88198443 -0.43372738  1.37569855  0.56353841  0.18698845  0.47706609  0.98347461  0.42413782  0.10871152 -0.44549906 -1.1217833   0.11434521],[-0.93377017 -0.26364418  0.59549292  1.14971991 -0.85190789  1.33947049 -0.86368597  0.95346497  0.96358741 -0.27270771  0.66510111  0.91370674  1.08477108  1.00710212  0.56133915  0.55646098],0.7009260084338983,24
